"gene_name","hsa","hsa_n_circs","mfu","mfu_n_circs","mma","mma_n_circs","mmu","mmu_n_circs","mpi","mpi_n_circs","rsi","rsi_n_circs"
"INPP4B","",0,"scaffold0005:21098876|21103968;scaffold0005:21119949|21132891;scaffold0005:21324918|21365693",3,"",0,"",0,"scaffold0005:50307939|50317623;scaffold0005:50334838|50356573",2,"NW_017738992.1:3770239|3793163;NW_017738992.1:3790852|3793163;NW_017738992.1:3894174|3911009;NW_017738992.1:3982945|4017015",4
"OTUD4","",0,"scaffold0005:22826548|22828205",1,"",0,"",0,"scaffold0005:51855959|51856433",1,"NW_017738992.1:2427523|2430197;NW_017738992.1:2427523|2430970",2
"DCLK2","",0,"scaffold0005:26393049|26393384",1,"",0,"",0,"scaffold0005:55349367|55349702;scaffold0005:55447294|55447805",2,"NW_017738952.1:2948622|2948954",1
"LRBA","",0,"scaffold0005:26750458|26753266;scaffold0005:26750458|26761129;scaffold0005:26750458|26827232;scaffold0005:26901011|26932078;scaffold0005:26924923|26945366;scaffold0005:27191574|27196898",6,"",0,"3:86192303|86198829;3:86439391|86450018",2,"",0,"NW_017738952.1:2575339|2578163",1
"GATB","",0,"scaffold0005:27622996|27625126",1,"",0,"",0,"scaffold0005:56580348|56583454",1,"NW_017738952.1:1784330|1788228;NW_017738952.1:1784330|1801389",2
"TMEM131L","",0,"scaffold0005:28949379|28958531",1,"5:150924209|150927274",1,"",0,"scaffold0005:57951522|57958669",1,"",0
"RAPGEF2","",0,"scaffold0005:34735851|34745403;scaffold0005:34799840|34802159;scaffold0005:34799840|34849122;scaffold0005:34827550|34849122",4,"",0,"",0,"scaffold0005:63547140|63553887;scaffold0005:63613106|63615427",2,"NW_017739015.1:6923285|6931309;NW_017739015.1:6988686|7033666",2
"GALNT7","",0,"scaffold0005:41968939|41969400",1,"",0,"8:58036800|58037261",1,"scaffold0005:71003377|71003838",1,"",0
"INTS9","",0,"scaffold0005:45723121|45724169;scaffold0005:45723121|45732710",2,"",0,"",0,"scaffold0005:74980304|74981285",1,"NW_017739015.1:5630403|5631448",1
"EXTL3","",0,"scaffold0005:45767262|45780613;scaffold0005:45772823|45780613",2,"",0,"",0,"scaffold0005:75034148|75047562",1,"NW_017739015.1:5680556|5688083",1
"PTK2B","",0,"scaffold0005:46945284|46947407;scaffold0005:46945284|46965269;scaffold0005:46965028|46965269",3,"",0,"",0,"scaffold0005:76245478|76247747",1,"NW_017739015.1:6767107|6767348",1
"RAPGEF6","",0,"scaffold0005:4750694|4750898;scaffold0005:4750694|4759735",2,"",0,"11:54434404|54459322",1,"",0,"NW_017739356.1:2416071|2466182",1
"DOT1L","",0,"scaffold0005:48905418|48907870",1,"",0,"",0,"scaffold0005:78040840|78042254",1,"NW_017739128.1:2242156|2244575",1
"KDM4B","",0,"scaffold0005:50892886|50894261;scaffold0005:50892886|50897226;scaffold0005:50949556|50949753",3,"19:4977044|4978523",1,"",0,"",0,"NW_017739128.1:212918|222405;NW_017739128.1:242576|250892;NW_017739128.1:279423|283525",3
"SAFB","",0,"scaffold0005:51325607|51325960",1,"",0,"17:56908047|56908366",1,"scaffold0005:80511569|80511923",1,"",0
"BRD4","",0,"scaffold0005:56815394|56820784;scaffold0005:56816815|56820784",2,"",0,"17:32448390|32448709",1,"scaffold0005:88828576|88828895",1,"",0
"MYO9B","",0,"scaffold0005:57852255|57853151;scaffold0005:57887499|57888090",2,"",0,"",0,"scaffold0005:90048885|90049780;scaffold0005:90088559|90089149;scaffold0005:90111933|90112497",3,"NW_017739043.1:1133640|1134536;NW_017739043.1:1166857|1168032;NW_017739043.1:1174406|1184339",3
"TRRAP","",0,"scaffold0005:6736959|6739038;scaffold0005:6765058|6766485;scaffold0005:6794619|6797124;scaffold0005:6799448|6802248",4,"3:41066837|41070508",1,"",0,"scaffold0005:37451226|37452865",1,"",0
"LARP1","",0,"scaffold0005:71032660|71032867;scaffold0005:71046391|71046783",2,"",0,"11:57933261|57933468",1,"",0,"NW_017739230.1:1975074|1975281",1
"RMND5B","",0,"scaffold0005:8095834|8096294;scaffold0005:8097706|8099385",2,"",0,"11:51518448|51518852",1,"scaffold0005:38570982|38571397",1,"",0
"MAD1L1","",0,"scaffold0005:88563330|88570242;scaffold0005:88563330|88578255;scaffold0005:88567937|88570242;scaffold0005:88573176|88578255;scaffold0005:88662619|88733483;scaffold0005:88701836|88722737;scaffold0005:88701836|88733483;scaffold0005:88701836|88746441;scaffold0005:88722648|88746441;scaffold0005:88733392|88746441",10,"",0,"5:140281541|140289452;5:140288669|140289452",2,"",0,"NW_017739174.1:200163|219609;NW_017739174.1:2022|13499;NW_017739174.1:2022|15931;NW_017739174.1:2022|59483;NW_017739174.1:2022|8053;NW_017739174.1:59396|113586",6
"SUN1","",0,"scaffold0005:89302956|89309522;scaffold0005:89311701|89312893;scaffold0005:89318321|89319623;scaffold0005:89318321|89327366",4,"",0,"",0,"scaffold0005:362904|364133;scaffold0005:374058|375311;scaffold0005:379774|381949",3,"NW_017739174.1:910736|918863",1
"SPATA5","",0,"scaffold0005:9124904|9128407;scaffold0005:9124904|9131235;scaffold0005:9130979|9131235;scaffold0005:9175835|9201695",4,"5:120812992|120905786",1,"",0,"",0,"NW_017739092.1:1294316|1308037;NW_017739092.1:1294316|1322335",2
"TPP2","",0,"scaffold0006:13307742|13316696",1,"",0,"",0,"scaffold0020:37562591|37573226",1,"NW_017738995.1:44865|62893",1
"STK24","",0,"scaffold0006:16757834|16758065;scaffold0006:16793923|16794469",2,"",0,"14:121574833|121575064",1,"scaffold0001:952498|952729;scaffold0001:952498|988058;scaffold0001:981936|988058",3,"",0
"HOOK3","",0,"scaffold0006:2684285|2695007;scaffold0006:2749467|2750562",2,"",0,"8:26557877|26562448",1,"scaffold0020:26852162|26854063;scaffold0020:26862205|26875978",2,"",0
"NDFIP2","",0,"scaffold0006:31994418|32007311;scaffold0006:32002431|32005191;scaffold0006:32002431|32007311",3,"",0,"14:105525050|105532326",1,"scaffold0001:16303594|16306413",1,"",0
"RNF219","",0,"scaffold0006:32815841|32825239",1,"",0,"",0,"scaffold0001:17070199|17079951",1,"NW_017739105.1:1002258|1005866;NW_017739105.1:1002258|1010677",2
"SLAIN1","",0,"scaffold0006:33717125|33726873;scaffold0006:33717125|33753362;scaffold0006:33724145|33753362",3,"17:59527762|59562744",1,"",0,"scaffold0001:17837041|17840087;scaffold0001:17837041|17864064",2,"",0
"LAMP1","",0,"scaffold0006:4703780|4704270",1,"",0,"8:13215848|13217965",1,"scaffold0020:28990590|28993025",1,"",0
"CUL4A","",0,"scaffold0006:4744494|4745768",1,"",0,"8:13186795|13192598",1,"",0,"NW_017739159.1:1620212|1625454;NW_017739159.1:1620212|1632030",2
"MCF2L","",0,"scaffold0006:4943769|4947273",1,"",0,"",0,"scaffold0020:29293464|29294863",1,"NW_017739159.1:1451114|1471207",1
"WBP4","",0,"scaffold0006:57181460|57193233",1,"",0,"",0,"scaffold0001:41501051|41501334",1,"NW_017739338.1:70476|73578",1
"AKAP11","",0,"scaffold0006:58402784|58409387",1,"",0,"",0,"scaffold0001:42676028|42678605",1,"NW_017739217.1:273203|278890",1
"COG3","",0,"scaffold0006:61748811|61751078;scaffold0006:61771909|61783441;scaffold0006:61771909|61794294",3,"",0,"",0,"scaffold0001:45969783|45970685;scaffold0001:46022135|46029151",2,"NW_017739377.1:837636|845722",1
"RCBTB1","",0,"scaffold0006:63831445|63842026",1,"",0,"",0,"scaffold0001:48112233|48112935",1,"NW_017739179.1:1739406|1740308;NW_017739179.1:1739406|1743633",2
"SUCLA2","",0,"scaffold0006:69528119|69528564",1,"",0,"",0,"scaffold0001:53407124|53407573",1,"NW_017739179.1:3058324|3064666",1
"DENND4C","",0,"scaffold0007:11245164|11246318;scaffold0007:11259766|11261357;scaffold0007:11274700|11282128;scaffold0007:11287870|11302556;scaffold0007:11293337|11295139;scaffold0007:11298690|11302556;scaffold0007:11298690|11307016",7,"",0,"",0,"scaffold0013:14479322|14480817;scaffold0013:14506008|14506823;scaffold0013:14528670|14539313",3,"NW_017739229.1:1503492|1514183;NW_017739229.1:1539532|1549670",2
"CCDC171","",0,"scaffold0007:14254653|14273362",1,"",0,"4:83465070|83473121",1,"",0,"NW_017739066.1:2825234|2828780",1
"ACO1","",0,"scaffold0007:148194|150685",1,"",0,"4:40163718|40167191",1,"",0,"NW_017739687.1:308225|309439;NW_017739687.1:331075|333625",2
"JAK2","",0,"scaffold0007:22948473|22956713;scaffold0007:22955092|22956713",2,"",0,"",0,"scaffold0013:25994039|26000374",1,"NW_017738927.1:77669|77815;NW_017738927.1:77669|95402",2
"SMARCA2","",0,"scaffold0007:25123218|25123436",1,"",0,"19:26683467|26688085",1,"scaffold0013:28329487|28350685;scaffold0013:28407157|28407922;scaffold0013:28443923|28450522",3,"",0
"DOCK8","",0,"scaffold0007:26547182|26550500;scaffold0007:26639697|26642342;scaffold0007:26639697|26678102;scaffold0007:26675123|26678102",4,"",0,"19:25028850|25042823;19:25038471|25042823",2,"scaffold0013:29934936|29938190;scaffold0013:29934936|29952511",2,"",0
"VPS13A","",0,"scaffold0007:33681475|33688195",1,"",0,"",0,"scaffold0013:36624690|36625943",1,"NW_017739042.1:3952895|3955847",1
"NFX1","",0,"scaffold0007:41277922|41278903",1,"",0,"",0,"scaffold0013:44022101|44023372;scaffold0013:44042641|44043512",2,"NW_017738929.1:3986158|3994073",1
"ZCCHC7","",0,"scaffold0007:43779003|43779631",1,"",0,"4:44893532|44895989",1,"scaffold0013:46414580|46415210",1,"",0
"ABCA1","",0,"scaffold0007:49501909|49506922",1,"",0,"4:53127596|53133015",1,"scaffold0013:51891839|51893190",1,"",0
"SUSD1","",0,"scaffold0007:54338423|54339708",1,"",0,"4:59411269|59428064;4:59423994|59428064",2,"scaffold0013:56801488|56802387;scaffold0013:56801488|56808402;scaffold0013:56817081|56827028",3,"",0
"HSDL2","",0,"scaffold0007:54523796|54531830;scaffold0007:54523796|54548999",2,"",0,"4:59596862|59606543",1,"",0,"NW_017739211.1:3738755|3766144",1
"FBXW2","",0,"scaffold0007:55656772|55661004",1,"",0,"",0,"scaffold0013:59381066|59388142;scaffold0013:59387061|59388142",2,"NW_017738998.1:5092016|5095355;NW_017738998.1:5092016|5097680",2
"DENND1A","",0,"scaffold0007:63096418|63106536;scaffold0007:63096418|63131213",2,"15:16916760|16928553",1,"",0,"scaffold0013:65634724|65642177;scaffold0013:65634724|65668998",2,"",0
"MVB12B","",0,"scaffold0007:64798707|64820918;scaffold0007:64798707|64826137;scaffold0007:64798707|64836283;scaffold0007:64798707|64860611;scaffold0007:64820810|64836283;scaffold0007:64826040|64836283",6,"",0,"",0,"scaffold0013:67357091|67385173;scaffold0013:67357091|67394796;scaffold0013:67392616|67394796;scaffold0013:67392616|67421714",4,"NW_017738979.1:2720311|2771540;NW_017738979.1:2720311|2801890;NW_017738979.1:2755287|2801890;NW_017738979.1:2767820|2801890",4
"RAPGEF1","",0,"scaffold0007:68539532|68540326;scaffold0007:68539532|68544987;scaffold0007:68539532|68549646;scaffold0007:68544808|68549646;scaffold0007:68564574|68566459",5,"",0,"",0,"scaffold0013:70833373|70834975;scaffold0013:70881189|70890878",2,"NW_017738979.1:6569475|6579402",1
"PRRC2B","",0,"scaffold0007:68698331|68711551;scaffold0007:68705759|68711551;scaffold0007:68708450|68711551;scaffold0007:68710399|68711551",4,"",0,"2:32094020|32098847",1,"scaffold0013:70744095|70745150;scaffold0013:70766310|70768314",2,"",0
"ABL1","",0,"scaffold0007:69058907|69066795;scaffold0007:69065760|69066795",2,"",0,"",0,"scaffold0013:70386613|70387850;scaffold0013:70386613|70397295",2,"NW_017738979.1:5981828|5983126;NW_017738979.1:5981828|5990722",2
"FNBP1","",0,"scaffold0007:69594830|69603419;scaffold0007:69594830|69613802;scaffold0007:69602453|69603419;scaffold0007:69602453|69613802;scaffold0007:69612359|69613802;scaffold0007:69630631|69631638;scaffold0007:69630631|69632611;scaffold0007:69632413|69645477;scaffold0007:69646771|69647919",9,"",0,"2:30986038|30995369",1,"",0,"NW_017738979.1:5322997|5347688",1
"SPTAN1","",0,"scaffold0007:70391333|70397433;scaffold0007:70394713|70397433;scaffold0007:70410947|70411561;scaffold0007:70415068|70416402",4,"",0,"2:29868388|29873772",1,"scaffold0013:68897732|68899056",1,"",0
"CEP295","",0,"scaffold0008:17108911|17111928",1,"14:86956941|86960813",1,"",0,"scaffold0024:22900609|22904223;scaffold0024:22914992|22915431",2,"",0
"TMEM135","",0,"scaffold0008:22011413|22019075",1,"",0,"",0,"scaffold0017:2218343|2230010;scaffold0017:2227597|2230010",2,"NW_017739071.1:2362572|2374935",1
"ANKRD42","",0,"scaffold0008:25141339|25149031;scaffold0008:25141339|25158455;scaffold0008:25153701|25158455;scaffold0008:25153701|25163772",4,"",0,"",0,"scaffold0017:5477827|5486737;scaffold0017:5495945|5507710",2,"NW_017739276.1:833139|837260",1
"PAK1","",0,"scaffold0008:29747285|29759324",1,"",0,"7:97532678|97538227",1,"scaffold0017:10462965|10463701",1,"",0
"C2CD3","",0,"scaffold0008:32488470|32490526",1,"",0,"",0,"scaffold0017:13055466|13058574",1,"NW_017739130.1:691160|693468",1
"STIM1","",0,"scaffold0008:34544891|34573100;scaffold0008:34591592|34606945;scaffold0008:34602366|34606945;scaffold0008:34602366|34618605",4,"",0,"",0,"scaffold0017:15077026|15107109;scaffold0017:15139250|15144407",2,"NW_017739012.1:94843|99265",1
"DENND5A","",0,"scaffold0008:38772463|38776585",1,"",0,"7:109511121|109526221",1,"scaffold0017:19697070|19701682;scaffold0017:19697070|19708313;scaffold0017:19708078|19709469",3,"",0
"PARVA","",0,"scaffold0008:41327419|41329245",1,"",0,"",0,"scaffold0017:22212200|22213941",1,"NW_017738926.1:4318311|4320243",1
"EIF3M","",0,"scaffold0008:54755760|54757545",1,"14:32838508|32845473",1,"",0,"",0,"NW_017739059.1:1936735|1949982",1
"HIPK3","",0,"scaffold0008:55216510|55217606",1,"14:32176493|32177592",1,"2:104301093|104302192",1,"",0,"",0
"ARHGAP1","",0,"scaffold0008:63683676|63684160",1,"14:19082645|19083815",1,"",0,"scaffold0017:40179879|40180757",1,"",0
"CKAP5","",0,"scaffold0008:63736433|63737136;scaffold0008:63750246|63753952;scaffold0008:63769409|63770191",3,"",0,"2:91393098|91393458;2:91402692|91403412",2,"scaffold0017:40126544|40128278",1,"",0
"SLC43A1","",0,"scaffold0008:65709915|65710467",1,"",0,"",0,"scaffold0017:37897767|37898399",1,"NW_017739570.1:73533|76019;NW_017739570.1:77985|78618",2
"AFDN","",0,"scaffold0009:1006957|1019506;scaffold0009:1014165|1019506;scaffold0009:1016141|1019506;scaffold0009:998421|1019506",4,"",0,"",0,"scaffold0007:96266423|96270243",1,"NW_017739460.1:1288830|1294241;NW_017739460.1:1288830|1296710;NW_017739460.1:1288830|1316516;NW_017739460.1:1304759|1316516",4
"SHPRH","",0,"scaffold0009:13172426|13175572;scaffold0009:13189978|13195113",2,"",0,"",0,"scaffold0007:66349292|66352392",1,"NW_017739132.1:421082|423369",1
"REV3L","",0,"scaffold0009:37361337|37365236;scaffold0009:37363032|37365236",2,"",0,"",0,"scaffold0007:60994938|60999978",1,"NW_017739028.1:1266406|1287881",1
"CDK19","",0,"scaffold0009:37814294|37835890;scaffold0009:37814294|37851725;scaffold0009:37835814|37851725;scaffold0009:37880344|37884798",4,"",0,"",0,"scaffold0007:60559861|60561977;scaffold0007:60559861|60585684;scaffold0007:60559861|60606509;scaffold0007:60585608|60606509",4,"NW_017739028.1:1705851|1760706;NW_017739028.1:1759000|1760706",2
"SCML4","",0,"scaffold0009:39832478|39849957;scaffold0009:39832478|39877257;scaffold0009:39843042|39849957;scaffold0009:39868652|39877257",4,"",0,"",0,"scaffold0007:58551835|58560093;scaffold0007:58575570|58590320",2,"NW_017739028.1:3904626|3929695",1
"HACE1","",0,"scaffold0009:42165340|42167174",1,"",0,"10:45464475|45494725",1,"",0,"NW_017739028.1:6230436|6232068;NW_017739028.1:6237726|6254252;NW_017739028.1:6275272|6283773",3
"MAP3K7","",0,"scaffold0009:52290911|52295667",1,"",0,"4:31988588|32002153",1,"scaffold0007:45935233|45936092",1,"",0
"TULP4","",0,"scaffold0009:5234753|5236982",1,"",0,"",0,"scaffold0007:92559814|92562011;scaffold0007:92620272|92621231;scaffold0007:92634005|92641398",3,"NW_017738939.1:1615681|1617932",1
"MDN1","",0,"scaffold0009:52999174|53000069;scaffold0009:53001531|53003105;scaffold0009:53036078|53037293;scaffold0009:53036078|53038541;scaffold0009:53038392|53039304",5,"",0,"4:32694493|32695565",1,"scaffold0007:45260305|45261052",1,"",0
"PHIP","",0,"scaffold0009:60379345|60379689;scaffold0009:60379345|60391612;scaffold0009:60409664|60414085",3,"",0,"",0,"scaffold0007:37693424|37714385;scaffold0007:37714042|37714385",2,"NW_017738984.1:4281362|4293163",1
"SCAF8","",0,"scaffold0009:7565880|7575983",1,"4:61068560|61089519;4:61082640|61087526;4:61082640|61089519",3,"",0,"scaffold0007:90321767|90330459;scaffold0007:90340007|90343305",2,"",0
"MTHFD1L","",0,"scaffold0009:9683371|9685990;scaffold0009:9706464|9714098;scaffold0009:9744587|9759397;scaffold0009:9771784|9781200",4,"",0,"",0,"scaffold0007:87892842|87900376;scaffold0007:87898133|87900376;scaffold0007:87981610|87988596",3,"NW_017739031.1:1474693|1502695",1
"FUBP1","",0,"scaffold0010:21790516|21797260",1,"",0,"3:151926903|151927881",1,"scaffold0010:23340412|23346368",1,"",0
"ADGRL2","",0,"scaffold0010:25008881|25076697",1,"",0,"",0,"scaffold0010:20051519|20115514",1,"NW_017739317.1:582645|582818;NW_017739317.1:582645|648296",2
"SCP2","",0,"scaffold0010:3028331|3031094",1,"",0,"",0,"scaffold0010:43800944|43822989",1,"NW_017739108.1:1528670|1568027",1
"PKN2","",0,"scaffold0010:30824273|30824574;scaffold0010:30872533|30874352",2,"",0,"",0,"scaffold0005:86457470|86460066",1,"NW_017739260.1:2765737|2766038",1
"TGFBR3","",0,"scaffold0010:33240213|33244085;scaffold0010:33329199|33395407",2,"",0,"",0,"scaffold0010:10352375|10360437",1,"NW_017738942.1:3149359|3188042;NW_017738942.1:3222240|3232864",2
"TMEM59","",0,"scaffold0010:3907997|3913064;scaffold0010:3912034|3913064",2,"",0,"",0,"scaffold0010:42951424|42964754;scaffold0010:42955662|42958746",2,"NW_017739108.1:2397622|2400301",1
"RANBP9","",0,"scaffold0010:45078234|45081574;scaffold0010:45078234|45083094;scaffold0010:45078234|45085644;scaffold0010:45082985|45085644",4,"",0,"13:43573051|43578690",1,"scaffold0002:132748464|132756355;scaffold0002:132748464|132761848",2,"",0
"NEDD9","",0,"scaffold0010:47343563|47344010",1,"",0,"13:41492052|41492496",1,"scaffold0002:135090324|135090771",1,"",0
"EXOC2","",0,"scaffold0010:58396621|58434433;scaffold0010:58453194|58463220;scaffold0010:58476479|58478178;scaffold0010:58498309|58514148;scaffold0010:58509590|58514148",5,"",0,"",0,"scaffold0002:119094516|119099461;scaffold0002:119147740|119152438",2,"NW_017739549.1:109720|124657;NW_017739549.1:122945|124657;NW_017739549.1:92735|97208",3
"SLC22A23","",0,"scaffold0010:61413672|61435927;scaffold0010:61413672|61454792;scaffold0010:61511301|61516817",3,"",0,"",0,"scaffold0002:122495930|122500805",1,"NW_017739272.1:2408376|2429489;NW_017739272.1:2512909|2518804",2
"KAT6B","",0,"scaffold0011:16147566|16154672;scaffold0011:16259953|16263866",2,"",0,"14:21566693|21567566;14:21676786|21714816",2,"scaffold0014:45293844|45298310",1,"",0
"VCL","",0,"scaffold0011:16846515|16847573",1,"",0,"",0,"scaffold0014:44649045|44653053",1,"NW_017739147.1:3632316|3632758",1
"P4HA1","",0,"scaffold0011:17623665|17635860;scaffold0011:17648234|17650460",2,"",0,"",0,"scaffold0014:43815462|43818891",1,"NW_017739147.1:4341601|4347527",1
"WAPL","",0,"scaffold0011:2550263|2554520;scaffold0011:2578102|2578623",2,"",0,"14:34413638|34417062;14:34452505|34453566",2,"scaffold0014:58779764|58783131;scaffold0014:58791506|58794296",2,"",0
"ARID5B","",0,"scaffold0011:25809745|25835540;scaffold0011:25889569|25889800;scaffold0011:25940883|25941109",3,"",0,"10:68021855|68079059",1,"scaffold0014:35812000|35823680",1,"",0
"BMPR1A","",0,"scaffold0011:2942507|2963758",1,"",0,"14:34156335|34156691",1,"scaffold0014:58361525|58362667",1,"",0
"PTEN","",0,"scaffold0011:33872720|33874769;scaffold0011:33872720|33884873;scaffold0011:33872720|33889322",3,"",0,"",0,"scaffold0014:27453139|27461329",1,"NW_017738932.1:2429947|2431992",1
"TNKS2","",0,"scaffold0011:36425075|36430149;scaffold0011:36427920|36430149;scaffold0011:36431530|36432401",3,"",0,"19:36839485|36843523;19:36857909|36859197",2,"scaffold0014:24825236|24828667",1,"",0
"BTAF1","",0,"scaffold0011:36507064|36518947;scaffold0011:36508898|36518947;scaffold0011:36516545|36518947;scaffold0011:36547711|36549434;scaffold0011:36558636|36559350;scaffold0011:36566948|36568138",6,"",0,"",0,"scaffold0014:24684108|24685673",1,"NW_017738932.1:5317730|5344782;NW_017738932.1:5350220|5357146",2
"CPEB3","",0,"scaffold0011:36610652|36620399;scaffold0011:36610652|36637065;scaffold0011:36620284|36637065;scaffold0011:36636946|36656032;scaffold0011:36636946|36680289",5,"",0,"",0,"scaffold0014:24560293|24562983;scaffold0014:24600994|24610611",2,"NW_017738932.1:5446028|5505929;NW_017738932.1:5465267|5505929",2
"IDE","",0,"scaffold0011:36864910|36867862;scaffold0011:36864910|36871448",2,"",0,"19:37302546|37308011",1,"scaffold0014:24316523|24321775",1,"",0
"CCSER2","",0,"scaffold0011:379431|382244",1,"",0,"14:36618211|36631169;14:36618211|36640553;14:36640390|36648886",3,"",0,"NW_017739346.1:255903|267991",1
"TBC1D12","",0,"scaffold0011:38232457|38255858;scaffold0011:38255742|38262409",2,"",0,"19:38854059|38871218",1,"",0,"NW_017738932.1:7156512|7177138;NW_017738932.1:7156512|7190407;NW_017738932.1:7156512|7200172;NW_017738932.1:7177022|7200172",4
"SLF2","",0,"scaffold0011:42441789|42443776",1,"",0,"",0,"scaffold0014:18530812|18534868",1,"NW_017738957.1:4363435|4369779",1
"FBXW4","",0,"scaffold0011:43068257|43074022;scaffold0011:43068257|43076516;scaffold0011:43073272|43076516",3,"",0,"19:45619303|45624887;19:45619303|45628960;19:45624173|45628960",3,"",0,"NW_017738957.1:4948080|4956532;NW_017738957.1:4953301|4956532;NW_017738957.1:4953874|4956532",3
"ARMH3","",0,"scaffold0011:43279785|43290040",1,"",0,"19:45874390|45880587",1,"scaffold0014:17695778|17703267",1,"",0
"ATRNL1","",0,"scaffold0011:51544751|51550157;scaffold0011:51589265|51667445",2,"",0,"19:57626883|57645670;19:57740061|57744050;19:57740061|57766377",3,"",0,"NW_017738957.1:14858690|14891610",1
"ZFAND4","",0,"scaffold0011:6437042|6466028",1,"",0,"",0,"scaffold0014:55161432|55163658",1,"NW_017739596.1:70937|83698",1
"CSGALNACT2","",0,"scaffold0011:8362141|8363787",1,"",0,"",0,"scaffold0014:53343399|53345018;scaffold0014:53343399|53357747",2,"NW_017739846.1:172311|183625;NW_017739846.1:172311|188485;NW_017739846.1:172311|191852",3
"PIAS2","",0,"scaffold0012:12823667|12832012",1,"",0,"18:77184944|77193585",1,"scaffold0008:80029865|80033940;scaffold0008:80054198|80054673",2,"",0
"SS18","",0,"scaffold0012:28670992|28696805",1,"18:56355017|56398140",1,"",0,"scaffold0008:90134500|90134668",1,"",0
"ROCK1","",0,"scaffold0012:32846084|32846230;scaffold0012:32846084|32857843",2,"",0,"18:10129304|10132272",1,"scaffold0008:53807239|53808265",1,"",0
"USP14","",0,"scaffold0012:32846084|32846230;scaffold0012:32846084|32857843",2,"18:61536830|61544960",1,"",0,"scaffold0008:53917477|53921080;scaffold0008:53938647|53941346;scaffold0008:53939851|53941346",3,"",0
"SMCHD1","",0,"scaffold0012:34651372|34654879;scaffold0012:34656850|34657312",2,"",0,"17:71743700|71755841",1,"scaffold0008:55445125|55452021;scaffold0008:55489689|55490894;scaffold0008:55497301|55510453;scaffold0008:55505582|55510453",4,"",0
"EPB41L3","",0,"scaffold0012:36269755|36274278;scaffold0012:36321335|36324531",2,"",0,"",0,"scaffold0008:57126854|57130451",1,"NW_017739350.1:2675845|2681280",1
"IMPA2","",0,"scaffold0012:40964748|40976746",1,"",0,"18:67439740|67443825",1,"",0,"NW_017739441.1:697318|698301;NW_017739441.1:725486|737378",2
"AFG3L2","",0,"scaffold0012:41076481|41080145;scaffold0012:41076481|41084508",2,"",0,"",0,"scaffold0008:61495301|61502547",1,"NW_017739441.1:531335|534340",1
"RPN1","",0,"scaffold0012:43836569|43836876",1,"",0,"6:88066970|88067277",1,"scaffold0008:64236601|64238960;scaffold0008:64246830|64247137",2,"",0
"WDR7","",0,"scaffold0012:5110631|5130058;scaffold0012:5217874|5243190;scaffold0012:5253505|5255472",3,"",0,"18:63888106|63893856;18:63927295|63929352;18:63927295|63958309",3,"",0,"NW_017738951.1:7338756|7348108",1
"PPP1R16B","",0,"scaffold0012:51363272|51363626",1,"",0,"",0,"scaffold0008:71687516|71691126;scaffold0008:71689437|71691126;scaffold0008:71694622|71695712",3,"NW_017738938.1:4539370|4541230;NW_017738938.1:4599272|4599621",2
"RPRD1B","",0,"scaffold0012:51938570|51945705;scaffold0012:51938570|51961919;scaffold0012:51945038|51945705",3,"",0,"2:157877915|157892133;2:157877915|157900747",2,"scaffold0008:36651989|36658721",1,"",0
"RBL1","",0,"scaffold0012:52776259|52778581",1,"",0,"",0,"scaffold0008:35765461|35772374;scaffold0008:35765461|35780617;scaffold0008:35788546|35796445",3,"NW_017739227.1:1287939|1291888",1
"WDR44","",0,"scaffold0013:11913238|11914266",1,"",0,"",0,"scaffold0009:59007885|59009631",1,"NW_017739849.1:45923|47244",1
"BRWD3","",0,"scaffold0013:47736159|47737837;scaffold0013:47758532|47762753;scaffold0013:47806647|47806939;scaffold0013:47824791|47826146",4,"",0,"",0,"scaffold0009:6805247|6807522;scaffold0009:6805247|6836960;scaffold0009:6834473|6836960;scaffold0009:6877506|6878354",4,"NW_017739671.1:1440485|1452803;NW_017739671.1:1495423|1497022",2
"ATRX","",0,"scaffold0013:51180358|51205864;scaffold0013:51284443|51287030;scaffold0013:51386767|51388613",3,"",0,"",0,"scaffold0009:9180531|9191294",1,"NW_017739602.1:176235|223865;NW_017739602.1:209495|214711;NW_017739602.1:209495|223865;NW_017739602.1:222831|223865",4
"ARFGEF1","",0,"scaffold0014:27348241|27354564",1,"8:67899388|67908430;8:67908318|67936582",2,"1:10258981|10259903",1,"",0,"",0
"STAU2","",0,"scaffold0014:31524079|31532034;scaffold0014:31524079|31541735;scaffold0014:31524079|31555415;scaffold0014:31531874|31541735;scaffold0014:31531874|31555415",5,"",0,"1:16533258|16556374;1:16533258|16579632",2,"",0,"NW_017738924.1:4612297|4616693;NW_017738924.1:4696464|4710239",2
"PTDSS1","",0,"scaffold0014:4941131|4943382",1,"",0,"13:67111376|67114605",1,"scaffold0018:43555925|43558996",1,"",0
"CPQ","",0,"scaffold0014:5111554|5132904;scaffold0014:5132696|5132904;scaffold0014:5132696|5161172;scaffold0014:5218571|5244946;scaffold0014:5236436|5244946",5,"",0,"",0,"scaffold0018:43290374|43290837",1,"NW_017739618.1:404170|404633",1
"ZFPM2","",0,"scaffold0014:9255731|9334333",1,"",0,"",0,"scaffold0018:38000827|38022993",1,"NW_017739237.1:1682603|1707908",1
