"gene_name","hsa","mfu","mma","mmu","mpi","rsi","n_species"
"CLIC5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CENPQ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NELFE",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0007.437",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"LMBRD1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RGL2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SNX14",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"RARS2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GRM4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NUDT3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MANEA",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FAXC",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PNISR",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ATG5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RTN4IP1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CEP57L1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZBTB24",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"STXBP5",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"C6orf89",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PEX7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MED23",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"AKAP7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RNF217",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"HSF2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"BTBD9",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DSE",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PPIL4",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"KATNA1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PLEKHG1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CNKSR3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZDHHC14",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MAP3K4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0007.967",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PDE10A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RNASET2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PHF10",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZNFX1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DDX27",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GINS1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"PYGB",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ACSS1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"AL121900.2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PSMA7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DSTN",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ISM1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TMX4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MCM8",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TMEM230",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NSFL1C",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FKBP1A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TBC1D20",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"COX4I2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CBFA2T2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"AHCY",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"EDEM2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CEP250",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"Tcf4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FECH",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ATP8B1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NPEPL1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DNAJC5",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ADNP2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"SNRPD1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"YES1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"MPPE1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CIDEA",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"CEP76",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PSMG2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CEP192",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"TPRA1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RAB7A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZNF335",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PABPC1L",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"evm.TU.scaffold0008.855",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CTIF",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"LIPG",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TRAPPC8",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ZNF521",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"TTC39C",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"RMC1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PTPN1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"novel_gene_904_627a1eab",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"novel_gene_271_62831269",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0009.108",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0009.109",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZDHHC15",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"AL590764.2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"HDAC8",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"evm.TU.scaffold0009.204",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0009.205",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CHM",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"XK",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CYBB",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TRMT2B",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CENPI",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ATG4A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CHRDL1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"LAMP2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"BIRC8",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"STAG2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"SLC25A14",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"INTS6L",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"AFF2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ZNF326",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0010.95",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GBP4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GBP6",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0010.108",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"LMO4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"KIF13A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SH3GLB1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DDAH1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"BCL10",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MIGA1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MIER1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ATG4C",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"HOOK1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TUT4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZFYVE9",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"BTF3L4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"EXO5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"P3H1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TESK2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"CAP1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MFSD2A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RBBP4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RCC1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"EYA3",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"CEP85",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"MAN1C1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CLIC4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MUL1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"OTUD3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PLOD1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"CLCN6",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PGD",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RBP7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CLSTN1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PIK3CD",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0010.931",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0010.942",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ICMT",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"BCAR3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"VPS41",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"DLD",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"BCAP29",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"COG5",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"HBP1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ATXN7L1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PUS7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PMPCB",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RSBN1L",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"PHTF2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MPP6",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"TSPAN13",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ANKMY2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0011.63",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"EGFR",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"IFRD1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GLCCI1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PPP1R9A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZNF777",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ELMO1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ADCK2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"KDM7A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TTC26",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"WDR91",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"AGBL3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"WASL",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CPED1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0011.659",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"AVL9",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ABCB8",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ABCF2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NUB1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RHEB",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SUGCT",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0011.127",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NBEAL1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ABI2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RAPH1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ICOS",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ITGAV",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0012.129",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RPEL1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ERBB4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GULP1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"IGFBP2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TNS1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZNF142",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"STK11IP",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FARSB",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TRIP12",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"MFSD6",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0012.301_evm.TU.scaffold0012.300",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NEMP2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0012.324",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"COPS8",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0012.390",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FARP2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NUP35",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DNAJC10",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ITGA4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RBM45",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CHN1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CIR1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"METTL8",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GORASP2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"UBR3",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"evm.TU.scaffold0012.538",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RBMS1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"BAZ2B",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ACVR1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"Fmnl2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"novel_gene_371_62831269",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0012.649",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"HSPE1-MOB4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DARS",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ORC2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FAM126B",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CNTLN",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"MPDZ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"AL358113.1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0013.243",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"KIF27",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NTRK2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"GOLM1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CHMP5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CD72",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GBA2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GNE",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FBXO10",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"INVS",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MSANTD3-TMEFF1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PALM2AKAP2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZFP37",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MRRF",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TTLL11",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"evm.TU.scaffold0013.587",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"HSPA5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PBX3",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"CIZ1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0013.692",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NOTCH1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"NACC2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"CHST15",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TRIM8",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"LHPP",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"BTRC",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CUTC",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PI4K2A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MMS19",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PIK3AP1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PTPRE",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RUFY2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"TET1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"VPS26A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TSPAN15",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"PPA1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SGPL1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ASCC1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"USP54",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ZNF33B",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"WASHC2C",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NCOA4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MAPK8",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"INPP5F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SHLD2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PRDX3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TRUB1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ABLIM1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"MLH1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ARPP21",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CLASP2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"UBP1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CMTM7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"IMPDH2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TOP2B",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"UBA7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RBM10",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RAB5A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"HACL1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SH3BP5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ACAD11",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"TOPBP1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0015.386",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CEP70",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NMNAT3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SLC25A36",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RAF1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ATG7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TATDN2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"IRAK2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"IL5RA",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"BRPF1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SETD5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PHF7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"GLT8D1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RFT1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FAM208A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DNAH12",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ARF4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"THOC7",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TMF1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"EXOG",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZNF197",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SACM1L",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"DNMT3A",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ZNF512",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"HEATR5B",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"ASAP2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ITGB1BP1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PREPL",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MSH6",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ERLEC1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SPTBN1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PAPOLG",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PUS10",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"UBE2V1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"WDPCP",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SPRED2",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"WDR92",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"RAB11FIP5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"evm.TU.scaffold0016.504",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"EVA1A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"POLR1A",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"PTCD3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"IMMT",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SMC6",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ANAPC1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"NEU3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"EIF4G2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ARNTL",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"BTBD10",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"COPB1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ME3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MS4A1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"ZFP91",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CTNND1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"SLC43A3",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"FNBP4",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"CELF1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"EXT2",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"API5",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"TCP11L1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"QSER1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"RBM14",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"EHBP1L1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"MACROD1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"PHRF1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
"JPH1",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2
"TERF1",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1
