"gene_name","hsa","hsa_n_circs","mfu","mfu_n_circs","mma","mma_n_circs","mmu","mmu_n_circs","mpi","mpi_n_circs","rsi","rsi_n_circs"
"HECW2","",0,"scaffold0004:28743944|28745847;scaffold0004:28743944|28788423;scaffold0004:28783050|28788423",3,"",0,"",0,"scaffold0012:6209080|6233348",1,"",0
"SLC39A10","",0,"scaffold0004:29183373|29183742;scaffold0004:29183373|29185344",2,"",0,"",0,"scaffold0012:5884863|5887155",1,"",0
"MYO1B","",0,"scaffold0004:31959623|32000080",1,"",0,"",0,"scaffold0012:3539067|3558049",1,"",0
"SEPT2","",0,"scaffold0004:320627|329177",1,"",0,"",0,"scaffold0012:36370718|36371682",1,"",0
"STAT1","",0,"scaffold0004:32222504|32227778",1,"",0,"",0,"scaffold0012:3363716|3365003;scaffold0012:3370461|3373369",2,"",0
"NCKAP1","",0,"scaffold0004:37141946|37146087",1,"",0,"",0,"",0,"NW_017739281.1:1464883|1480828;NW_017739281.1:1471382|1480828",2
"ATG16L1","",0,"scaffold0004:3725668|3734111;scaffold0004:3725668|3740270",2,"",0,"",0,"scaffold0012:32065923|32066423",1,"",0
"INPP5D","",0,"scaffold0004:3792286|3794398",1,"",0,"",0,"scaffold0012:31958875|31961255",1,"",0
"OLA1","",0,"scaffold0004:43831436|43850168;scaffold0004:43845263|43850168;scaffold0004:43910793|43923026",3,"",0,"",0,"",0,"NW_017738970.1:15103097|15107818",1
"COPS7B","",0,"scaffold0004:4513318|4523626",1,"",0,"1:86526724|86528910",1,"",0,"",0
"CERS6","",0,"scaffold0004:48010539|48013469;scaffold0004:48135408|48145068",2,"",0,"",0,"scaffold0012:47922164|47932977",1,"",0
"CAB39","",0,"scaffold0004:5114753|5131184",1,"",0,"",0,"scaffold0012:30311615|30334823;scaffold0012:30311615|30337045;scaffold0012:30334658|30337045",3,"",0
"LY75","",0,"scaffold0004:55058484|55064862",1,"",0,"",0,"scaffold0012:54979263|54983046",1,"",0
"PKP4","",0,"scaffold0004:56113686|56161521",1,"",0,"",0,"scaffold0012:56088642|56142109",1,"",0
"GPD2","",0,"scaffold0004:57730647|57744502;scaffold0004:57777356|57793913",2,"",0,"",0,"",0,"NW_017738970.1:1035458|1036822;NW_017738970.1:987579|1003435",2
"FMNL2","",0,"scaffold0004:60664142|60710853",1,"",0,"",0,"scaffold0012:60626921|60632811",1,"",0
"NMI","",0,"scaffold0004:61683666|61686264;scaffold0004:61689467|61689654",2,"",0,"",0,"scaffold0012:61738486|61738867;scaffold0012:61759889|61760100",2,"",0
"ORC4","",0,"scaffold0004:64468164|64471784;scaffold0004:64488071|64490405",2,"12:35137829|35141060",1,"",0,"",0,"",0
"ARHGAP15","",0,"scaffold0004:68836071|68837580",1,"",0,"",0,"scaffold0012:68672490|68674278;scaffold0012:68892223|68925330",2,"",0
"THSD7B","",0,"scaffold0004:74722202|74726585",1,"",0,"",0,"scaffold0012:74063313|74067279",1,"",0
"DOCK10","",0,"scaffold0004:8328031|8339809;scaffold0004:8358050|8358806;scaffold0004:8387555|8393660",3,"",0,"",0,"scaffold0012:26338148|26338563",1,"",0
"NDUFA10","",0,"scaffold0004:882068|896398;scaffold0004:886642|896398",2,"",0,"",0,"",0,"NW_017739446.1:1005894|1024538;NW_017739446.1:1020786|1024538",2
"IWS1","",0,"scaffold0004:92804315|92805002;scaffold0004:92817399|92819586",2,"",0,"",0,"scaffold0026:1359551|1362717;scaffold0026:1359551|1364021",2,"",0
"H2AFY","",0,"scaffold0005:1215260|1245369;scaffold0005:1215260|1285826;scaffold0005:1244639|1245369;scaffold0005:1244639|1264772",4,"",0,"",0,"scaffold0005:32880608|32881321",1,"",0
"HSPA4L","",0,"scaffold0005:12423358|12423973;scaffold0005:12427601|12430811",2,"",0,"",0,"scaffold0005:42269541|42269988;scaffold0005:42271437|42278830",2,"",0
"LARP1B","",0,"scaffold0005:12638736|12639458",1,"",0,"",0,"scaffold0005:42525971|42526694",1,"",0
"GAB1","",0,"scaffold0005:22038360|22038655",1,"",0,"8:81526729|81527024",1,"",0,"",0
"ZNF827","",0,"scaffold0005:23288121|23307465",1,"",0,"",0,"",0,"NW_017738992.1:1944984|1967059;NW_017738992.1:1987661|1990449",2
"SH3D19","",0,"scaffold0005:27191574|27196898",1,"",0,"",0,"scaffold0005:56135535|56138600",1,"",0
"NAF1","",0,"scaffold0005:32375403|32383670",1,"",0,"",0,"scaffold0005:61232988|61242474",1,"",0
"HSPA4","",0,"scaffold0005:3292044|3298657",1,"",0,"11:53156750|53157945",1,"",0,"",0
"RAD50","",0,"scaffold0005:3746554|3747082;scaffold0005:3769607|3771694",2,"",0,"",0,"scaffold0005:35082997|35083510",1,"",0
"AC270285.6","",0,"scaffold0005:43642559|43644590",1,"",0,"",0,"scaffold0005:72764419|72766471",1,"",0
"PINX1","",0,"scaffold0005:44487179|44490635",1,"",0,"",0,"scaffold0005:73567114|73574220;scaffold0005:73567114|73581017",2,"",0
"ELP3","",0,"scaffold0005:46270189|46270964",1,"",0,"",0,"scaffold0005:75596508|75609416",1,"",0
"AC008695.1","",0,"scaffold0005:4750694|4750898;scaffold0005:4750694|4759735",2,"",0,"",0,"scaffold0005:35795367|35804668",1,"",0
"PTBP1","",0,"scaffold0005:47611194|47611365;scaffold0005:47611437|47611799;scaffold0005:47611437|47612997;scaffold0005:47611624|47611799",4,"",0,"",0,"",0,"NW_017739591.1:76822|76997",1
"ARID3A","",0,"scaffold0005:47705891|47725518",1,"",0,"",0,"scaffold0005:76986538|76988660",1,"",0
"SBNO2","",0,"scaffold0005:47854075|47856750;scaffold0005:47875215|47881302",2,"",0,"",0,"",0,"NW_017739128.1:3036971|3042762",1
"SGTA","",0,"scaffold0005:49275811|49277028",1,"",0,"",0,"scaffold0005:78436352|78437779",1,"",0
"NFIC","",0,"scaffold0005:49724909|49726628",1,"",0,"",0,"",0,"NW_017739128.1:1341282|1342995;NW_017739128.1:1342016|1347006",2
"TJP3","",0,"scaffold0005:49961343|49967526",1,"",0,"",0,"",0,"NW_017739128.1:1126325|1133359",1
"PLIN3","",0,"scaffold0005:50752461|50752899;scaffold0005:50755139|50755680",2,"",0,"",0,"",0,"NW_017739128.1:398283|398738;NW_017739128.1:400184|407894",2
"MLLT1","",0,"scaffold0005:51773075|51836390;scaffold0005:51826192|51836390",2,"",0,"",0,"scaffold0005:80955956|81004585;scaffold0005:80995191|81004585",2,"",0
"CLPP","",0,"scaffold0005:51889133|51890211",1,"",0,"",0,"scaffold0005:81068234|81069536",1,"",0
"VAV1","",0,"scaffold0005:52167201|52167553;scaffold0005:52175397|52186816;scaffold0005:52180134|52182378",3,"",0,"",0,"scaffold0005:81730470|81731220",1,"",0
"UBL5","",0,"scaffold0005:52910616|52910859",1,"",0,"",0,"",0,"NW_017739138.1:62537|62787",1
"PPAN-P2RY11","",0,"scaffold0005:53107095|53107259",1,"",0,"",0,"scaffold0005:83173148|83173315",1,"",0
"DNM2","",0,"scaffold0005:53627733|53636990;scaffold0005:53635035|53636990;scaffold0005:53639783|53643413;scaffold0005:53639783|53646217;scaffold0005:53640894|53660464",5,"",0,"",0,"scaffold0005:83700281|83702863;scaffold0005:83702764|83710647;scaffold0005:83729431|83737935",3,"",0
"DOCK6","",0,"scaffold0005:53989837|53990154",1,"",0,"9:21735692|21737171",1,"",0,"",0
"PRKCSH","",0,"scaffold0005:54172941|54173786;scaffold0005:54175987|54176929",2,"",0,"",0,"scaffold0005:84231488|84232723",1,"",0
"PKN1","",0,"scaffold0005:55060606|55060950",1,"",0,"",0,"",0,"NW_017739152.1:157808|160507",1
"IL27RA","",0,"scaffold0005:55337901|55340538;scaffold0005:55340060|55340538;scaffold0005:55342906|55343239;scaffold0005:55344354|55344756",4,"",0,"",0,"scaffold0005:86753880|86754212",1,"",0
"AP1M1","",0,"scaffold0005:57209198|57212491;scaffold0005:57224375|57226881",2,"",0,"",0,"scaffold0005:89424240|89427789;scaffold0005:89435897|89438333",2,"",0
"HAUS8","",0,"scaffold0005:57813809|57821571",1,"",0,"",0,"scaffold0005:90018018|90021905",1,"",0
"PGLS","",0,"scaffold0005:58098079|58098725",1,"",0,"",0,"scaffold0005:90458348|90458878",1,"",0
"UPF1","",0,"scaffold0005:59089847|59092791;scaffold0005:59105676|59105894",2,"",0,"",0,"scaffold0005:91444123|91445996",1,"",0
"MEF2B","",0,"scaffold0005:59314080|59314863",1,"",0,"",0,"scaffold0005:91669144|91669916",1,"",0
"MAU2","",0,"scaffold0005:59442414|59444058",1,"",0,"",0,"scaffold0005:91799558|91801163",1,"",0
"ATP13A1","",0,"scaffold0005:59663805|59664145",1,"",0,"",0,"scaffold0005:92040501|92040884",1,"",0
"XPO7","",0,"scaffold0005:61244936|61245747",1,"",0,"",0,"scaffold0005:93931758|93932501",1,"",0
"PPP3CA","",0,"scaffold0005:61649525|61650159;scaffold0005:61673703|61680236;scaffold0016:20051239|20051440;scaffold0016:20140189|20144335",4,"",0,"",0,"scaffold0006:69458557|69458758",1,"",0
"DOCK5","",0,"scaffold0005:63703207|63728525;scaffold0005:63743521|63747101",2,"",0,"",0,"scaffold0005:96820566|96825424",1,"",0
"KCTD9","",0,"scaffold0005:63841406|63845246",1,"",0,"",0,"scaffold0005:96976326|96985317",1,"",0
"ABLIM3","",0,"scaffold0005:66892851|66899308",1,"",0,"",0,"scaffold0005:21681224|21689816",1,"",0
"TNIP1","",0,"scaffold0005:68260610|68262139",1,"",0,"",0,"scaffold0005:20409650|20420272",1,"",0
"CCDC69","",0,"scaffold0005:68390699|68391396",1,"",0,"",0,"scaffold0005:20282496|20285858",1,"",0
"CYFIP1","",0,"scaffold0005:73061303|73064896;scaffold0005:73061303|73072562;scaffold0005:73108016|73110044",3,"",0,"",0,"",0,"NW_017739290.1:144956|160656;NW_017739290.1:157876|160656",2
"UIMC1","",0,"scaffold0005:7312289|7315357;scaffold0005:7383207|7396068",2,"",0,"13:55203787|55217620",1,"",0,"",0
"EBF1","",0,"scaffold0005:74075139|74077214;scaffold0005:74143268|74205951;scaffold0005:74161978|74205951;scaffold0005:74480253|74502554",4,"",0,"",0,"scaffold0005:14927739|14947299",1,"",0
"MAT2B","",0,"scaffold0005:77192870|77193348",1,"",0,"11:40573290|40578622",1,"",0,"",0
"DOCK2","",0,"scaffold0005:81905483|81910325;scaffold0005:81927312|81945566;scaffold0005:81937482|81945566;scaffold0005:81937482|81963097;scaffold0005:81937482|81974052;scaffold0005:81937482|82002631;scaffold0005:81962988|81974052;scaffold0005:81972266|81974052;scaffold0005:82002488|82028615",9,"",0,"",0,"scaffold0005:7066327|7074576;scaffold0005:7072539|7074576;scaffold0005:7090648|7096356",3,"",0
"STK10","",0,"scaffold0005:83462509|83483486",1,"",0,"",0,"scaffold0005:5522707|5527310;scaffold0005:5526547|5527310",2,"",0
"ERGIC1","",0,"scaffold0005:83965762|83968395",1,"",0,"",0,"scaffold0005:5005026|5007599",1,"",0
"RSPH10B","",0,"scaffold0005:86151723|86152317",1,"",0,"",0,"scaffold0005:3058673|3060200",1,"",0
"PMS2","",0,"scaffold0005:86178680|86179844",1,"",0,"",0,"scaffold0005:3036804|3037164",1,"",0
"RAC1","",0,"scaffold0005:86406687|86409488",1,"",0,"",0,"scaffold0005:2815050|2817754",1,"",0
"SDK1","",0,"scaffold0005:87691972|87693263;scaffold0005:87691972|87702667",2,"",0,"",0,"scaffold0005:1725841|1738186;scaffold0005:1735731|1738186",2,"",0
"SNX8","",0,"scaffold0005:88532491|88535345",1,"",0,"",0,"scaffold0005:1008420|1010921",1,"",0
"TMTC4","",0,"scaffold0006:14971096|14971700",1,"",0,"14:123178716|123210697;14:123209151|123210697",2,"",0,"",0
"TM9SF2","",0,"scaffold0006:15755145|15758913",1,"",0,"",0,"scaffold0001:67666|80271",1,"",0
"DNAJC3","",0,"scaffold0006:19050469|19056587",1,"",0,"",0,"scaffold0001:3305117|3320763",1,"",0
"ABCC4","",0,"scaffold0006:19553422|19565789",1,"",0,"",0,"scaffold0001:3842989|3843710",1,"",0
"PLAT","",0,"scaffold0006:2087117|2088041",1,"",0,"",0,"",0,"NW_017739099.1:2464258|2465408",1
"IKBKB","",0,"scaffold0006:2154401|2158608;scaffold0006:2171824|2181811;scaffold0006:2182425|2183385",3,"",0,"",0,"scaffold0020:26358077|26361612",1,"",0
"PIBF1","",0,"scaffold0006:38128896|38136094;scaffold0006:38128896|38166098;scaffold0006:38212375|38230873",3,"",0,"",0,"",0,"NW_017739055.1:1440517|1460623",1
"RASA3","",0,"scaffold0006:4178877|4196317;scaffold0006:4178877|4206963;scaffold0006:4178877|4211622;scaffold0006:4206868|4211622;scaffold0006:4231281|4234890;scaffold0006:4243856|4248419",6,"",0,"",0,"scaffold0020:28426210|28443904;scaffold0020:28426210|28457320;scaffold0020:28426210|28463478;scaffold0020:28443800|28463478;scaffold0020:28457225|28463478",5,"",0
"ATP11A","",0,"scaffold0006:5116818|5121750;scaffold0006:5119794|5123183",2,"",0,"",0,"",0,"NW_017739159.1:1307576|1311546",1
"NAA16","",0,"scaffold0006:57394627|57399182;scaffold0006:57427453|57430064",2,"",0,"",0,"scaffold0001:41718818|41739363;scaffold0001:41718818|41743422;scaffold0001:41733236|41739363;scaffold0001:41776339|41777007;scaffold0001:41777963|41786392",5,"",0
"ARHGEF7","",0,"scaffold0006:6232168|6257191;scaffold0006:6243235|6257191",2,"",0,"",0,"scaffold0020:30549381|30552793;scaffold0020:30588036|30607672;scaffold0020:30604689|30607672",3,"",0
"NAXD","",0,"scaffold0006:6569907|6574479;scaffold0006:6571690|6574479",2,"",0,"",0,"scaffold0020:30954942|30963217",1,"",0
"VPS36","",0,"scaffold0006:67128866|67131117",1,"",0,"",0,"scaffold0001:51004551|51015098;scaffold0001:51012916|51015098",2,"",0
"MRPS31","",0,"scaffold0006:67493467|67494468",1,"",0,"",0,"scaffold0001:51337201|51338748",1,"",0
"COG6","",0,"scaffold0006:68695989|68700877;scaffold0006:68695989|68717055",2,"",0,"",0,"",0,"NW_017739377.1:1555758|1558466",1
"LRCH1","",0,"scaffold0006:70412224|70471802;scaffold0006:70525594|70538849;scaffold0006:70525594|70546332;scaffold0006:70536786|70538849",4,"",0,"14:75013020|75023830",1,"",0,"",0
"RFC3","",0,"scaffold0006:74126229|74126552",1,"",0,"",0,"scaffold0001:58150638|58150963",1,"",0
"MLLT3","",0,"scaffold0007:10387638|10388343",1,"",0,"",0,"scaffold0013:13627919|13634105",1,"",0
"HAUS6","",0,"scaffold0007:11439281|11448564",1,"",0,"",0,"scaffold0013:14688475|14701966",1,"",0
"PSIP1","",0,"scaffold0007:14503070|14505485",1,"",0,"",0,"scaffold0013:17575740|17584631",1,"",0
"RIC1","",0,"scaffold0007:22564134|22564512;scaffold0007:22599321|22617698",2,"",0,"",0,"scaffold0013:25564861|25567659;scaffold0013:25575633|25584037;scaffold0013:25575633|25602977;scaffold0013:25575633|25613425;scaffold0013:25591722|25602977;scaffold0013:25591722|25613425;scaffold0013:25602897|25613425",7,"",0
"RCL1","",0,"scaffold0007:23099020|23104429",1,"",0,"",0,"",0,"NW_017738927.1:236266|240983",1
"GLIS3","",0,"scaffold0007:23516665|23517152;scaffold0007:23649358|23650466;scaffold0007:23827688|23830832",3,"",0,"19:28508272|28509386;19:28643152|28643636",2,"",0,"",0
"RFX3","",0,"scaffold0007:24282063|24314386",1,"",0,"",0,"scaffold0013:27478200|27482833",1,"",0
"PIP5K1B","",0,"scaffold0007:27361605|27367177",1,"",0,"",0,"scaffold0013:30558179|30569686",1,"",0
"APBA1","",0,"scaffold0007:27801282|27809258;scaffold0007:27834369|27835641",2,"",0,"",0,"scaffold0013:31025560|31026823",1,"",0
"PTAR1","",0,"scaffold0007:28006267|28024479",1,"",0,"",0,"",0,"NW_017738927.1:5105933|5116874;NW_017738927.1:5105933|5124374",2
"SMC5","",0,"scaffold0007:28406966|28407973;scaffold0007:28425327|28429499",2,"",0,"",0,"scaffold0013:31566775|31574915",1,"",0
"ABHD17B","",0,"scaffold0007:29668444|29672197",1,"",0,"",0,"",0,"NW_017739042.1:51848|56200",1
"CARNMT1","",0,"scaffold0007:31969522|31972611;scaffold0007:31984233|31985672",2,"15:90451915|90453104",1,"",0,"",0,"",0
"PCSK5","",0,"scaffold0007:32693308|32729237;scaffold0007:32758490|32762001;scaffold0007:32784527|32794887",3,"",0,"",0,"scaffold0013:35648323|35652123",1,"",0
"GNAQ","",0,"scaffold0007:34073682|34076407;scaffold0007:34073682|34091723",2,"",0,"",0,"scaffold0013:36911066|36913912;scaffold0013:37023489|37023674",2,"",0
"UBQLN1","",0,"scaffold0007:38341314|38348034;scaffold0007:38345782|38360023;scaffold0007:38348391|38349288;scaffold0007:38348391|38360023;scaffold0007:38355830|38360023",5,"",0,"13:58339535|58346884",1,"",0,"",0
"AGTPBP1","",0,"scaffold0007:39623522|39633326",1,"",0,"",0,"scaffold0013:42290283|42303278;scaffold0013:42318875|42320720;scaffold0013:42339267|42345874",3,"",0
"TUT7","",0,"scaffold0007:39880069|39883129",1,"",0,"",0,"scaffold0013:42561840|42562166;scaffold0013:42593400|42599575",2,"",0
"DAPK1","",0,"scaffold0007:40629514|40707765",1,"",0,"13:60864491|60884156",1,"",0,"",0
"SMU1","",0,"scaffold0007:41105192|41107117;scaffold0007:41109097|41112178",2,"",0,"",0,"",0,"NW_017738929.1:3767992|3770792",1
"DCAF12","",0,"scaffold0007:41647390|41655758;scaffold0007:41649943|41655758",2,"",0,"",0,"scaffold0013:44372538|44373673",1,"",0
"PAX5","",0,"scaffold0007:43655397|43689624;scaffold0007:43655397|43734652;scaffold0007:43689448|43721422;scaffold0007:43689448|43734652;scaffold0007:43717554|43734652;scaffold0007:43729171|43734652",6,"",0,"",0,"scaffold0013:46315090|46366222;scaffold0013:46347610|46351821;scaffold0013:46347610|46366222;scaffold0013:46351756|46366222;scaffold0013:46360241|46366222",5,"",0
"NCBP1","",0,"scaffold0007:44996856|44999720",1,"",0,"",0,"scaffold0013:47597294|47601719",1,"",0
"ANP32B","",0,"scaffold0007:45237652|45241653",1,"",0,"",0,"",0,"NW_017738980.1:3142556|3146077",1
"TMEFF1","",0,"scaffold0007:47110582|47124121",1,"",0,"4:48604580|48617331;4:48636839|48650418",2,"",0,"",0
"SLC44A1","",0,"scaffold0007:49791900|49823566",1,"",0,"4:53481463|53491530",1,"",0,"",0
"ZNF462","",0,"scaffold0007:50914003|50916530;scaffold0007:50914003|50937251",2,"15:35904901|35917582",1,"",0,"",0,"",0
"RAD23B","",0,"scaffold0007:51128608|51133497;scaffold0007:51128608|51143174;scaffold0007:51133228|51138138;scaffold0007:51140191|51143174",4,"",0,"",0,"scaffold0013:53617210|53618974",1,"",0
"TMEM245","",0,"scaffold0007:52416281|52420285;scaffold0007:52416281|52433356;scaffold0007:52416281|52443102;scaffold0007:52430197|52443102;scaffold0007:52452592|52458029;scaffold0007:52456289|52458029",6,"",0,"4:56906214|56912130",1,"",0,"",0
"PALM2-AKAP2","",0,"scaffold0007:53169408|53171800",1,"",0,"",0,"scaffold0013:55485194|55485890;scaffold0013:55617350|55619739",2,"",0
"SVEP1","",0,"scaffold0007:53345061|53345287;scaffold0007:53462557|53465220",2,"",0,"",0,"scaffold0013:55878520|55880992",1,"",0
"SNX30","",0,"scaffold0007:54755515|54765109;scaffold0007:54776965|54778758;scaffold0007:54776965|54796161",3,"",0,"",0,"scaffold0013:57195754|57199726;scaffold0013:57214811|57228133",2,"",0
"RAB14","",0,"scaffold0007:55353479|55356085",1,"",0,"",0,"scaffold0013:59062384|59063949",1,"",0
"CNTRL","",0,"scaffold0007:55370355|55376318;scaffold0007:55384676|55384894;scaffold0007:55411767|55411988",3,"",0,"",0,"scaffold0013:59082324|59083595;scaffold0013:59121399|59122999;scaffold0013:59121399|59127583;scaffold0013:59142404|59151152",4,"",0
"AKNA","",0,"scaffold0007:60460732|60461514;scaffold0007:60464500|60478843;scaffold0007:60474385|60478843;scaffold0007:60475075|60476722",4,"",0,"",0,"scaffold0013:64162231|64167973",1,"",0
"ZNF618","",0,"scaffold0007:60722115|60722810;scaffold0007:60733505|60733765;scaffold0007:60733505|60749795",3,"",0,"",0,"scaffold0013:64463403|64479937",1,"",0
"RGS3","",0,"scaffold0007:61066497|61076645;scaffold0007:61066497|61082009",2,"",0,"",0,"scaffold0013:64798626|64809210",1,"",0
"FKBP15","",0,"scaffold0007:61297705|61303240",1,"",0,"",0,"scaffold0013:57398555|57399237",1,"",0
"RC3H2","",0,"scaffold0007:62384288|62396807;scaffold0007:62391412|62394366;scaffold0007:62391412|62396807",3,"",0,"",0,"scaffold0013:64885475|64886127;scaffold0013:64901525|64902546",2,"",0
"GAPVD1","",0,"scaffold0007:64106278|64106961",1,"",0,"",0,"scaffold0013:66630403|66630873",1,"",0
"RXRA","",0,"scaffold0007:66845452|66845622;scaffold0007:66845452|66861182;scaffold0007:66852853|66856029;scaffold0007:66852853|66861182",4,"",0,"",0,"scaffold0013:72406570|72410598",1,"",0
"RALGDS","",0,"scaffold0007:67639126|67639657",1,"",0,"2:28433565|28434398",1,"",0,"",0
"SETX","",0,"scaffold0007:68132509|68147532",1,"",0,"",0,"",0,"NW_017738979.1:7064922|7072964;NW_017738979.1:7078065|7085250",2
"FUBP3","",0,"scaffold0007:69188287|69193357;scaffold0007:69191903|69193357",2,"",0,"2:31493222|31495355;2:31494625|31495355",2,"",0,"",0
"GPR107","",0,"scaffold0007:69547691|69548502",1,"",0,"",0,"scaffold0013:69875284|69882399",1,"",0
"NUP188","",0,"scaffold0007:70186263|70187045",1,"",0,"",0,"scaffold0013:69176759|69177544;scaffold0013:69193685|69194722",2,"",0
"PHYHD1","",0,"scaffold0007:70217853|70218113",1,"",0,"",0,"scaffold0013:69145353|69145614",1,"",0
"TBC1D13","",0,"scaffold0007:70284987|70285359",1,"",0,"",0,"scaffold0013:69056421|69061444",1,"",0
"ASRGL1","",0,"scaffold0007:70689725|70690908",1,"",0,"",0,"scaffold0017:53736096|53737262",1,"",0
"AL359922.1","",0,"scaffold0007:9218061|9224700;scaffold0007:9218061|9236497;scaffold0007:9218061|9240797;scaffold0007:9236329|9240797",4,"",0,"",0,"scaffold0013:12622032|12625531",1,"",0
"SESN3","",0,"scaffold0008:16127790|16132236;scaffold0008:16127790|16138074",2,"",0,"",0,"scaffold0024:21807973|21814622",1,"",0
"CTSC","",0,"scaffold0008:21244809|21253145",1,"",0,"",0,"scaffold0017:1364579|1377766",1,"",0
"SYTL2","",0,"scaffold0008:23076803|23078870",1,"",0,"",0,"",0,"NW_017739071.1:3385666|3386176;NW_017739071.1:3385666|3397300;NW_017739071.1:3395193|3397300",3
"PRCP","",0,"scaffold0008:25416554|25423966;scaffold0008:25422926|25423966",2,"",0,"",0,"scaffold0017:5763766|5771712",1,"",0
"NARS2","",0,"scaffold0008:28868352|28868956",1,"",0,"",0,"",0,"NW_017738965.1:1217118|1217737",1
"GAB4","",0,"scaffold0008:29090335|29090636",1,"",0,"",0,"scaffold0017:9772589|9772890",1,"",0
"INTS4","",0,"scaffold0008:29364152|29367500",1,"",0,"",0,"scaffold0017:10036550|10039163;scaffold0017:10049799|10067335;scaffold0017:10049799|10080504;scaffold0017:10061763|10067335;scaffold0017:10065065|10067335",5,"",0
"UVRAG","",0,"scaffold0008:31143100|31218329;scaffold0008:31156369|31218329;scaffold0008:31193191|31218329;scaffold0008:31212746|31218329;scaffold0008:31212746|31233959;scaffold0008:31218167|31233959",6,"",0,"",0,"",0,"NW_017738965.1:3206910|3246614;NW_017738965.1:3246448|3259674;NW_017738965.1:3246448|3276296;NW_017738965.1:3365582|3387345",4
"SPCS2","",0,"scaffold0008:31927326|31930052",1,"",0,"",0,"",0,"NW_017739130.1:60182|63329",1
"PPME1","",0,"scaffold0008:32410682|32431437",1,"",0,"",0,"",0,"NW_017739130.1:599894|605208",1
"ARAP1","",0,"scaffold0008:33563289|33569766;scaffold0008:33564755|33576648;scaffold0008:33566414|33566617",3,"",0,"",0,"scaffold0017:14071870|14081070",1,"",0
"NUMA1","",0,"scaffold0008:34119212|34120435",1,"",0,"",0,"",0,"NW_017739130.1:2188030|2195175",1
"RRM1","",0,"scaffold0008:34641612|34659160",1,"",0,"",0,"scaffold0017:15184608|15186847;scaffold0017:15223127|15224232",2,"",0
"IPO7","",0,"scaffold0008:38908251|38910350;scaffold0008:38909594|38910350;scaffold0008:38917112|38921804;scaffold0008:38921513|38924188;scaffold0008:38925681|38929619;scaffold0008:38928595|38929619;scaffold0008:38938457|38939747",7,"",0,"",0,"scaffold0017:19868474|19872631",1,"",0
"SWAP70","",0,"scaffold0008:39151360|39153154",1,"",0,"",0,"scaffold0017:20063117|20074082;scaffold0017:20084163|20092620;scaffold0017:20084163|20098796;scaffold0017:20096995|20098796",4,"",0
"SBF2","",0,"scaffold0008:39324022|39331229",1,"",0,"",0,"",0,"NW_017738926.1:2308014|2311451",1
"USP47","",0,"scaffold0008:40803335|40808420;scaffold0008:40820643|40829626;scaffold0008:40829473|40834600",3,"",0,"",0,"scaffold0017:21723685|21728949",1,"",0
"SERGEF","",0,"scaffold0008:45805130|45853018;scaffold0008:45837363|45853018;scaffold0008:45849541|45853018;scaffold0008:45851548|45851704",4,"",0,"",0,"scaffold0017:26903231|26947259;scaffold0017:26930279|26947259",2,"",0
"ACAT1","",0,"scaffold0008:5335135|5340769",1,"",0,"",0,"scaffold0024:12576476|12581941",1,"",0
"CUL5","",0,"scaffold0008:5396612|5415433",1,"",0,"9:53553817|53554126",1,"",0,"",0
"CSTF3","",0,"scaffold0008:55090306|55091810",1,"",0,"2:104439215|104439531",1,"",0,"",0
"PDHX","",0,"scaffold0008:56443673|56452554",1,"",0,"",0,"",0,"NW_017739059.1:3713669|3727696",1
"CWF19L2","",0,"scaffold0008:5910754|5912842;scaffold0008:5943007|5946868",2,"",0,"9:3441054|3450151",1,"",0,"",0
"CD82","",0,"scaffold0008:62132629|62141864",1,"",0,"",0,"",0,"NW_017739155.1:3962127|3971162",1
"TP53I11","",0,"scaffold0008:62393831|62394481",1,"",0,"",0,"",0,"NW_017739155.1:4239039|4239905",1
"PRDM11","",0,"scaffold0008:62551912|62553345",1,"",0,"",0,"scaffold0017:41350571|41351989",1,"",0
"PHF21A","",0,"scaffold0008:63200664|63214861;scaffold0008:63208190|63214861",2,"",0,"",0,"scaffold0017:40646435|40653981;scaffold0017:40646435|40663218",2,"",0
"MTCH2","",0,"scaffold0008:64365157|64365507",1,"",0,"",0,"scaffold0017:39489864|39490210",1,"",0
"NUP160","",0,"scaffold0008:64465726|64469568",1,"",0,"",0,"",0,"NW_017739122.1:1235506|1238263",1
"OSBP","",0,"scaffold0008:66619255|66619476;scaffold0008:66641649|66643814",2,"14:14381919|14400794",1,"",0,"",0,"",0
"DDB1","",0,"scaffold0008:67479197|67480305;scaffold0008:67482457|67483157",2,"",0,"",0,"scaffold0017:54472061|54474176",1,"",0
"FADS3","",0,"scaffold0008:67957842|67958620",1,"",0,"",0,"",0,"NW_017739836.1:97725|99708",1
"LATS1","",0,"scaffold0009:10640372|10640852;scaffold0009:10662788|10663313",2,"",0,"",0,"",0,"NW_017739165.1:175622|176142",1
"SASH1","",0,"scaffold0009:11448958|11512508;scaffold0009:11475447|11512508",2,"",0,"",0,"",0,"NW_017739165.1:1105552|1178980",1
"VTA1","",0,"scaffold0009:15657860|15660881",1,"",0,"",0,"",0,"NW_017739368.1:885340|888511",1
"HECA","",0,"scaffold0009:17563350|17566343;scaffold0009:17563350|17572103;scaffold0009:17571062|17572103",3,"",0,"",0,"scaffold0007:70956414|70966516",1,"",0
