"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1196056|1197220",NA,NA,2,NA
"955","NW_017738948.1:3254654|3269089",NA,2,2,NA
"956","NW_017738948.1:3257354|3259752",NA,NA,NA,6
"957","NW_017738948.1:3280482|3292943",NA,NA,2,NA
"958","NW_017738948.1:3381246|3389349",NA,12,NA,NA
"959","NW_017738948.1:3649899|3692246",NA,2,NA,NA
"960","NW_017738948.1:3672387|3672669",4,2,NA,NA
"961","NW_017738948.1:3672387|3675662",NA,2,NA,NA
"962","NW_017738948.1:3672387|3692246",2,NA,NA,NA
"963","NW_017738948.1:4272405|4306448",NA,2,NA,NA
"964","NW_017738948.1:4419259|4425085",NA,NA,NA,3
"965","NW_017738948.1:5002292|5003375",13,5,2,NA
"966","NW_017738948.1:5042460|5042772",2,NA,NA,NA
"967","NW_017738948.1:5050270|5055470",7,16,2,9
"968","NW_017738948.1:5055274|5079500",2,NA,NA,NA
"969","NW_017738948.1:5075554|5075940",NA,4,NA,NA
"970","NW_017738948.1:5075554|5079552",3,13,NA,5
"971","NW_017738948.1:5075554|5091892",NA,4,NA,NA
"972","NW_017738948.1:5079420|5091892",NA,NA,2,NA
"973","NW_017738948.1:5081988|5090318",NA,NA,NA,2
"974","NW_017738948.1:5081988|5090354",NA,NA,2,NA
"975","NW_017738948.1:5090112|5091892",NA,NA,4,NA
"976","NW_017738948.1:5171600|5176474",NA,NA,2,NA
"977","NW_017738948.1:5174650|5176474",NA,4,NA,NA
"978","NW_017738948.1:5269055|5269242",NA,2,NA,NA
"979","NW_017738948.1:528193|548591",2,NA,NA,NA
"980","NW_017738948.1:5572940|5583911",4,NA,4,NA
"981","NW_017738948.1:6151613|6154039",NA,NA,2,NA
"982","NW_017738948.1:6151613|6161630",6,18,5,5
"983","NW_017738948.1:7957902|7961995",NA,4,NA,NA
"984","NW_017738948.1:8537465|8538472",NA,NA,NA,8
"985","NW_017738948.1:8811954|8827869",2,2,NA,NA
"986","NW_017738948.1:9475059|9482637",NA,3,NA,NA
"987","NW_017738948.1:9605086|9623348",NA,NA,14,NA
"988","NW_017738948.1:9807620|9812965",3,6,NA,NA
"989","NW_017738948.1:9975568|9988971",NA,NA,NA,2
"990","NW_017738948.1:9981593|9988971",2,NA,NA,NA
"991","NW_017738949.1:114547|115098",2,5,5,NA
"992","NW_017738949.1:1917391|1921050",NA,2,NA,2
"993","NW_017738949.1:4068527|4098894",4,NA,NA,NA
"994","NW_017738949.1:4170960|4204986",NA,NA,NA,2
"995","NW_017738949.1:4196933|4204986",3,6,3,8
"996","NW_017738949.1:4308302|4316541",NA,NA,NA,5
"997","NW_017738949.1:4324756|4333510",NA,2,NA,NA
"998","NW_017738949.1:4335620|4340915",NA,4,3,6
"999","NW_017738949.1:4335620|4352141",10,6,NA,3
"1000","NW_017738949.1:4834998|4835363",NA,3,NA,NA
"1001","NW_017738949.1:4852460|4860196",NA,2,NA,NA
"1002","NW_017738949.1:4853302|4859321",NA,NA,4,NA
"1003","NW_017738949.1:5149318|5153914",NA,5,5,3
"1004","NW_017738950.1:1416543|1418277",NA,2,NA,NA
"1005","NW_017738950.1:2294482|2294808",2,NA,NA,NA
"1006","NW_017738950.1:2852741|2867132",NA,2,NA,NA
"1007","NW_017738950.1:3153448|3169343",2,NA,5,NA
"1008","NW_017738950.1:3212205|3212375",NA,NA,NA,5
"1009","NW_017738950.1:3250998|3253688",NA,NA,NA,6
"1010","NW_017738950.1:3250998|3255086",11,31,18,15
"1011","NW_017738950.1:3250998|3270413",3,NA,NA,NA
"1012","NW_017738950.1:3283406|3288217",NA,NA,NA,2
"1013","NW_017738950.1:3283406|3300024",5,NA,NA,NA
"1014","NW_017738950.1:3299872|3308363",NA,3,NA,NA
"1015","NW_017738950.1:3685246|3695929",NA,NA,2,NA
"1016","NW_017738950.1:3685250|3696005",NA,3,NA,NA
"1017","NW_017738950.1:3695094|3696001",2,NA,NA,NA
"1018","NW_017738950.1:4711183|4726589",NA,5,NA,4
"1019","NW_017738950.1:4732137|4732363",2,NA,NA,NA
"1020","NW_017738950.1:4801220|4806653",NA,NA,2,NA
"1021","NW_017738950.1:4801220|4814718",NA,4,NA,NA
"1022","NW_017738950.1:4830449|4855092",2,NA,NA,NA
"1023","NW_017738950.1:5780276|5846461",16,23,14,25
"1024","NW_017738950.1:5807051|5824047",NA,3,NA,3
"1025","NW_017738950.1:5807051|5846461",30,44,33,16
"1026","NW_017738950.1:5822625|5824047",NA,3,NA,NA
"1027","NW_017738950.1:5822625|5846461",33,131,28,67
"1028","NW_017738950.1:5822625|5856887",4,NA,NA,NA
"1029","NW_017738950.1:5845550|5846461",16,10,10,NA
"1030","NW_017738950.1:6022800|6023591",NA,4,NA,NA
"1031","NW_017738950.1:6539869|6548413",NA,6,NA,NA
"1032","NW_017738950.1:6548006|6548413",NA,NA,NA,2
"1033","NW_017738950.1:6954236|6954643",5,NA,NA,NA
"1034","NW_017738950.1:7006561|7052639",NA,NA,2,NA
"1035","NW_017738950.1:7052482|7052639",NA,NA,3,NA
"1036","NW_017738951.1:100271|109063",NA,NA,3,NA
"1037","NW_017738951.1:138194|143270",NA,2,2,NA
"1038","NW_017738951.1:1439893|1443393",6,2,NA,NA
"1039","NW_017738951.1:158293|179852",NA,5,NA,NA
"1040","NW_017738951.1:179644|187140",NA,2,NA,NA
"1041","NW_017738951.1:1832181|1842483",2,NA,NA,2
"1042","NW_017738951.1:1842300|1849313",2,NA,NA,NA
"1043","NW_017738951.1:1873602|1889843",NA,4,NA,NA
"1044","NW_017738951.1:1889770|1933476",4,NA,2,NA
"1045","NW_017738951.1:2221785|2229341",NA,NA,NA,2
"1046","NW_017738951.1:2242232|2249685",4,NA,NA,NA
"1047","NW_017738951.1:2248527|2249685",NA,2,NA,NA
"1048","NW_017738951.1:2287887|2305770",NA,NA,3,2
"1049","NW_017738951.1:2293594|2305770",NA,NA,2,NA
"1050","NW_017738951.1:2346771|2350583",2,11,4,NA
"1051","NW_017738951.1:2986293|2986672",2,14,NA,10
"1052","NW_017738951.1:473922|474621",15,9,13,12
"1053","NW_017738951.1:473922|474718",NA,3,NA,NA
"1054","NW_017738951.1:5373639|5375184",3,6,NA,NA
"1055","NW_017738951.1:5460539|5466081",NA,NA,NA,4
"1056","NW_017738951.1:5462812|5466081",NA,NA,5,NA
"1057","NW_017738951.1:717468|737516",3,NA,NA,3
"1058","NW_017738951.1:717468|764225",NA,4,NA,2
"1059","NW_017738951.1:7272198|7276317",2,3,NA,NA
"1060","NW_017738951.1:7316105|7374506",NA,3,NA,NA
"1061","NW_017738951.1:7336656|7338845",3,5,NA,NA
"1062","NW_017738951.1:7338756|7345991",NA,3,NA,NA
"1063","NW_017738951.1:7338756|7348108",27,72,42,60
"1064","NW_017738952.1:1154496|1176744",2,NA,NA,NA
"1065","NW_017738952.1:1174847|1230589",NA,NA,3,NA
"1066","NW_017738952.1:1176695|1230589",NA,3,NA,NA
"1067","NW_017738952.1:1180216|1180963",NA,2,NA,NA
"1068","NW_017738952.1:1219889|1230589",NA,NA,NA,3
"1069","NW_017738952.1:1223374|1230589",NA,2,NA,NA
"1070","NW_017738952.1:1229324|1230589",12,30,10,9
"1071","NW_017738952.1:1784330|1788228",NA,2,NA,4
"1072","NW_017738952.1:1784330|1801389",NA,NA,2,NA
"1073","NW_017738952.1:1787487|1801389",NA,4,NA,NA
"1074","NW_017738952.1:1812286|1821450",NA,NA,3,NA
"1075","NW_017738952.1:1845674|1846346",NA,7,6,NA
"1076","NW_017738952.1:1845674|1856731",NA,2,NA,NA
"1077","NW_017738952.1:1852587|1853736",2,NA,NA,NA
"1078","NW_017738952.1:1852587|1856731",NA,NA,NA,2
"1079","NW_017738952.1:1852703|1853644",NA,NA,NA,5
"1080","NW_017738952.1:1865082|1867590",NA,4,NA,2
"1081","NW_017738952.1:1900036|1911896",2,3,NA,NA
"1082","NW_017738952.1:1900036|1922369",NA,NA,4,NA
"1083","NW_017738952.1:1900036|1984017",NA,NA,2,NA
"1084","NW_017738952.1:1911269|1922369",NA,7,NA,2
"1085","NW_017738952.1:1970617|1984017",NA,NA,2,NA
"1086","NW_017738952.1:2335021|2353094",NA,3,NA,NA
"1087","NW_017738952.1:2410604|2421185",5,NA,NA,NA
"1088","NW_017738952.1:2410604|2428072",NA,4,NA,NA
"1089","NW_017738952.1:2502869|2578163",2,NA,NA,NA
"1090","NW_017738952.1:2567354|2663779",NA,4,NA,NA
"1091","NW_017738952.1:2575339|2578163",2,7,NA,2
"1092","NW_017738952.1:2652206|2686599",2,NA,NA,NA
"1093","NW_017738952.1:2948622|2948954",2,10,NA,NA
"1094","NW_017738952.1:622265|652146",NA,3,NA,NA
"1095","NW_017738952.1:647840|652143",NA,NA,NA,2
"1096","NW_017738952.1:914653|953516",2,NA,NA,NA
"1097","NW_017738952.1:926876|953516",2,NA,NA,3
"1098","NW_017738953.1:1255723|1260934",NA,NA,NA,8
"1099","NW_017738953.1:1260780|1276719",6,NA,NA,NA
"1100","NW_017738953.1:1272638|1276719",3,3,NA,10
"1101","NW_017738953.1:1272638|1299103",NA,NA,NA,4
"1102","NW_017738953.1:1279323|1299203",NA,7,NA,NA
"1103","NW_017738953.1:1288602|1299203",4,14,8,11
"1104","NW_017738953.1:1292364|1295793",3,NA,2,NA
"1105","NW_017738953.1:1292364|1299203",NA,3,NA,16
"1106","NW_017738953.1:1397530|1400823",NA,2,NA,NA
"1107","NW_017738953.1:1404861|1425566",NA,NA,6,NA
"1108","NW_017738953.1:1415776|1427584",NA,NA,4,NA
"1109","NW_017738953.1:2068979|2084245",NA,3,NA,NA
"1110","NW_017738953.1:2086273|2087687",NA,NA,NA,2
"1111","NW_017738953.1:2086273|2097956",NA,3,5,NA
"1112","NW_017738953.1:2087577|2089405",NA,8,NA,NA
"1113","NW_017738953.1:2097805|2108255",NA,NA,NA,5
"1114","NW_017738953.1:2653244|2716462",NA,7,NA,7
"1115","NW_017738953.1:2716314|2719713",NA,NA,2,NA
"1116","NW_017738953.1:2808041|2820537",NA,4,3,3
"1117","NW_017738953.1:2808041|2831841",NA,4,NA,NA
"1118","NW_017738953.1:2819572|2820537",NA,2,NA,NA
"1119","NW_017738953.1:2880949|2881100",2,NA,NA,NA
"1120","NW_017738953.1:3230166|3231330",NA,NA,6,NA
"1121","NW_017738953.1:3230166|3287234",6,6,NA,3
"1122","NW_017738953.1:3343383|3350547",NA,NA,4,NA
"1123","NW_017738953.1:3377277|3383185",2,11,2,NA
"1124","NW_017738953.1:3377277|3405588",NA,2,NA,NA
"1125","NW_017738953.1:3423642|3438341",NA,NA,3,NA
"1126","NW_017738953.1:3567994|3570654",8,3,NA,6
"1127","NW_017738953.1:3688444|3695029",2,NA,NA,NA
"1128","NW_017738953.1:3851331|3856205",2,NA,NA,NA
"1129","NW_017738953.1:3909330|3919031",NA,6,NA,NA
"1130","NW_017738953.1:4141164|4157250",NA,NA,NA,3
"1131","NW_017738953.1:4159510|4159835",NA,2,NA,NA
"1132","NW_017738953.1:4160483|4160680",NA,NA,NA,12
"1133","NW_017738953.1:4199555|4200738",2,NA,NA,NA
"1134","NW_017738953.1:4199555|4206830",NA,NA,4,NA
"1135","NW_017738953.1:4288429|4311736",NA,8,NA,NA
"1136","NW_017738953.1:4301854|4306414",NA,2,NA,NA
"1137","NW_017738953.1:4306254|4307966",NA,NA,NA,2
"1138","NW_017738953.1:4307786|4308480",2,NA,NA,NA
"1139","NW_017738953.1:4499306|4515287",NA,3,NA,NA
"1140","NW_017738953.1:4605332|4620814",9,3,6,4
"1141","NW_017738953.1:4609846|4620814",NA,NA,5,3
"1142","NW_017738953.1:4629418|4639288",NA,6,NA,NA
"1143","NW_017738953.1:4742606|4747321",3,2,NA,NA
"1144","NW_017738953.1:4747132|4751480",NA,NA,2,NA
"1145","NW_017738953.1:4747175|4751480",6,10,NA,NA
"1146","NW_017738953.1:4758671|4775796",NA,3,5,NA
"1147","NW_017738953.1:4856603|4863831",4,NA,NA,NA
"1148","NW_017738953.1:4953235|4960756",5,NA,NA,NA
"1149","NW_017738953.1:4953235|4970725",5,2,4,NA
"1150","NW_017738953.1:4960620|4970725",5,23,NA,2
"1151","NW_017738953.1:5035931|5040658",NA,2,NA,NA
"1152","NW_017738953.1:5035931|5061412",NA,2,NA,NA
"1153","NW_017738953.1:5035931|5068827",NA,2,NA,12
"1154","NW_017738953.1:5035931|5134236",NA,3,NA,NA
"1155","NW_017738953.1:5056814|5061412",NA,NA,NA,7
"1156","NW_017738953.1:5056814|5068827",NA,NA,2,NA
"1157","NW_017738953.1:5151737|5162937",4,NA,NA,NA
"1158","NW_017738954.1:1193595|1201247",NA,NA,3,NA
"1159","NW_017738954.1:1527794|1527977",2,NA,NA,NA
"1160","NW_017738954.1:1533009|1533921",NA,3,NA,NA
"1161","NW_017738954.1:1536678|1542261",NA,3,NA,NA
"1162","NW_017738954.1:1547981|1548309",NA,NA,3,NA
"1163","NW_017738954.1:1675121|1675520",NA,4,3,NA
"1164","NW_017738954.1:1816028|1819579",NA,NA,NA,5
"1165","NW_017738954.1:1830818|1843351",NA,4,NA,NA
"1166","NW_017738954.1:1831755|1843351",NA,NA,NA,6
"1167","NW_017738954.1:1837949|1843351",NA,3,NA,2
"1168","NW_017738954.1:1843159|1843478",2,NA,NA,NA
"1169","NW_017738954.1:1853212|1854522",NA,2,NA,NA
"1170","NW_017738954.1:1945307|1945549",NA,2,NA,NA
"1171","NW_017738954.1:1953769|1954760",NA,NA,NA,2
"1172","NW_017738954.1:1956355|1956765",NA,NA,6,NA
"1173","NW_017738954.1:1979267|2002836",NA,5,NA,NA
"1174","NW_017738954.1:2059757|2064176",12,NA,3,3
"1175","NW_017738954.1:2185532|2192398",5,6,NA,2
"1176","NW_017738954.1:2185532|2198290",NA,4,NA,NA
"1177","NW_017738954.1:228006|257026",5,NA,NA,NA
"1178","NW_017738954.1:228006|279451",11,11,27,5
"1179","NW_017738954.1:2298507|2303620",NA,NA,2,NA
"1180","NW_017738954.1:2354484|2354858",NA,5,10,NA
"1181","NW_017738954.1:2362584|2366598",6,13,11,9
"1182","NW_017738954.1:248995|256925",NA,5,NA,NA
"1183","NW_017738954.1:2558696|2561993",NA,3,NA,NA
"1184","NW_017738954.1:2561268|2570829",NA,NA,NA,3
"1185","NW_017738954.1:2641390|2655345",NA,9,8,6
"1186","NW_017738954.1:2655103|2655345",NA,NA,NA,6
"1187","NW_017738954.1:2655103|2671636",2,3,NA,4
"1188","NW_017738954.1:276175|279451",14,3,NA,11
"1189","NW_017738954.1:2822993|2851423",2,NA,NA,NA
"1190","NW_017738954.1:2830448|2836510",NA,3,NA,NA
"1191","NW_017738954.1:2847418|2860438",NA,NA,3,NA
"1192","NW_017738954.1:2865650|2879107",7,NA,NA,NA
"1193","NW_017738954.1:2877950|2891515",NA,3,NA,NA
"1194","NW_017738954.1:2983752|2985490",6,4,NA,NA
"1195","NW_017738954.1:3014249|3025940",3,4,NA,NA
"1196","NW_017738954.1:3247675|3266547",NA,2,NA,NA
"1197","NW_017738954.1:3252773|3257604",2,NA,NA,NA
"1198","NW_017738954.1:3265441|3268461",NA,2,NA,NA
"1199","NW_017738954.1:331471|334826",7,8,4,13
"1200","NW_017738954.1:3325983|3326591",3,NA,NA,NA
"1201","NW_017738954.1:3985894|3992485",NA,NA,2,2
"1202","NW_017738954.1:3989567|3992485",2,NA,NA,NA
"1203","NW_017738954.1:4015428|4019242",NA,NA,3,NA
"1204","NW_017738954.1:4185003|4201709",NA,NA,3,NA
"1205","NW_017738954.1:426957|431566",NA,NA,NA,2
"1206","NW_017738954.1:4325419|4330742",NA,NA,3,NA
"1207","NW_017738954.1:4353471|4364335",NA,4,NA,12
"1208","NW_017738954.1:4599359|4606173",NA,2,NA,4
"1209","NW_017738954.1:4604548|4606173",NA,7,NA,NA
"1210","NW_017738954.1:4696175|4705629",NA,3,NA,NA
"1211","NW_017738954.1:4751632|4752851",NA,NA,NA,2
"1212","NW_017738954.1:4793955|4796027",NA,NA,2,NA
"1213","NW_017738954.1:4959259|4970392",NA,8,NA,NA
"1214","NW_017738954.1:5431667|5435126",NA,NA,9,NA
"1215","NW_017738954.1:5431667|5440157",NA,2,NA,NA
"1216","NW_017738954.1:5480901|5486660",NA,4,3,NA
"1217","NW_017738954.1:5511775|5514049",2,NA,NA,NA
"1218","NW_017738954.1:5677118|5680279",NA,5,NA,NA
"1219","NW_017738954.1:703821|730714",2,NA,NA,NA
"1220","NW_017738955.1:1033650|1034078",NA,NA,NA,2
"1221","NW_017738955.1:1085049|1092275",NA,NA,3,NA
"1222","NW_017738955.1:1107302|1110082",3,NA,NA,NA
"1223","NW_017738955.1:1447216|1448275",15,17,5,6
"1224","NW_017738955.1:1564968|1569178",NA,NA,NA,3
"1225","NW_017738955.1:1591315|1593413",NA,7,NA,NA
"1226","NW_017738955.1:1599206|1600331",NA,2,NA,NA
"1227","NW_017738955.1:2204909|2209627",3,NA,NA,NA
"1228","NW_017738955.1:2205447|2207696",2,NA,NA,NA
"1229","NW_017738955.1:2608411|2625555",NA,3,NA,NA
"1230","NW_017738955.1:3923229|3923589",NA,NA,NA,4
"1231","NW_017738955.1:5141175|5145002",NA,NA,4,NA
"1232","NW_017738955.1:5304549|5346211",NA,NA,NA,2
"1233","NW_017738955.1:5346057|5354689",5,4,NA,4
"1234","NW_017738955.1:5346057|5366258",16,12,2,6
"1235","NW_017738955.1:5346057|5382321",2,NA,NA,NA
"1236","NW_017738955.1:5371553|5390778",NA,NA,NA,4
"1237","NW_017738955.1:5381014|5384603",4,NA,NA,NA
"1238","NW_017738955.1:5381047|5384603",10,16,9,13
"1239","NW_017738955.1:5448753|5451024",2,NA,NA,NA
"1240","NW_017738955.1:5523879|5525555",104,96,130,53
"1241","NW_017738955.1:5571282|5582578",NA,NA,NA,2
"1242","NW_017738955.1:5580508|5605213",2,NA,NA,NA
"1243","NW_017738955.1:5643653|5645063",NA,3,NA,NA
"1244","NW_017738955.1:936771|940690",NA,3,NA,NA
"1245","NW_017738956.1:1306277|1318456",NA,2,NA,NA
"1246","NW_017738956.1:1359751|1362176",NA,2,NA,NA
"1247","NW_017738956.1:1440603|1442098",2,9,NA,3
"1248","NW_017738956.1:1555836|1558393",9,6,7,2
"1249","NW_017738956.1:1564580|1566288",2,6,5,8
"1250","NW_017738956.1:1655489|1661613",NA,4,5,6
"1251","NW_017738956.1:1829819|1849539",NA,NA,NA,2
"1252","NW_017738956.1:2449552|2455194",NA,2,NA,NA
"1253","NW_017738956.1:2454963|2455194",12,9,4,21
"1254","NW_017738956.1:2634030|2640199",2,NA,NA,NA
"1255","NW_017738956.1:2822227|2822378",NA,2,NA,NA
"1256","NW_017738956.1:3045228|3048187",2,NA,5,NA
"1257","NW_017738956.1:3057237|3067347",NA,4,NA,NA
"1258","NW_017738956.1:3123885|3142087",NA,2,NA,4
"1259","NW_017738956.1:3236390|3236819",3,NA,4,NA
"1260","NW_017738956.1:3252694|3271510",NA,NA,2,NA
"1261","NW_017738956.1:3340732|3344459",5,NA,NA,NA
"1262","NW_017738956.1:3353989|3361573",6,NA,NA,NA
"1263","NW_017738956.1:3353989|3376829",6,5,NA,2
"1264","NW_017738956.1:3376757|3382087",NA,2,NA,NA
"1265","NW_017738956.1:3495701|3504322",2,NA,NA,NA
"1266","NW_017738956.1:3498397|3521903",NA,8,NA,NA
"1267","NW_017738956.1:3517862|3523645",2,2,NA,NA
"1268","NW_017738956.1:3517875|3521903",NA,8,NA,2
"1269","NW_017738956.1:3517875|3523645",103,171,103,81
"1270","NW_017738956.1:3517875|3530186",3,4,5,2
"1271","NW_017738956.1:3518852|3523645",NA,4,NA,NA
"1272","NW_017738956.1:3699511|3699668",NA,2,NA,NA
"1273","NW_017738956.1:4218119|4247296",3,NA,NA,NA
"1274","NW_017738956.1:4230022|4247296",NA,NA,NA,4
"1275","NW_017738956.1:4231199|4247296",NA,NA,NA,2
"1276","NW_017738956.1:4247028|4247296",NA,2,NA,NA
"1277","NW_017738956.1:4574296|4574887",3,NA,NA,NA
"1278","NW_017738956.1:4739365|4739871",NA,NA,NA,4
"1279","NW_017738956.1:4739365|4739906",NA,NA,7,2
"1280","NW_017738956.1:4774164|4778617",NA,2,NA,NA
"1281","NW_017738956.1:4784803|4792912",12,7,4,NA
"1282","NW_017738956.1:4822113|4822672",38,95,44,53
"1283","NW_017738956.1:4822113|4827466",NA,NA,3,NA
"1284","NW_017738956.1:4822113|4827568",3,9,3,8
"1285","NW_017738956.1:4840723|4841923",NA,NA,3,NA
"1286","NW_017738956.1:4840723|4843136",NA,4,NA,NA
"1287","NW_017738956.1:4841127|4841996",2,NA,NA,NA
"1288","NW_017738956.1:4841200|4841996",4,NA,NA,NA
"1289","NW_017738956.1:4841834|4841996",4,NA,NA,NA
"1290","NW_017738956.1:4841834|4843190",3,NA,NA,NA
"1291","NW_017738956.1:4841872|4843190",6,NA,NA,NA
"1292","NW_017738956.1:4841887|4843190",NA,4,NA,NA
"1293","NW_017738956.1:4841893|4843184",NA,9,NA,2
"1294","NW_017738956.1:4841924|4843190",NA,NA,NA,2
"1295","NW_017738956.1:4878119|4879892",NA,2,NA,2
"1296","NW_017738956.1:4878150|4879908",4,NA,NA,NA
"1297","NW_017738956.1:4878560|4879876",NA,NA,NA,2
"1298","NW_017738956.1:4878584|4879853",3,NA,NA,NA
"1299","NW_017738956.1:4878640|4879892",NA,NA,NA,6
"1300","NW_017738956.1:4878677|4879125",NA,6,NA,NA
"1301","NW_017738956.1:4879141|4879892",NA,NA,NA,2
"1302","NW_017738956.1:4879853|4880028",NA,NA,NA,2
"1303","NW_017738956.1:696440|710457",NA,2,NA,NA
"1304","NW_017738957.1:100056|105900",NA,2,NA,NA
"1305","NW_017738957.1:10875937|10891283",NA,2,NA,NA
"1306","NW_017738957.1:11029032|11029293",5,NA,NA,NA
"1307","NW_017738957.1:1119789|1134728",2,8,4,NA
"1308","NW_017738957.1:11534050|11534353",2,NA,NA,NA
"1309","NW_017738957.1:11552380|11553317",NA,4,NA,NA
"1310","NW_017738957.1:11585005|11585951",NA,2,4,NA
"1311","NW_017738957.1:11585005|11605372",NA,NA,9,NA
"1312","NW_017738957.1:11629718|11630306",NA,NA,4,NA
"1313","NW_017738957.1:1198069|1208882",NA,NA,NA,2
"1314","NW_017738957.1:12584257|12590002",NA,NA,NA,3
"1315","NW_017738957.1:12642665|12663943",2,NA,NA,NA
"1316","NW_017738957.1:12668430|12670090",NA,2,2,NA
"1317","NW_017738957.1:13027357|13045471",NA,NA,NA,2
"1318","NW_017738957.1:13193122|13238526",10,18,12,NA
"1319","NW_017738957.1:13493866|13499137",NA,5,NA,NA
"1320","NW_017738957.1:1407002|1414915",2,NA,NA,NA
"1321","NW_017738957.1:14438366|14442262",NA,2,NA,NA
"1322","NW_017738957.1:14438366|14459677",4,4,2,NA
"1323","NW_017738957.1:14610082|14625440",NA,4,NA,NA
"1324","NW_017738957.1:14636165|14650253",NA,2,NA,NA
"1325","NW_017738957.1:14640528|14643156",NA,3,NA,NA
"1326","NW_017738957.1:14858690|14886756",2,NA,NA,NA
"1327","NW_017738957.1:14858690|14891610",2,6,NA,2
"1328","NW_017738957.1:14963662|14963876",NA,2,NA,NA
"1329","NW_017738957.1:15036516|15078007",2,NA,NA,NA
"1330","NW_017738957.1:1654429|1666729",2,NA,NA,NA
"1331","NW_017738957.1:17493196|17517904",2,NA,5,NA
"1332","NW_017738957.1:17516782|17517904",60,73,21,35
"1333","NW_017738957.1:17516782|17528371",2,3,NA,NA
"1334","NW_017738957.1:17704870|17706094",NA,NA,2,NA
"1335","NW_017738957.1:17708703|17710194",4,NA,3,NA
"1336","NW_017738957.1:17724931|17731234",NA,NA,NA,5
"1337","NW_017738957.1:17754970|17757579",NA,23,19,13
"1338","NW_017738957.1:17756622|17757879",112,129,47,72
"1339","NW_017738957.1:17763276|17765380",NA,NA,3,NA
"1340","NW_017738957.1:17897493|17954925",NA,NA,NA,2
"1341","NW_017738957.1:18282485|18288232",NA,3,NA,NA
"1342","NW_017738957.1:18288554|18299292",5,7,3,2
"1343","NW_017738957.1:201443|227036",NA,3,NA,NA
"1344","NW_017738957.1:3841619|3868388",2,NA,NA,NA
"1345","NW_017738957.1:3900899|3901063",6,NA,NA,NA
"1346","NW_017738957.1:392504|406521",2,NA,NA,NA
"1347","NW_017738957.1:3990343|3996459",NA,3,NA,NA
"1348","NW_017738957.1:400805|406521",7,NA,NA,NA
"1349","NW_017738957.1:410205|423796",NA,4,NA,3
"1350","NW_017738957.1:4363435|4369779",13,2,2,3
"1351","NW_017738957.1:452400|453250",NA,2,NA,NA
"1352","NW_017738957.1:4820672|4824217",NA,NA,NA,7
"1353","NW_017738957.1:4908408|4956532",NA,NA,2,NA
"1354","NW_017738957.1:4939444|4956532",NA,NA,5,2
"1355","NW_017738957.1:4948080|4954060",NA,5,NA,NA
"1356","NW_017738957.1:4948080|4956532",55,31,55,48
"1357","NW_017738957.1:4953301|4956532",50,76,52,30
"1358","NW_017738957.1:4953874|4956532",6,6,NA,NA
"1359","NW_017738957.1:5149225|5157737",NA,3,NA,NA
"1360","NW_017738957.1:5156613|5157737",NA,NA,NA,4
"1361","NW_017738957.1:5266290|5267807",NA,4,5,NA
"1362","NW_017738957.1:5363480|5365008",NA,4,5,13
"1363","NW_017738957.1:5435636|5441576",NA,2,NA,NA
"1364","NW_017738957.1:5450077|5450986",NA,2,NA,NA
"1365","NW_017738957.1:5479117|5479506",NA,2,NA,NA
"1366","NW_017738957.1:5534011|5534454",NA,5,NA,NA
"1367","NW_017738957.1:5780205|5796686",NA,2,NA,NA
"1368","NW_017738957.1:5999154|5999331",NA,NA,NA,2
"1369","NW_017738957.1:6036399|6062974",NA,2,NA,NA
"1370","NW_017738957.1:6354576|6354914",NA,2,NA,NA
"1371","NW_017738957.1:6610002|6625366",NA,NA,4,NA
"1372","NW_017738957.1:794259|814757",NA,4,NA,NA
"1373","NW_017738957.1:90053|104161",NA,NA,4,NA
"1374","NW_017738958.1:1136595|1149423",NA,2,NA,NA
"1375","NW_017738958.1:1178924|1187580",NA,4,NA,2
"1376","NW_017738958.1:1305785|1320181",4,12,6,NA
"1377","NW_017738958.1:1312170|1320181",2,NA,NA,NA
"1378","NW_017738958.1:1320039|1323606",NA,NA,10,NA
"1379","NW_017738958.1:1374567|1383958",2,NA,NA,NA
"1380","NW_017738958.1:1395646|1399522",NA,NA,3,NA
"1381","NW_017738958.1:1486528|1495635",3,NA,NA,NA
"1382","NW_017738958.1:1490700|1495635",4,6,NA,7
"1383","NW_017738958.1:1490700|1522745",NA,NA,NA,2
"1384","NW_017738958.1:1490700|1547961",4,NA,NA,NA
"1385","NW_017738958.1:1495487|1528625",NA,2,NA,NA
"1386","NW_017738958.1:152340|180119",NA,2,NA,NA
"1387","NW_017738958.1:1899016|1900113",NA,2,6,NA
"1388","NW_017738958.1:2175326|2211073",NA,NA,NA,4
"1389","NW_017738958.1:2361589|2363274",5,NA,NA,NA
"1390","NW_017738958.1:237627|239600",28,21,14,8
"1391","NW_017738958.1:2405229|2408793",NA,NA,NA,8
"1392","NW_017738958.1:2405229|2418418",3,5,NA,8
"1393","NW_017738958.1:2418302|2425117",2,NA,NA,2
"1394","NW_017738958.1:2424988|2426116",NA,2,NA,NA
"1395","NW_017738958.1:2601856|2614712",3,NA,NA,NA
"1396","NW_017738958.1:261062|266995",NA,2,NA,NA
"1397","NW_017738958.1:2722815|2726198",NA,2,NA,NA
"1398","NW_017738958.1:2722815|2732784",3,3,5,NA
"1399","NW_017738958.1:2831563|2834354",11,8,3,NA
"1400","NW_017738958.1:2831563|2847930",2,NA,NA,NA
