"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1793682|1798795",NA,NA,1,NA
"1145","NW_017738956.1:1555836|1558393",17,16,7,6
"1146","NW_017738956.1:1556869|1558043",1,NA,NA,NA
"1147","NW_017738956.1:1564580|1566288",18,10,5,8
"1148","NW_017738956.1:1630704|1630970",5,NA,NA,NA
"1149","NW_017738956.1:1651469|1660034",2,NA,NA,NA
"1150","NW_017738956.1:1655489|1661613",2,7,6,7
"1151","NW_017738956.1:2446887|2458849",1,NA,NA,NA
"1152","NW_017738956.1:2449552|2455194",NA,1,NA,NA
"1153","NW_017738956.1:2454963|2455194",10,10,3,13
"1154","NW_017738956.1:3045228|3048187",2,NA,5,NA
"1155","NW_017738956.1:3123885|3142087",5,3,NA,4
"1156","NW_017738956.1:3136338|3136598",NA,NA,1,NA
"1157","NW_017738956.1:3236390|3236819",3,NA,5,NA
"1158","NW_017738956.1:3236390|3271510",NA,3,NA,NA
"1159","NW_017738956.1:3252694|3255171",1,NA,NA,NA
"1160","NW_017738956.1:3252694|3256905",10,8,2,NA
"1161","NW_017738956.1:3252694|3271510",NA,NA,1,NA
"1162","NW_017738956.1:3325309|3329367",1,NA,NA,NA
"1163","NW_017738956.1:3340732|3344459",5,NA,NA,NA
"1164","NW_017738956.1:3353989|3361573",3,NA,NA,NA
"1165","NW_017738956.1:3353989|3376829",7,6,NA,2
"1166","NW_017738956.1:3495701|3504322",2,NA,NA,NA
"1167","NW_017738956.1:3498397|3521903",NA,26,NA,NA
"1168","NW_017738956.1:3517875|3521903",NA,59,NA,42
"1169","NW_017738956.1:3517875|3523645",269,463,264,198
"1170","NW_017738956.1:3517875|3530186",11,14,16,8
"1171","NW_017738956.1:3518852|3523645",NA,3,1,NA
"1172","NW_017738956.1:4030512|4033543",NA,1,NA,NA
"1173","NW_017738956.1:4100252|4101051",1,NA,NA,NA
"1174","NW_017738956.1:4218119|4247296",3,NA,NA,NA
"1175","NW_017738956.1:4230022|4247296",NA,NA,3,6
"1176","NW_017738956.1:4231199|4247296",NA,NA,NA,1
"1177","NW_017738956.1:4247028|4247296",NA,2,NA,NA
"1178","NW_017738956.1:4538327|4538523",2,NA,NA,NA
"1179","NW_017738956.1:4554161|4554834",NA,1,NA,NA
"1180","NW_017738956.1:4574296|4574887",2,NA,NA,NA
"1181","NW_017738956.1:4739365|4739906",NA,3,NA,2
"1182","NW_017738956.1:4741518|4741783",NA,6,NA,NA
"1183","NW_017738956.1:4784803|4792912",15,39,13,7
"1184","NW_017738956.1:4822113|4822672",42,97,39,56
"1185","NW_017738956.1:4822113|4827466",NA,2,3,NA
"1186","NW_017738956.1:4822113|4827568",4,13,3,8
"1187","NW_017738956.1:4823665|4827568",NA,NA,NA,1
"1188","NW_017738956.1:4841200|4841996",4,1,NA,NA
"1189","NW_017738956.1:4878676|4879120",NA,NA,NA,3
"1190","NW_017738956.1:4878676|4879123",2,NA,NA,NA
"1191","NW_017738957.1:100056|105900",1,2,NA,NA
"1192","NW_017738957.1:10875937|10891283",NA,1,NA,NA
"1193","NW_017738957.1:1119789|1134728",2,10,2,NA
"1194","NW_017738957.1:1119789|1138467",NA,NA,NA,2
"1195","NW_017738957.1:11530184|11534353",NA,8,NA,1
"1196","NW_017738957.1:11541510|11545598",1,NA,NA,NA
"1197","NW_017738957.1:11585005|11585951",NA,2,2,NA
"1198","NW_017738957.1:11585005|11605372",NA,NA,9,NA
"1199","NW_017738957.1:11629718|11630306",NA,1,4,NA
"1200","NW_017738957.1:1198069|1208882",NA,NA,NA,2
"1201","NW_017738957.1:12461007|12463807",2,NA,NA,NA
"1202","NW_017738957.1:12644308|12647425",1,NA,2,NA
"1203","NW_017738957.1:12668430|12670631",NA,NA,2,NA
"1204","NW_017738957.1:13193122|13238526",6,18,14,5
"1205","NW_017738957.1:13295815|13296377",6,NA,NA,NA
"1206","NW_017738957.1:1407002|1414915",4,9,NA,NA
"1207","NW_017738957.1:14181499|14186884",NA,1,NA,NA
"1208","NW_017738957.1:14438366|14442262",NA,3,NA,NA
"1209","NW_017738957.1:14438366|14459677",4,5,2,NA
"1210","NW_017738957.1:14858690|14886756",2,NA,NA,NA
"1211","NW_017738957.1:14858690|14891610",2,6,NA,2
"1212","NW_017738957.1:14858690|14988920",NA,1,NA,NA
"1213","NW_017738957.1:14963662|14963876",NA,2,NA,NA
"1214","NW_017738957.1:15036516|15078007",1,NA,NA,NA
"1215","NW_017738957.1:1651155|1666729",1,NA,NA,NA
"1216","NW_017738957.1:1654429|1666729",1,NA,NA,NA
"1217","NW_017738957.1:16976141|16999047",NA,NA,1,NA
"1218","NW_017738957.1:17484134|17517904",NA,6,NA,NA
"1219","NW_017738957.1:17493196|17517904",2,1,3,NA
"1220","NW_017738957.1:17516782|17517904",82,80,21,40
"1221","NW_017738957.1:17704870|17706094",NA,1,2,NA
"1222","NW_017738957.1:17708703|17710194",4,NA,3,NA
"1223","NW_017738957.1:17724931|17731234",NA,NA,NA,3
"1224","NW_017738957.1:17756622|17757879",181,207,73,94
"1225","NW_017738957.1:17756622|17760189",NA,NA,1,NA
"1226","NW_017738957.1:17897493|17954925",NA,NA,NA,2
"1227","NW_017738957.1:201443|227036",NA,2,NA,NA
"1228","NW_017738957.1:3428243|3432185",1,NA,NA,NA
"1229","NW_017738957.1:3809667|3813240",NA,1,NA,NA
"1230","NW_017738957.1:3840675|3841740",1,NA,NA,NA
"1231","NW_017738957.1:3842053|3842235",NA,1,NA,NA
"1232","NW_017738957.1:3864724|3870642",NA,NA,NA,1
"1233","NW_017738957.1:3894054|3896133",1,NA,NA,NA
"1234","NW_017738957.1:3990343|3996545",NA,1,NA,NA
"1235","NW_017738957.1:410205|423796",NA,2,1,NA
"1236","NW_017738957.1:4363435|4369779",8,NA,2,4
"1237","NW_017738957.1:4820672|4824217",NA,NA,NA,7
"1238","NW_017738957.1:4908408|4956532",NA,NA,2,NA
"1239","NW_017738957.1:4948080|4954060",NA,5,NA,NA
"1240","NW_017738957.1:4948080|4956532",133,105,184,116
"1241","NW_017738957.1:4953301|4956532",53,122,90,41
"1242","NW_017738957.1:4953874|4956532",6,6,NA,NA
"1243","NW_017738957.1:5113903|5157737",NA,1,NA,NA
"1244","NW_017738957.1:5149225|5157737",NA,8,NA,NA
"1245","NW_017738957.1:5156613|5157737",NA,NA,NA,2
"1246","NW_017738957.1:5252795|5255260",NA,1,NA,NA
"1247","NW_017738957.1:5363480|5365008",NA,11,5,9
"1248","NW_017738957.1:5435636|5441576",NA,2,NA,NA
"1249","NW_017738957.1:5450077|5450986",NA,2,NA,NA
"1250","NW_017738957.1:5534011|5534454",NA,4,NA,NA
"1251","NW_017738957.1:592854|600397",NA,NA,NA,1
"1252","NW_017738957.1:6036399|6062974",NA,2,NA,NA
"1253","NW_017738957.1:6206314|6210529",NA,4,NA,NA
"1254","NW_017738957.1:6354576|6354914",NA,2,NA,NA
"1255","NW_017738957.1:6610002|6625366",NA,NA,4,NA
"1256","NW_017738957.1:794259|814757",NA,4,NA,NA
"1257","NW_017738957.1:90053|104161",NA,NA,4,NA
"1258","NW_017738958.1:1136595|1149423",NA,2,NA,NA
"1259","NW_017738958.1:1165500|1167053",5,NA,NA,NA
"1260","NW_017738958.1:1177295|1179486",1,NA,NA,NA
"1261","NW_017738958.1:1179405|1187580",1,NA,NA,NA
"1262","NW_017738958.1:1180537|1185032",1,NA,NA,NA
"1263","NW_017738958.1:1305785|1320181",NA,NA,9,NA
"1264","NW_017738958.1:1320039|1323606",5,NA,5,NA
"1265","NW_017738958.1:1374567|1383958",2,NA,NA,NA
"1266","NW_017738958.1:1374567|1395827",NA,NA,NA,1
"1267","NW_017738958.1:1395646|1399522",NA,NA,3,NA
"1268","NW_017738958.1:1490700|1495635",10,4,NA,7
"1269","NW_017738958.1:1490700|1522745",NA,NA,2,6
"1270","NW_017738958.1:1490700|1547961",4,NA,NA,NA
"1271","NW_017738958.1:1495487|1528625",NA,2,NA,NA
"1272","NW_017738958.1:1503362|1530293",NA,1,NA,NA
"1273","NW_017738958.1:1547895|1552327",1,NA,NA,NA
"1274","NW_017738958.1:1899016|1900113",NA,5,6,NA
"1275","NW_017738958.1:230078|239600",NA,NA,NA,1
"1276","NW_017738958.1:2315380|2316606",NA,NA,NA,1
"1277","NW_017738958.1:2361589|2363274",5,NA,NA,NA
"1278","NW_017738958.1:237627|239600",NA,27,8,9
"1279","NW_017738958.1:2405229|2408426",NA,NA,1,NA
"1280","NW_017738958.1:2405229|2408793",1,NA,NA,8
"1281","NW_017738958.1:2405229|2418418",3,3,NA,8
"1282","NW_017738958.1:2424988|2426116",NA,2,1,NA
"1283","NW_017738958.1:253505|254551",NA,NA,1,NA
"1284","NW_017738958.1:2601856|2614712",3,NA,NA,NA
"1285","NW_017738958.1:2722815|2732784",5,9,6,1
"1286","NW_017738958.1:2831563|2834354",11,10,NA,7
"1287","NW_017738958.1:2859737|2863852",1,NA,NA,NA
"1288","NW_017738958.1:2866439|2869787",NA,4,NA,NA
"1289","NW_017738958.1:2892485|2908872",NA,1,NA,NA
"1290","NW_017738958.1:3056362|3057825",NA,NA,NA,4
"1291","NW_017738958.1:3113323|3116744",NA,NA,NA,2
"1292","NW_017738958.1:3159661|3159813",2,NA,NA,NA
"1293","NW_017738958.1:3421871|3422747",1,NA,NA,NA
"1294","NW_017738958.1:3543061|3544466",NA,NA,NA,2
"1295","NW_017738958.1:356293|361599",1,2,NA,NA
"1296","NW_017738958.1:358956|361599",4,7,NA,2
"1297","NW_017738958.1:3693038|3693732",1,NA,NA,NA
"1298","NW_017738958.1:3737416|3739220",NA,NA,1,NA
"1299","NW_017738958.1:4032645|4033962",25,17,40,30
"1300","NW_017738958.1:4037512|4037790",NA,2,NA,NA
"1301","NW_017738958.1:4037514|4037790",NA,1,NA,NA
"1302","NW_017738958.1:455994|457208",4,NA,NA,NA
"1303","NW_017738958.1:479786|486312",NA,5,NA,NA
"1304","NW_017738958.1:5025631|5062901",NA,1,NA,NA
"1305","NW_017738958.1:7936458|7951494",11,12,36,5
"1306","NW_017738958.1:7993671|8001101",NA,NA,NA,2
"1307","NW_017738958.1:8356410|8475168",NA,1,NA,NA
"1308","NW_017738959.1:1005182|1005787",NA,3,NA,NA
"1309","NW_017738959.1:1594191|1597971",16,10,NA,NA
"1310","NW_017738959.1:1597155|1597971",NA,NA,NA,1
"1311","NW_017738959.1:169024|186378",NA,NA,1,NA
"1312","NW_017738959.1:177339|181909",9,32,11,26
"1313","NW_017738959.1:177339|187418",1,NA,NA,NA
"1314","NW_017738959.1:189937|192024",5,NA,NA,NA
"1315","NW_017738959.1:209291|212167",NA,2,NA,NA
"1316","NW_017738959.1:2270079|2270524",NA,NA,2,NA
"1317","NW_017738959.1:2313290|2316293",23,31,5,6
"1318","NW_017738959.1:2315412|2323258",5,15,NA,4
"1319","NW_017738959.1:2787805|2788714",NA,3,4,NA
"1320","NW_017738959.1:29595|32224",1,NA,NA,NA
"1321","NW_017738959.1:3169353|3172235",NA,2,NA,NA
"1322","NW_017738959.1:3288250|3289557",NA,1,NA,NA
"1323","NW_017738959.1:3548211|3551193",1,NA,NA,NA
"1324","NW_017738959.1:3550989|3562626",NA,7,NA,NA
"1325","NW_017738959.1:357267|358928",NA,7,6,NA
"1326","NW_017738959.1:3727758|3737309",2,NA,NA,NA
"1327","NW_017738959.1:382584|388818",NA,1,NA,NA
"1328","NW_017738959.1:3869809|3873262",NA,6,NA,1
"1329","NW_017738959.1:476803|478506",NA,1,NA,NA
"1330","NW_017738959.1:5322223|5327625",NA,1,NA,NA
"1331","NW_017738959.1:5611467|5624696",NA,NA,NA,2
"1332","NW_017738959.1:5727908|5761898",NA,NA,1,NA
"1333","NW_017738959.1:5741707|5761898",NA,8,NA,NA
"1334","NW_017738959.1:7590773|7598401",NA,8,1,NA
"1335","NW_017738959.1:7609007|7611456",1,1,6,1
"1336","NW_017738959.1:8121381|8132157",NA,NA,NA,5
"1337","NW_017738959.1:861839|875915",NA,1,NA,NA
"1338","NW_017738959.1:899412|903821",NA,2,NA,NA
"1339","NW_017738959.1:9440913|9444670",1,NA,NA,NA
"1340","NW_017738959.1:959596|969253",11,12,NA,3
"1341","NW_017738959.1:986763|989745",6,NA,NA,4
"1342","NW_017738959.1:986763|991118",1,NA,NA,NA
"1343","NW_017738959.1:986763|994090",NA,8,NA,1
"1344","NW_017738959.1:986763|994529",4,NA,NA,NA
"1345","NW_017738960.1:1127061|1136171",NA,1,NA,NA
"1346","NW_017738960.1:1865460|1868828",NA,9,NA,1
"1347","NW_017738960.1:242308|251379",1,NA,NA,NA
"1348","NW_017738960.1:3026625|3048909",3,NA,NA,NA
"1349","NW_017738960.1:3039049|3048909",9,17,8,10
"1350","NW_017738960.1:400343|401328",3,NA,NA,NA
"1351","NW_017738960.1:5170207|5511375",3,NA,NA,NA
"1352","NW_017738960.1:5238783|5247007",NA,NA,NA,1
"1353","NW_017738960.1:5238783|5253177",5,2,NA,NA
"1354","NW_017738960.1:5238783|5276867",4,1,NA,6
"1355","NW_017738960.1:5273870|5276867",2,11,NA,10
"1356","NW_017738960.1:5363831|5429490",NA,2,NA,3
"1357","NW_017738960.1:543573|547244",NA,1,NA,1
"1358","NW_017738960.1:598827|603911",NA,1,NA,NA
"1359","NW_017738960.1:6053054|6088233",NA,3,NA,NA
"1360","NW_017738960.1:6063666|6088233",NA,1,NA,NA
"1361","NW_017738960.1:6082275|6088233",NA,1,5,3
"1362","NW_017738960.1:7174312|7174650",NA,3,NA,NA
"1363","NW_017738960.1:7267801|7287135",NA,NA,NA,6
"1364","NW_017738960.1:7267801|7299119",NA,3,NA,NA
"1365","NW_017738960.1:7293803|7309275",NA,1,NA,NA
"1366","NW_017738960.1:777902|802956",NA,NA,NA,2
"1367","NW_017738960.1:780885|781871",NA,4,1,NA
"1368","NW_017738960.1:886023|887000",2,3,NA,6
"1369","NW_017738961.1:1953936|1963709",NA,NA,NA,1
"1370","NW_017738961.1:3554188|3555547",1,NA,NA,1
"1371","NW_017738961.1:3554188|3563023",2,3,NA,NA
"1372","NW_017738961.1:3703055|3708943",6,NA,2,NA
"1373","NW_017738961.1:3703055|3746312",NA,NA,2,NA
"1374","NW_017738961.1:3744672|3746312",NA,2,NA,NA
"1375","NW_017738961.1:4169204|4172592",2,NA,5,NA
"1376","NW_017738961.1:423191|423582",2,NA,NA,NA
"1377","NW_017738961.1:4305365|4314069",1,NA,NA,NA
"1378","NW_017738961.1:4801077|4803810",4,4,NA,NA
"1379","NW_017738961.1:4864217|4870970",NA,1,NA,NA
"1380","NW_017738962.1:1566742|1571285",4,NA,NA,NA
"1381","NW_017738962.1:1569199|1571285",NA,NA,NA,6
"1382","NW_017738962.1:1569905|1570976",NA,NA,NA,2
"1383","NW_017738962.1:1570313|1570976",NA,2,NA,NA
"1384","NW_017738962.1:1570313|1571285",NA,NA,2,NA
"1385","NW_017738962.1:1570829|1571285",NA,NA,NA,1
"1386","NW_017738962.1:2082706|2091882",3,4,NA,NA
"1387","NW_017738962.1:2624358|2634146",1,2,NA,NA
"1388","NW_017738962.1:2695843|2698461",1,NA,NA,1
"1389","NW_017738962.1:2695843|2707138",8,NA,5,NA
"1390","NW_017738962.1:2767377|2780683",NA,NA,NA,1
"1391","NW_017738962.1:2796024|2799957",NA,NA,2,NA
"1392","NW_017738962.1:2818271|2818955",2,NA,NA,NA
"1393","NW_017738962.1:3390913|3610731",NA,NA,NA,1
"1394","NW_017738962.1:344387|358251",2,NA,NA,2
"1395","NW_017738962.1:344387|374196",NA,NA,NA,3
"1396","NW_017738962.1:344390|358251",NA,6,NA,NA
"1397","NW_017738962.1:344390|374196",NA,NA,NA,3
"1398","NW_017738962.1:3605638|3610731",NA,4,NA,NA
"1399","NW_017738962.1:371950|374196",NA,2,NA,NA
"1400","NW_017738962.1:385219|387034",13,6,18,5
"1401","NW_017738962.1:4737037|4758134",2,NA,NA,NA
"1402","NW_017738963.1:1000516|1016203",NA,NA,NA,1
"1403","NW_017738963.1:1000516|1049933",1,NA,NA,NA
"1404","NW_017738963.1:1000516|1058816",NA,3,NA,NA
"1405","NW_017738963.1:1049794|1063649",1,NA,NA,NA
"1406","NW_017738963.1:1664543|1685200",NA,NA,NA,3
"1407","NW_017738963.1:1708239|1714685",NA,1,NA,NA
"1408","NW_017738963.1:1745068|1745436",1,NA,NA,NA
"1409","NW_017738963.1:2158001|2168277",NA,NA,1,NA
"1410","NW_017738963.1:2506750|2507029",5,NA,4,NA
"1411","NW_017738963.1:438751|442219",NA,2,NA,NA
"1412","NW_017738964.1:1699859|1726095",NA,1,NA,NA
"1413","NW_017738964.1:1773956|1788261",NA,6,NA,NA
"1414","NW_017738964.1:311380|313902",NA,1,NA,NA
"1415","NW_017738964.1:4175790|4207186",NA,2,NA,NA
"1416","NW_017738964.1:4188488|4207186",NA,4,4,6
"1417","NW_017738964.1:4198655|4207186",12,4,NA,2
"1418","NW_017738964.1:4241643|4249740",NA,NA,NA,8
"1419","NW_017738964.1:4447170|4455105",NA,NA,2,NA
"1420","NW_017738964.1:950081|957318",NA,NA,NA,1
"1421","NW_017738965.1:1138963|1139841",NA,1,NA,NA
"1422","NW_017738965.1:1217118|1217737",6,1,7,4
"1423","NW_017738965.1:1966493|1972329",1,NA,NA,4
"1424","NW_017738965.1:2140933|2157138",NA,1,NA,NA
"1425","NW_017738965.1:2469050|2502798",NA,1,NA,NA
"1426","NW_017738965.1:2861079|2871691",NA,2,NA,NA
"1427","NW_017738965.1:3161929|3246614",NA,1,NA,NA
"1428","NW_017738965.1:3206910|3246614",1,4,NA,NA
"1429","NW_017738965.1:3206910|3296783",NA,2,NA,NA
"1430","NW_017738965.1:3246448|3259674",4,4,NA,5
"1431","NW_017738965.1:3246448|3276296",1,1,NA,3
"1432","NW_017738965.1:3276169|3296783",NA,NA,NA,1
"1433","NW_017738965.1:3296677|3365657",NA,NA,NA,1
"1434","NW_017738965.1:3365582|3373730",6,NA,NA,NA
"1435","NW_017738965.1:3365582|3387345",NA,5,NA,3
"1436","NW_017738965.1:3432304|3433309",NA,1,NA,NA
"1437","NW_017738965.1:3439333|3445040",NA,2,NA,5
"1438","NW_017738965.1:3655803|3680550",2,NA,NA,NA
"1439","NW_017738965.1:3695839|3699706",8,13,NA,NA
"1440","NW_017738965.1:3748209|3750873",NA,NA,1,NA
"1441","NW_017738965.1:993245|995223",NA,2,NA,NA
"1442","NW_017738966.1:150874|152759",27,58,20,28
"1443","NW_017738966.1:1747693|1752513",NA,1,NA,NA
"1444","NW_017738966.1:1769783|1771172",NA,3,NA,NA
"1445","NW_017738966.1:202246|253035",NA,2,NA,NA
"1446","NW_017738966.1:2059352|2062658",1,NA,NA,NA
"1447","NW_017738966.1:3069541|3077615",1,NA,NA,NA
"1448","NW_017738966.1:3114664|3126011",1,1,NA,2
"1449","NW_017738966.1:3148067|3154324",1,1,NA,NA
"1450","NW_017738966.1:3154147|3154699",NA,NA,1,NA
"1451","NW_017738966.1:3199263|3200608",1,NA,NA,NA
"1452","NW_017738966.1:3204379|3210014",NA,NA,NA,5
"1453","NW_017738966.1:522362|525897",NA,NA,2,NA
"1454","NW_017738966.1:560917|580951",NA,NA,NA,1
"1455","NW_017738966.1:576145|580951",NA,1,NA,NA
"1456","NW_017738966.1:576145|622854",NA,NA,4,NA
"1457","NW_017738966.1:579768|580951",NA,NA,NA,1
"1458","NW_017738966.1:579768|613949",NA,NA,2,NA
"1459","NW_017738966.1:604195|613949",7,15,6,1
"1460","NW_017738966.1:727013|729237",NA,NA,2,NA
"1461","NW_017738966.1:856382|861951",NA,NA,NA,2
"1462","NW_017738966.1:859579|861951",NA,3,NA,NA
"1463","NW_017738967.1:101466|128756",4,4,NA,NA
"1464","NW_017738967.1:1015659|1032666",3,NA,NA,NA
"1465","NW_017738967.1:112971|114120",4,2,NA,NA
"1466","NW_017738967.1:1186434|1230095",4,NA,NA,NA
"1467","NW_017738967.1:1312706|1327262",NA,2,NA,NA
"1468","NW_017738967.1:1326034|1327262",NA,2,NA,NA
"1469","NW_017738967.1:1326034|1374612",NA,5,NA,2
"1470","NW_017738967.1:1326034|1408606",NA,3,NA,NA
"1471","NW_017738967.1:1350694|1374612",1,NA,NA,NA
"1472","NW_017738967.1:1368781|1374612",2,3,3,NA
"1473","NW_017738967.1:1783821|1818578",4,NA,NA,NA
"1474","NW_017738967.1:1798802|1818578",2,NA,NA,NA
"1475","NW_017738967.1:2008077|2008623",79,91,64,65
"1476","NW_017738967.1:2182215|2206711",NA,1,NA,1
"1477","NW_017738967.1:472833|477339",8,1,NA,4
"1478","NW_017738967.1:472833|498305",NA,1,NA,NA
"1479","NW_017738967.1:4740184|4746133",9,NA,NA,NA
"1480","NW_017738967.1:498132|521608",NA,2,NA,2
"1481","NW_017738967.1:5308286|5312723",7,4,7,6
"1482","NW_017738967.1:5320371|5321146",NA,2,NA,NA
"1483","NW_017738967.1:5337487|5342558",2,NA,NA,NA
"1484","NW_017738967.1:5337487|5348810",NA,NA,2,NA
"1485","NW_017738967.1:5339766|5347854",NA,1,NA,NA
"1486","NW_017738967.1:5356148|5359359",NA,NA,2,NA
"1487","NW_017738967.1:5360645|5369474",1,NA,NA,NA
"1488","NW_017738967.1:5369387|5373058",NA,NA,NA,5
"1489","NW_017738967.1:551997|553816",NA,4,NA,2
"1490","NW_017738967.1:564674|567976",NA,2,NA,NA
"1491","NW_017738967.1:616270|616766",NA,1,NA,2
"1492","NW_017738967.1:6517648|6552287",1,NA,NA,NA
"1493","NW_017738967.1:6552150|6628920",NA,3,2,NA
"1494","NW_017738967.1:6588648|6593957",6,NA,NA,NA
"1495","NW_017738967.1:6608186|6628920",3,8,1,9
"1496","NW_017738967.1:77404|85586",NA,NA,1,NA
"1497","NW_017738967.1:842498|846862",NA,1,NA,NA
"1498","NW_017738967.1:8613103|8613259",NA,NA,2,NA
"1499","NW_017738967.1:8616461|8617448",4,NA,NA,NA
"1500","NW_017738967.1:8672600|8674764",14,19,13,NA
"1501","NW_017738967.1:89109|93234",1,NA,NA,NA
"1502","NW_017738968.1:11606121|11631348",NA,1,NA,NA
"1503","NW_017738968.1:119830|120202",2,1,NA,9
"1504","NW_017738968.1:119830|121933",NA,1,NA,NA
"1505","NW_017738968.1:1272800|1274257",25,30,9,12
"1506","NW_017738968.1:1304312|1317926",1,2,NA,NA
"1507","NW_017738968.1:1411937|1413116",1,NA,NA,NA
"1508","NW_017738968.1:1478073|1488239",NA,NA,NA,2
"1509","NW_017738968.1:1530041|1549914",NA,1,NA,NA
"1510","NW_017738968.1:1543090|1548754",1,NA,NA,NA
"1511","NW_017738968.1:1666750|1674160",NA,1,1,NA
"1512","NW_017738968.1:1669946|1674160",1,NA,NA,NA
"1513","NW_017738968.1:1689895|1694224",NA,1,1,NA
"1514","NW_017738968.1:1709163|1710078",NA,7,6,NA
"1515","NW_017738968.1:1709163|1717994",1,NA,NA,NA
"1516","NW_017738968.1:171644|175225",6,NA,NA,NA
"1517","NW_017738968.1:1943493|1957894",NA,NA,NA,3
"1518","NW_017738968.1:1950839|1951971",15,7,NA,1
"1519","NW_017738968.1:1950839|1957894",NA,2,3,NA
"1520","NW_017738968.1:1950839|1987544",NA,NA,1,NA
"1521","NW_017738968.1:1971573|1987544",NA,NA,NA,3
"1522","NW_017738968.1:1982898|1987544",42,58,22,20
"1523","NW_017738968.1:358631|374230",2,4,NA,NA
"1524","NW_017738968.1:3899251|3910634",NA,NA,NA,1
"1525","NW_017738968.1:3923026|3935285",NA,1,NA,NA
"1526","NW_017738968.1:4156071|4158008",NA,2,NA,2
"1527","NW_017738968.1:4156071|4163206",NA,1,NA,NA
"1528","NW_017738968.1:417682|418015",2,NA,NA,NA
"1529","NW_017738968.1:4230139|4232791",5,3,NA,NA
"1530","NW_017738968.1:4241109|4242854",50,71,52,42
"1531","NW_017738968.1:427795|428297",NA,NA,3,NA
"1532","NW_017738968.1:4977950|4978581",5,4,NA,NA
"1533","NW_017738968.1:5335908|5348589",NA,3,NA,NA
"1534","NW_017738968.1:5642589|5652887",NA,1,NA,NA
"1535","NW_017738968.1:5872908|5878484",NA,6,NA,NA
"1536","NW_017738968.1:5880468|5887251",NA,NA,2,2
"1537","NW_017738968.1:6544939|6545223",2,NA,NA,NA
"1538","NW_017738968.1:6881011|6881216",NA,5,NA,NA
"1539","NW_017738968.1:6881011|6908551",NA,2,NA,NA
"1540","NW_017738968.1:6908409|6928511",NA,NA,1,NA
"1541","NW_017738968.1:6927394|6928511",NA,1,3,2
"1542","NW_017738968.1:739904|751652",5,NA,NA,NA
"1543","NW_017738968.1:9330110|9364716",6,NA,NA,NA
"1544","NW_017738968.1:9601789|9618813",NA,1,NA,NA
"1545","NW_017738969.1:1228490|1231971",NA,1,NA,NA
"1546","NW_017738969.1:2429171|2432506",NA,NA,NA,1
"1547","NW_017738969.1:2460729|2482745",2,NA,NA,NA
"1548","NW_017738969.1:2460729|2587921",NA,NA,NA,1
"1549","NW_017738969.1:2535303|2537659",NA,NA,5,4
"1550","NW_017738969.1:2535303|2563225",NA,NA,1,NA
"1551","NW_017738969.1:2535303|2669681",1,NA,NA,NA
"1552","NW_017738969.1:2537603|2587921",NA,NA,NA,9
"1553","NW_017738969.1:2559311|2563225",1,NA,NA,NA
"1554","NW_017738969.1:2578962|2584805",NA,2,NA,NA
"1555","NW_017738969.1:2578962|2587921",NA,NA,NA,2
"1556","NW_017738969.1:2584566|2587921",NA,NA,1,NA
"1557","NW_017738969.1:2665236|2669681",6,1,3,1
"1558","NW_017738969.1:2665236|2681908",103,91,45,45
"1559","NW_017738969.1:2665236|2701352",NA,7,6,NA
"1560","NW_017738969.1:2665236|2733188",2,5,NA,NA
"1561","NW_017738969.1:2681858|2733188",NA,2,6,NA
"1562","NW_017738969.1:2701158|2733188",NA,4,NA,NA
"1563","NW_017738969.1:2728686|2733188",2,32,NA,21
"1564","NW_017738969.1:2850794|2878705",NA,2,NA,NA
"1565","NW_017738969.1:2881537|2885660",2,NA,NA,NA
"1566","NW_017738969.1:2910631|2918050",NA,NA,NA,2
"1567","NW_017738969.1:2910631|2922365",NA,NA,1,NA
"1568","NW_017738969.1:2914940|2929426",NA,NA,NA,1
"1569","NW_017738969.1:2914940|2943591",NA,NA,6,NA
"1570","NW_017738969.1:2922258|2928989",NA,NA,NA,1
"1571","NW_017738969.1:2926493|2934721",10,9,NA,13
"1572","NW_017738969.1:2928881|2932233",2,NA,NA,NA
"1573","NW_017738969.1:2943372|2970557",NA,NA,NA,1
"1574","NW_017738969.1:3224928|3240509",NA,NA,2,NA
"1575","NW_017738969.1:3426524|3429523",NA,NA,3,NA
"1576","NW_017738970.1:1001894|1043365",NA,NA,NA,1
"1577","NW_017738970.1:1035458|1036822",2,1,4,NA
"1578","NW_017738970.1:1035458|1065930",3,NA,NA,NA
"1579","NW_017738970.1:10500566|10503314",NA,1,NA,NA
"1580","NW_017738970.1:10500566|10545214",NA,1,NA,NA
"1581","NW_017738970.1:10525635|10545214",3,NA,1,1
"1582","NW_017738970.1:1054786|1057121",5,NA,NA,NA
"1583","NW_017738970.1:11641970|11657586",NA,NA,NA,2
"1584","NW_017738970.1:11660960|11665433",2,NA,NA,NA
"1585","NW_017738970.1:11785005|11786687",NA,NA,1,NA
"1586","NW_017738970.1:11828395|11836048",NA,6,6,NA
"1587","NW_017738970.1:11828395|11878767",NA,2,NA,NA
"1588","NW_017738970.1:11852489|11865737",NA,2,NA,NA
"1589","NW_017738970.1:11873045|11874125",NA,1,NA,NA
"1590","NW_017738970.1:11902646|11904192",1,NA,NA,NA
"1591","NW_017738970.1:11913685|11920825",NA,2,NA,NA
"1592","NW_017738970.1:11920739|11935675",NA,NA,1,NA
