"circ_id","mpi1","mpi2","mpi3"
"scaffold0001:105535895|105552281",28,54,17
"scaffold0005:42269542|42269988",45,115,33
"scaffold0005:42525972|42526694",52,87,79
"scaffold0005:48436126|48460435",145,163,92
"scaffold0005:48445014|48460435",619,886,544
"scaffold0005:48458014|48460435",567,732,550
"scaffold0005:48679338|48682977",21,51,34
"scaffold0005:49781271|49787106",42,89,48
"scaffold0005:5005027|5007599",33,35,46
"scaffold0005:51855960|51856433",11,43,29
"scaffold0005:52330705|52333296",21,33,33
"scaffold0005:52771814|52781561",27,51,16
"scaffold0005:53523282|53527618",128,154,133
"scaffold0005:53649462|53649692",15,16,12
"scaffold0005:53704254|53707956",69,80,29
"scaffold0005:53704254|53733374",82,85,29
"scaffold0005:55349368|55349702",104,138,33
"scaffold0005:56135536|56138600",27,21,11
"scaffold0005:57143650|57144922",41,62,58
"scaffold0005:57143650|57189986",22,27,14
"scaffold0005:57181866|57189986",43,110,11
"scaffold0005:57326241|57326656",31,46,22
"scaffold0005:57951523|57958669",15,14,12
"scaffold0005:59679881|59697626",501,820,578
"scaffold0005:59689318|59697626",44,54,50
"scaffold0005:63610749|63615427",12,53,27
"scaffold0005:63613107|63615427",19,28,10
"scaffold0005:64056561|64062591",20,20,15
"scaffold0005:68120734|68121937",42,30,20
"scaffold0005:68344498|68345739",19,51,36
"scaffold0005:68411595|68422335",19,14,11
"scaffold0005:7090649|7096356",11,18,10
"scaffold0005:73567115|73574220",36,42,48
"scaffold0005:73567115|73581017",365,478,314
"scaffold0005:74765127|74782685",15,11,20
"scaffold0005:76245479|76247747",168,123,147
"scaffold0005:76266687|76266927",72,157,122
"scaffold0005:76266687|76277071",16,22,21
"scaffold0005:76369566|76372353",113,254,185
"scaffold0005:76986539|76988660",36,30,52
"scaffold0005:77120065|77121612",16,34,11
"scaffold0005:77495313|77495957",25,27,43
"scaffold0005:77765098|77766806",15,16,14
"scaffold0005:77800525|77800959",80,117,110
"scaffold0005:77806535|77808986",35,45,23
"scaffold0005:78004247|78017560",49,65,63
"scaffold0005:78010782|78017560",21,31,25
"scaffold0005:78436353|78437779",30,39,57
"scaffold0005:78496698|78497432",40,38,50
"scaffold0005:79776068|79777407",30,41,20
"scaffold0005:80474871|80475223",18,17,13
"scaffold0005:80474871|80485580",75,66,34
"scaffold0005:80995192|81004585",42,41,30
"scaffold0005:81068235|81069536",14,17,19
"scaffold0005:81730471|81731220",76,43,89
"scaffold0005:83173149|83173315",143,194,152
"scaffold0005:83213438|83216732",124,225,93
"scaffold0005:83213438|83220145",18,45,38
"scaffold0005:83216137|83220145",68,102,73
"scaffold0005:83729432|83737935",17,19,10
"scaffold0005:83759857|83763599",31,18,14
"scaffold0005:84231489|84232723",137,219,226
"scaffold0005:84578347|84579433",15,13,14
"scaffold0005:86753881|86754212",157,232,274
"scaffold0005:871145|884927",12,13,18
"scaffold0005:87478961|87483942",21,13,17
"scaffold0005:87734024|87734330",62,66,43
"scaffold0005:88827002|88828895",23,31,23
"scaffold0005:88828142|88828895",17,23,17
"scaffold0005:88828577|88828895",19,22,27
"scaffold0005:89435898|89438333",13,19,24
"scaffold0005:89565214|89574626",14,24,12
"scaffold0005:90018019|90021905",42,44,37
"scaffold0005:90088560|90089149",19,18,19
"scaffold0005:90111934|90112497",58,52,35
"scaffold0005:90458349|90458878",21,14,16
"scaffold0005:90630986|90641601",28,19,12
"scaffold0005:90637859|90639233",37,33,18
"scaffold0005:91577527|91579073",101,110,71
"scaffold0005:91799559|91801163",118,99,128
"scaffold0005:91880625|91904895",35,96,82
"scaffold0005:91904630|91904895",402,614,479
"scaffold0005:91904635|91904895",28,42,16
"scaffold0005:92040502|92040884",484,482,445
"scaffold0005:92120794|92126567",39,33,12
"scaffold0005:93931759|93932501",261,248,252
"scaffold0005:93937435|93942926",20,12,10
"scaffold0005:94347099|94347969",35,57,35
"scaffold0005:94347099|94357622",33,17,14
"scaffold0005:94357511|94359056",17,27,45
"scaffold0005:94357511|94367575",14,26,15
"scaffold0005:94357511|94370700",32,46,26
"scaffold0005:94357511|94374797",16,22,19
"scaffold0005:94858329|94858643",16,11,21
"scaffold0005:94858359|94858643",11,38,57
"scaffold0005:96795654|96801193",30,87,54
"scaffold0005:98069789|98071958",35,25,10
"scaffold0005:98723466|98724361",113,114,88
"scaffold0005:98772064|98778767",11,40,24
"scaffold0005:99268368|99268748",66,65,74
"scaffold0006:1186872|1189302",90,131,158
"scaffold0006:1257267|1257512",127,161,179
"scaffold0006:1281168|1282014",26,26,52
"scaffold0006:1281171|1282014",69,124,115
"scaffold0006:1496733|1499684",14,22,11
"scaffold0006:23334441|23355785",45,34,31
"scaffold0006:23341081|23355785",78,60,39
"scaffold0006:23401189|23403741",11,28,53
"scaffold0006:23980209|23984216",52,113,40
"scaffold0006:24561284|24573441",202,392,172
"scaffold0006:24561284|24588420",27,37,12
"scaffold0006:24658469|24660297",14,13,13
"scaffold0006:25415152|25417807",78,54,46
"scaffold0006:25415152|25437159",29,31,26
"scaffold0006:26341496|26344102",11,26,41
"scaffold0006:26346281|26349565",22,19,11
"scaffold0006:2662834|2683399",27,29,19
"scaffold0006:30156426|30168280",15,28,29
"scaffold0006:30693831|30695777",26,66,50
"scaffold0006:30963820|30984603",10,41,13
"scaffold0006:31805531|31805780",14,33,43
"scaffold0006:33568544|33569650",14,13,11
"scaffold0006:34445035|34450280",120,242,124
"scaffold0006:34806001|34808845",17,33,43
"scaffold0006:34809950|34814900",66,84,54
"scaffold0006:3834152|3840197",10,13,10
"scaffold0006:4093287|4099077",20,10,16
"scaffold0006:42537810|42539849",75,82,42
"scaffold0006:44806633|44819999",15,52,17
"scaffold0006:45938216|45938622",54,93,45
"scaffold0006:46441402|46442035",15,11,12
"scaffold0006:48403403|48410301",29,26,34
"scaffold0006:48512690|48524093",10,17,20
"scaffold0006:48512690|48529270",12,18,19
"scaffold0006:48651211|48656259",23,35,48
"scaffold0006:48861692|48862602",178,301,192
"scaffold0006:48861692|48862607",1423,2705,1859
"scaffold0006:48869829|48870145",20,33,32
"scaffold0006:49985570|49992749",21,25,36
"scaffold0006:50036985|50044539",29,40,19
"scaffold0006:50951554|50956746",12,20,12
"scaffold0006:50988112|50996712",40,34,22
"scaffold0006:53886463|53886792",99,135,169
"scaffold0006:53910995|53915365",13,24,15
"scaffold0006:57697231|57698675",24,17,21
"scaffold0006:57732324|57740704",98,113,57
"scaffold0006:57775294|57775898",59,106,87
"scaffold0006:57991667|58001539",66,179,89
"scaffold0006:57991667|58008268",80,23,27
"scaffold0006:58488648|58497893",72,95,37
"scaffold0006:58835308|58841657",14,16,13
"scaffold0006:59017307|59024173",25,46,39
"scaffold0006:59024014|59025799",21,20,20
"scaffold0006:67561465|67566064",24,24,13
"scaffold0006:67676327|67682742",12,21,22
"scaffold0006:68410969|68412819",55,77,32
"scaffold0006:70594102|70607990",431,622,549
"scaffold0006:70594102|70647224",17,11,16
"scaffold0006:70806628|70817906",12,15,10
"scaffold0006:70813287|70817906",19,28,34
"scaffold0006:71520087|71534120",21,24,21
"scaffold0006:71520087|71538195",16,24,16
"scaffold0006:75138917|75151431",470,933,709
"scaffold0006:75148501|75151431",290,485,440
"scaffold0006:75148504|75151431",25,23,14
"scaffold0006:75217329|75227008",27,36,30
"scaffold0006:76307699|76318338",22,56,25
"scaffold0006:76585089|76585460",18,18,11
"scaffold0006:76683756|76689652",873,598,449
"scaffold0006:76778897|76780518",15,26,17
"scaffold0006:76778897|76784770",45,41,59
"scaffold0006:80541467|80546443",36,21,31
"scaffold0006:80724681|80753410",15,19,17
"scaffold0006:80752438|80753410",25,40,14
"scaffold0006:80772482|80773024",31,67,62
"scaffold0006:81314849|81362102",68,46,29
"scaffold0006:81360381|81362102",444,718,429
"scaffold0006:82964326|82967136",52,46,21
"scaffold0006:83692762|83694623",10,19,14
"scaffold0006:83695865|83697315",12,21,12
"scaffold0006:86549538|86555176",20,15,12
"scaffold0006:87241250|87260559",35,43,16
"scaffold0006:8886691|8887150",54,62,26
"scaffold0006:90123085|90131053",18,59,12
"scaffold0006:90288964|90290200",13,42,28
"scaffold0006:910575|924354",92,73,110
"scaffold0006:919748|924354",73,41,98
"scaffold0006:94215292|94224889",62,53,54
"scaffold0006:94215292|94255407",10,56,10
"scaffold0006:94255244|94256875",37,29,14
"scaffold0006:94393132|94409265",121,161,78
"scaffold0006:97100442|97106880",34,70,18
"scaffold0006:98798337|98801554",18,19,18
"scaffold0007:12141096|12143440",13,46,17
"scaffold0007:12737949|12740739",47,110,74
"scaffold0007:12745347|12745986",112,227,168
"scaffold0007:12925126|12926020",54,109,45
"scaffold0007:14539748|14545830",78,139,85
"scaffold0007:15005456|15015609",14,17,11
"scaffold0007:15176184|15177851",38,51,15
"scaffold0007:16496079|16496412",31,65,35
"scaffold0007:16535623|16538481",19,45,27
"scaffold0007:1949070|1949574",150,213,159
"scaffold0007:2006714|2007010",152,192,166
"scaffold0007:20098296|20104697",13,11,18
"scaffold0007:23745749|23750095",52,18,25
"scaffold0007:26687108|26687376",130,127,39
"scaffold0007:26687108|26719584",140,133,42
"scaffold0007:31564065|31572215",49,40,16
"scaffold0007:3208815|3209644",252,256,286
"scaffold0007:33865766|33866161",266,384,362
"scaffold0007:37693425|37714385",70,74,63
"scaffold0007:37714043|37714385",283,471,412
"scaffold0007:40800956|40803392",67,135,73
"scaffold0007:41412349|41417274",21,52,25
"scaffold0007:42687487|42688935",28,73,44
"scaffold0007:43420890|43423722",49,81,43
"scaffold0007:43632022|43635296",26,13,17
"scaffold0007:44661932|44670139",10,28,13
"scaffold0007:4523776|4524939",27,25,34
"scaffold0007:4523776|4552654",156,165,83
"scaffold0007:45260306|45261052",102,110,104
"scaffold0007:45442221|45442475",15,22,29
"scaffold0007:45624317|45646616",20,28,34
"scaffold0007:45935234|45936092",95,199,95
"scaffold0007:4779553|4779881",21,59,36
"scaffold0007:4806190|4806387",20,58,41
"scaffold0007:4806190|4812729",102,189,111
"scaffold0007:4945845|4946919",74,85,85
"scaffold0007:5078369|5082003",56,86,55
"scaffold0007:5078369|5090940",57,27,39
"scaffold0007:52582437|52588053",70,81,42
"scaffold0007:5622981|5635858",12,19,14
"scaffold0007:57437618|57474411",46,29,10
"scaffold0007:58575571|58590320",88,101,114
"scaffold0007:58942223|58942446",31,88,52
"scaffold0007:60559862|60585684",38,80,56
"scaffold0007:60559862|60606509",58,125,36
"scaffold0007:60584506|60606509",20,15,17
"scaffold0007:60585609|60606509",497,791,499
"scaffold0007:60585609|60613461",18,67,60
"scaffold0007:6205198|6212294",28,30,12
"scaffold0007:6459732|6470094",36,63,46
"scaffold0007:65459451|65475203",70,50,41
"scaffold0007:65923925|65937233",12,13,13
"scaffold0007:67085374|67094561",54,45,38
"scaffold0007:6785117|6785965",78,85,79
"scaffold0007:68463484|68464398",94,122,202
"scaffold0007:68463484|68475648",14,18,16
"scaffold0007:68463484|68532527",115,107,119
"scaffold0007:68532417|68537953",93,85,68
"scaffold0007:70956415|70966516",12,12,11
"scaffold0007:71123833|71131674",65,105,88
"scaffold0007:7213324|7213761",19,17,10
"scaffold0007:72319462|72324163",102,211,120
"scaffold0007:72321211|72324163",35,43,18
"scaffold0007:7243618|7244225",29,49,102
"scaffold0007:7394883|7395154",14,24,21
"scaffold0007:76809897|76818371",55,78,57
"scaffold0007:80322380|80325779",95,173,65
"scaffold0007:80932811|80948637",39,49,21
"scaffold0007:86240299|86240767",81,114,127
"scaffold0007:86240303|86240767",26,47,32
"scaffold0007:87185464|87185923",37,99,56
"scaffold0007:87203011|87203496",104,84,55
"scaffold0007:87892843|87900376",15,28,18
"scaffold0007:88603124|88603459",20,15,15
"scaffold0007:88813954|88815046",29,19,25
"scaffold0007:89960445|89972083",11,29,31
"scaffold0007:90340008|90343305",66,59,47
"scaffold0007:91656591|91656785",728,1042,847
"scaffold0007:91656591|91726421",130,155,143
"scaffold0007:91656591|91742312",225,288,197
"scaffold0007:91726272|91742312",37,93,50
"scaffold0007:91888373|91902099",16,25,16
"scaffold0007:92319107|92324139",23,23,14
"scaffold0007:92620273|92621231",24,29,27
"scaffold0007:92634006|92641398",11,16,15
"scaffold0007:92881867|92882674",10,12,12
"scaffold0007:93328202|93329338",58,85,57
"scaffold0007:939939|940335",25,45,29
"scaffold0007:947423|949272",160,174,161
"scaffold0007:94828510|94843654",566,621,260
"scaffold0007:94843538|94885462",13,28,12
"scaffold0007:95626792|95633873",23,24,14
"scaffold0007:96018222|96023490",23,45,34
"scaffold0007:96023034|96026664",24,25,48
"scaffold0007:96047199|96051244",24,24,36
"scaffold0007:96742642|96748303",33,31,46
"scaffold0008:10571411|10574281",10,17,16
"scaffold0008:11025791|11026471",11,22,21
"scaffold0008:11040255|11040657",35,69,31
"scaffold0008:11040255|11042228",125,196,127
"scaffold0008:11094938|11106128",22,39,19
"scaffold0008:11363087|11367697",37,63,77
"scaffold0008:11620201|11620960",66,51,36
"scaffold0008:1594264|1597763",68,38,43
"scaffold0008:16230364|16231090",39,46,43
"scaffold0008:16856814|16857121",215,378,268
"scaffold0008:1769523|1770997",20,32,16
"scaffold0008:20320719|20348840",176,290,155
"scaffold0008:20336021|20348840",75,155,86
"scaffold0008:20336021|20383304",21,22,12
"scaffold0008:20336021|20388482",15,13,13
"scaffold0008:20336021|20388495",11,21,25
"scaffold0008:24077090|24078475",35,39,10
"scaffold0008:26657099|26657606",16,28,12
"scaffold0008:26657099|26657609",177,308,164
"scaffold0008:27149702|27151569",14,43,29
"scaffold0008:27937928|27953670",146,246,120
"scaffold0008:27981883|27983369",10,11,11
"scaffold0008:28605617|28608845",31,38,12
"scaffold0008:29743071|29751219",77,68,45
"scaffold0008:29966489|29967080",10,30,10
"scaffold0008:30020039|30023683",19,18,21
"scaffold0008:30693891|30699752",108,182,66
"scaffold0008:30735623|30739658",34,50,50
"scaffold0008:31908042|31913027",23,29,12
"scaffold0008:31909938|31913027",1925,3829,2454
"scaffold0008:33558245|33565233",68,111,97
"scaffold0008:33558245|33581969",15,20,27
"scaffold0008:33580050|33581969",173,375,227
"scaffold0008:33624047|33624661",31,61,35
"scaffold0008:34460371|34462165",76,94,49
"scaffold0008:34460371|34474842",71,139,82
"scaffold0008:34533743|34534287",38,45,21
"scaffold0008:34693510|34694167",100,123,84
"scaffold0008:35599839|35606225",79,38,71
"scaffold0008:35683052|35703381",27,60,39
"scaffold0008:36651990|36658721",37,32,46
"scaffold0008:37589278|37603673",13,31,12
"scaffold0008:38777878|38780082",20,37,17
"scaffold0008:40325160|40338769",57,32,16
"scaffold0008:4143021|4147906",26,22,14
"scaffold0008:42702094|42707628",162,313,207
"scaffold0008:42707557|42721076",14,58,21
"scaffold0008:42915130|42925115",16,22,31
"scaffold0008:4361812|4372584",16,14,37
"scaffold0008:4361812|4386211",18,30,25
"scaffold0008:437083|442806",38,22,12
"scaffold0008:4386059|4395490",12,21,18
"scaffold0008:442210|442806",13,44,59
"scaffold0008:49201362|49208675",73,98,47
"scaffold0008:504907|506489",22,12,23
"scaffold0008:51739408|51761622",25,25,10
"scaffold0008:51750995|51761622",18,39,19
"scaffold0008:51750995|51775532",514,241,351
"scaffold0008:51750995|51785839",126,96,64
"scaffold0008:51750995|51789538",83,115,62
"scaffold0008:51761564|51775532",16,22,26
"scaffold0008:51769645|51775532",23,27,43
"scaffold0008:51769645|51789538",31,27,15
"scaffold0008:51832964|51837117",28,19,21
"scaffold0008:51914938|51917637",32,26,58
"scaffold0008:51914938|51930503",31,33,58
"scaffold0008:52420840|52438983",42,56,22
"scaffold0008:53365942|53367943",31,39,13
"scaffold0008:53807240|53808265",27,21,19
"scaffold0008:53917478|53921080",59,95,39
"scaffold0008:53939852|53941346",17,39,11
"scaffold0008:55445126|55452021",61,156,100
"scaffold0008:59945868|59950478",78,91,56
"scaffold0008:59946324|59950478",69,79,72
"scaffold0008:60206028|60210067",91,147,76
"scaffold0008:603467|603751",31,31,59
"scaffold0008:61326494|61328303",108,127,449
"scaffold0008:61428060|61429126",27,22,30
"scaffold0008:61885707|61886527",10,24,17
"scaffold0008:62034926|62037343",33,36,16
"scaffold0008:62114650|62115113",31,62,56
"scaffold0008:63571023|63581844",12,16,13
"scaffold0008:63580344|63581844",11,20,11
"scaffold0008:63932948|63935576",18,19,32
"scaffold0008:64236602|64238960",34,48,41
"scaffold0008:64246831|64247137",62,58,60
"scaffold0008:64309274|64311511",37,111,38
"scaffold0008:64560447|64561815",63,47,25
"scaffold0008:64764430|64782932",37,20,40
"scaffold0008:64805350|64807858",12,25,13
"scaffold0008:65388378|65393143",36,92,63
"scaffold0008:65586459|65590895",21,54,15
"scaffold0008:65593702|65598236",33,23,34
"scaffold0008:66165999|66173514",10,31,10
"scaffold0008:66405698|66412079",10,12,22
"scaffold0008:66410466|66411014",151,257,220
"scaffold0008:66410466|66412079",10,21,14
"scaffold0008:66675739|66676414",139,149,109
"scaffold0008:66912440|66912949",11,33,22
"scaffold0008:67856364|67884828",37,29,41
"scaffold0008:69674050|69679042",19,63,37
"scaffold0008:69692823|69694915",13,30,36
"scaffold0008:69993278|69993465",11,29,22
"scaffold0008:71689438|71691126",27,53,38
"scaffold0008:71694623|71695712",73,73,94
"scaffold0008:72436705|72443208",14,23,11
"scaffold0008:80029866|80033940",49,104,45
"scaffold0008:82525368|82527949",21,23,11
"scaffold0008:84626591|84636023",20,38,17
"scaffold0008:84778900|84779718",22,11,11
"scaffold0008:86893438|86894135",27,41,20
"scaffold0008:90322886|90323101",10,20,73
"scaffold0008:91139099|91150873",25,13,17
"scaffold0008:91256616|91260928",69,80,85
"scaffold0008:91301624|91302374",26,33,21
"scaffold0008:91363653|91364846",24,24,18
"scaffold0008:91384917|91392702",32,29,19
"scaffold0008:91524225|91525239",31,35,32
"scaffold0008:9183484|9185219",30,26,21
"scaffold0008:9183484|9192701",41,52,27
"scaffold0008:9389095|9390402",20,25,28
"scaffold0008:9987443|9994396",37,72,18
"scaffold0008:9994298|9997708",76,174,103
"scaffold0009:13524898|13543474",22,52,29
"scaffold0009:22152576|22153103",4398,6013,6163
"scaffold0009:24175063|24176252",12,15,14
"scaffold0009:24246381|24247890",21,12,30
"scaffold0009:37450654|37475262",45,42,29
"scaffold0009:42172037|42174094",31,23,28
"scaffold0009:42172037|42175594",577,507,483
"scaffold0009:48751247|48759941",66,81,31
"scaffold0009:51545058|51546786",11,17,14
"scaffold0009:59214511|59214852",87,114,61
"scaffold0009:59281990|59282352",48,74,22
"scaffold0009:59298378|59301150",17,50,66
"scaffold0009:60770385|60771523",10,27,41
"scaffold0009:63862873|63864240",24,50,48
"scaffold0009:63862873|63865438",10,27,11
"scaffold0009:64055009|64058391",37,26,22
"scaffold0009:69312604|69313484",91,113,137
"scaffold0009:74205785|74208131",81,144,96
"scaffold0009:74917555|74919295",12,22,49
"scaffold0009:86290958|86314606",11,17,17
"scaffold0009:8811212|8812793",40,60,60
"scaffold0009:8847527|8850578",15,23,31
"scaffold0009:8849173|8850578",18,46,25
"scaffold0009:8868312|8872050",26,67,17
"scaffold0009:9180532|9191294",12,23,13
"scaffold0010:10563277|10565575",11,20,14
"scaffold0010:11831413|11850423",16,18,11
"scaffold0010:11846755|11850423",110,170,105
"scaffold0010:12723553|12724399",43,50,47
"scaffold0010:12767199|12767723",15,36,92
"scaffold0010:13604165|13605894",33,90,51
"scaffold0010:13645680|13664948",19,32,13
"scaffold0010:13697708|13698008",25,41,19
"scaffold0010:1405340|1420739",23,35,22
"scaffold0010:1411554|1411972",90,170,110
"scaffold0010:1420010|1420739",25,31,18
"scaffold0010:16921947|16922235",235,328,642
"scaffold0010:17589262|17589693",49,21,21
"scaffold0010:25243536|25243891",34,108,75
"scaffold0010:25261207|25261980",15,50,27
"scaffold0010:25280949|25284106",39,55,22
"scaffold0010:29686891|29698144",15,12,20
"scaffold0010:32221196|32235155",136,201,102
"scaffold0010:32223420|32235155",44,70,45
"scaffold0010:33945908|33956560",17,20,19
"scaffold0010:38270457|38273562",10,13,13
"scaffold0010:42955663|42958746",44,51,44
"scaffold0010:43041975|43047532",10,21,13
"scaffold0010:44528442|44528643",102,143,65
"scaffold0010:49204093|49232288",12,17,17
"scaffold0010:49232045|49239504",141,160,151
"scaffold0010:49254755|49264935",63,66,47
"scaffold0010:49254755|49274804",30,37,49
"scaffold0010:50115635|50198177",11,32,19
"scaffold0010:50151100|50198177",25,35,11
"scaffold0010:50170034|50198177",72,114,53
"scaffold0010:50557023|50558365",12,40,11
"scaffold0010:51755140|51794898",30,22,24
"scaffold0010:51784424|51794898",33,47,14
"scaffold0010:52377305|52386659",12,27,14
"scaffold0010:52571026|52571350",31,30,46
"scaffold0010:53357655|53358562",49,51,43
"scaffold0010:53383271|53385501",48,115,69
"scaffold0010:53388960|53391696",63,88,70
"scaffold0010:53524842|53528457",14,13,15
"scaffold0010:53789551|53800025",21,21,19
"scaffold0010:54030405|54031068",418,443,406
"scaffold0010:540736|635139",45,45,49
"scaffold0010:55314729|55317814",19,48,27
"scaffold0010:56742619|56743160",28,50,26
"scaffold0010:56778016|56779887",16,14,17
"scaffold0010:59312158|59317936",50,84,46
"scaffold0010:59432994|59440989",19,19,19
"scaffold0010:59628154|59628687",16,22,25
"scaffold0010:59656058|59660039",83,122,64
"scaffold0010:59710131|59713925",48,56,65
"scaffold0010:59714331|59715663",15,47,33
"scaffold0010:59889518|59899893",102,155,60
"scaffold0010:60657293|60678990",28,19,30
"scaffold0010:60703754|60705009",163,284,302
"scaffold0010:62233342|62233675",152,228,228
"scaffold0010:62438714|62440983",41,69,69
"scaffold0010:62438714|62443925",13,13,11
"scaffold0010:62886476|62889278",25,22,28
"scaffold0010:63420906|63421477",10,17,14
"scaffold0010:63523879|63524224",29,38,26
"scaffold0010:63774633|63780240",34,24,35
"scaffold0010:63918042|63920875",30,52,45
"scaffold0010:65968362|65977198",15,78,54
"scaffold0010:65968365|65977198",27,44,25
"scaffold0010:65970842|65977198",24,79,46
"scaffold0010:65971795|65989277",18,12,21
"scaffold0010:65977085|65989277",43,77,52
"scaffold0010:66950900|66957641",40,46,23
"scaffold0010:67171269|67171815",88,109,62
"scaffold0010:67191598|67197537",36,54,13
"scaffold0010:67601401|67625828",121,142,115
"scaffold0010:67664378|67681799",12,17,17
"scaffold0010:67778744|67783801",11,19,12
"scaffold0010:67849945|67851826",57,75,43
"scaffold0010:68494950|68506657",11,20,10
"scaffold0010:68494950|68510757",30,38,39
"scaffold0010:69009050|69013743",36,38,12
"scaffold0010:70176203|70181842",42,11,22
"scaffold0010:72449135|72489004",32,51,33
"scaffold0010:72455264|72473167",18,40,13
"scaffold0010:72471278|72489004",260,411,267
"scaffold0010:72843232|72846175",27,19,11
"scaffold0010:74415353|74416516",48,37,56
"scaffold0010:74500621|74508988",67,47,44
"scaffold0010:74692681|74693077",1466,1127,471
"scaffold0010:74886741|74887421",15,22,15
"scaffold0010:75635583|75692986",43,56,30
"scaffold0010:75721440|75729302",46,34,34
"scaffold0010:76812104|76817250",14,30,17
"scaffold0010:76930613|76935929",11,35,36
"scaffold0010:76995357|76996018",39,17,52
"scaffold0010:77148415|77161574",25,14,17
"scaffold0010:7823408|7826726",17,87,26
"scaffold0010:79296821|79309457",128,132,122
"scaffold0010:79304952|79309457",368,397,375
"scaffold0010:8043994|8057379",14,12,11
"scaffold0010:8611128|8611450",16,25,37
"scaffold0010:8611128|8630189",48,34,53
"scaffold0010:8973158|8973625",45,83,48
"scaffold0011:10502222|10538239",11,10,12
"scaffold0011:10569694|10574712",11,14,19
"scaffold0011:11624188|11624935",46,76,59
"scaffold0011:12056513|12058929",13,37,16
"scaffold0011:12129319|12131874",116,283,126
"scaffold0011:12814657|12816651",28,43,19
"scaffold0011:12814657|12821789",13,30,19
"scaffold0011:12814657|12823359",376,575,444
"scaffold0011:12814657|12853912",12,29,17
"scaffold0011:13264372|13264792",17,45,18
"scaffold0011:13513888|13518864",29,38,14
"scaffold0011:13597899|13601278",16,22,17
"scaffold0011:13623286|13626869",79,95,64
"scaffold0011:1410830|1422463",419,488,702
"scaffold0011:1449712|1463848",15,18,19
"scaffold0011:1455495|1460424",15,16,35
"scaffold0011:1455495|1463848",34,37,25
"scaffold0011:1460299|1463848",10,27,13
"scaffold0011:15467275|15471307",13,11,18
"scaffold0011:15601370|15613409",10,18,13
"scaffold0011:18984919|18989048",22,29,20
"scaffold0011:18984919|19007053",16,48,33
"scaffold0011:19471576|19476911",14,24,11
"scaffold0011:19745274|19765365",26,11,15
"scaffold0011:20892387|20904312",96,80,38
"scaffold0011:22829502|22830792",35,41,26
"scaffold0011:22966541|22967683",19,26,17
"scaffold0011:23906548|23916906",44,55,44
"scaffold0011:23932892|23935322",14,19,16
"scaffold0011:26638258|26667520",37,23,19
"scaffold0011:27378091|27388277",205,247,208
"scaffold0011:27386499|27388277",235,476,352
"scaffold0011:27410119|27412490",73,164,145
"scaffold0011:28136950|28141563",44,44,31
"scaffold0011:28139429|28141563",49,84,65
"scaffold0011:28254375|28259614",110,93,55
"scaffold0011:3022188|3023838",23,14,20
"scaffold0011:3165653|3167606",94,131,177
"scaffold0011:31740216|31778352",24,51,40
"scaffold0011:332731|334333",76,112,61
"scaffold0011:3340485|3349444",11,15,23
"scaffold0011:33419191|33435750",41,21,12
"scaffold0011:33543920|33564647",12,34,34
"scaffold0011:33545735|33564647",21,28,10
"scaffold0011:33564561|33576228",185,305,291
"scaffold0011:3360589|3364288",28,18,17
"scaffold0011:34947866|34959893",25,26,24
"scaffold0011:3502799|3527448",16,10,10
"scaffold0011:37298917|37322119",11,30,14
"scaffold0011:37315539|37322119",22,42,11
"scaffold0011:38048980|38052495",17,67,39
"scaffold0011:41097205|41103374",31,23,27
"scaffold0011:46720188|46721005",45,94,91
"scaffold0011:46720188|46734093",70,84,111
"scaffold0011:5059169|5081106",33,34,23
"scaffold0011:5185703|5204580",22,34,29
"scaffold0011:52308559|52309782",29,10,64
"scaffold0011:52398260|52402379",39,31,27
"scaffold0011:52502863|52504807",21,45,24
"scaffold0011:53138385|53138882",57,20,23
"scaffold0011:53447259|53452508",19,21,15
"scaffold0011:53534214|53535826",14,22,33
"scaffold0011:56289473|56295281",19,52,42
"scaffold0011:56616427|56620770",10,20,21
"scaffold0011:59728727|59729905",12,51,30
"scaffold0011:60049809|60069230",53,46,29
"scaffold0011:60049809|60136522",147,132,52
"scaffold0011:60131162|60136522",36,61,55
"scaffold0011:61082166|61103588",48,61,35
"scaffold0011:61094611|61103588",33,42,23
"scaffold0011:65665468|65673536",151,230,164
"scaffold0011:6596992|6604830",41,38,29
"scaffold0011:67725965|67732203",31,79,14
"scaffold0011:67902116|67903749",107,242,91
"scaffold0011:7027339|7042320",24,40,15
"scaffold0011:71400512|71403318",15,10,10
"scaffold0011:7385049|7394623",18,11,21
"scaffold0011:76363730|76364761",37,46,17
"scaffold0011:76461571|76463231",44,43,67
"scaffold0011:76542519|76544100",30,54,36
"scaffold0011:76637500|76644032",47,67,57
"scaffold0011:76643850|76644447",15,17,11
"scaffold0011:76729229|76731276",18,23,15
"scaffold0011:76729229|76748498",74,49,47
"scaffold0011:77241736|77243237",15,21,20
"scaffold0011:77316519|77351647",12,17,17
"scaffold0011:898881|901145",35,96,91
"scaffold0011:900516|901145",142,286,251
"scaffold0011:9127234|9127517",17,27,24
"scaffold0011:9688941|9733625",22,10,26
"scaffold0011:9814032|9815181",17,24,20
"scaffold0012:10326141|10326636",35,26,33
"scaffold0012:10926829|10928206",207,227,129
"scaffold0012:10980923|10987767",160,295,178
"scaffold0012:11188332|11189703",53,26,15
"scaffold0012:11518145|11518474",53,82,55
"scaffold0012:1203930|1204664",12,10,20
"scaffold0012:14435844|14452410",20,28,23
"scaffold0012:15710748|15716025",15,20,15
