"","circ_id","mpi1","mpi2","mpi3"
"1","scaffold0001:100203689|100204207",13,2,2
"1170","scaffold0004:95913102|95916491",6,34,23
"1171","scaffold0004:95913102|95927391",36,81,17
"1172","scaffold0004:95913102|95944154",29,35,25
"1173","scaffold0004:95927172|95944154",563,1121,724
"1174","scaffold0004:96164957|96168393",6,2,3
"1175","scaffold0004:96589666|96590524",40,15,8
"1176","scaffold0004:96631157|96648463",11,8,4
"1177","scaffold0004:96640396|96645162",28,10,30
"1178","scaffold0004:96645074|96648463",3,9,3
"1179","scaffold0004:96645960|96648463",7,5,2
"1180","scaffold0004:9682956|9685538",12,17,4
"1181","scaffold0004:9695277|9701692",14,22,14
"1182","scaffold0004:96980420|96989963",18,8,12
"1183","scaffold0004:9700886|9701692",5,20,6
"1184","scaffold0004:97230719|97232748",3,15,2
"1185","scaffold0004:97586347|97587961",29,37,25
"1186","scaffold0004:98220509|98224688",32,50,34
"1187","scaffold0004:98224505|98250673",8,8,2
"1188","scaffold0004:98441798|98459073",22,10,3
"1189","scaffold0004:98452878|98459073",20,25,23
"1190","scaffold0004:99678046|99686429",3,12,10
"1191","scaffold0004:99794776|99802006",9,2,7
"1192","scaffold0005:1008420|1010921",75,55,70
"1193","scaffold0005:11932087|11932282",15,10,2
"1194","scaffold0005:1201832|1203331",4,2,8
"1195","scaffold0005:1300823|1301578",2,3,8
"1196","scaffold0005:1307096|1310137",19,10,3
"1197","scaffold0005:1311107|1313160",3298,4117,3433
"1198","scaffold0005:1319081|1323500",2,16,7
"1199","scaffold0005:14299405|14311389",15,29,20
"1200","scaffold0005:14559619|14573606",8,7,12
"1201","scaffold0005:14566599|14573606",6,2,4
"1202","scaffold0005:14638052|14665974",31,4,34
"1203","scaffold0005:14881941|14947299",32,6,8
"1204","scaffold0005:14927736|14947299",20,4,4
"1205","scaffold0005:14927739|14947299",37,25,32
"1206","scaffold0005:15863589|15864458",2,5,11
"1207","scaffold0005:15976112|15978666",6,5,2
"1208","scaffold0005:16517819|16565286",2,2,2
"1209","scaffold0005:1725841|1738186",17,12,6
"1210","scaffold0005:1735731|1738186",14,12,4
"1211","scaffold0005:17717828|17719323",71,84,80
"1212","scaffold0005:17726684|17727918",16,28,5
"1213","scaffold0005:19925720|19925890",2,11,26
"1214","scaffold0005:20205084|20210812",4,2,4
"1215","scaffold0005:20282496|20285858",23,25,16
"1216","scaffold0005:20409650|20420272",9,7,7
"1217","scaffold0005:20518057|20520706",32,21,49
"1218","scaffold0005:20679338|20684439",3,17,16
"1219","scaffold0005:2099397|2107594",12,4,5
"1220","scaffold0005:2162697|2163289",20,2,13
"1221","scaffold0005:21681224|21689816",48,18,13
"1222","scaffold0005:2280076|2283010",7,11,6
"1223","scaffold0005:2286917|2296060",8,11,3
"1224","scaffold0005:2291349|2296060",18,8,37
"1225","scaffold0005:24674106|24678382",97,110,53
"1226","scaffold0005:2469476|2479810",33,13,18
"1227","scaffold0005:2538524|2541236",28,36,34
"1228","scaffold0005:2548443|2549295",15,8,5
"1229","scaffold0005:26354095|26355295",2,2,2
"1230","scaffold0005:26430908|26436624",6,2,6
"1231","scaffold0005:2655717|2658013",4,7,12
"1232","scaffold0005:26751813|26770370",3,6,4
"1233","scaffold0005:26767145|26774020",2,12,3
"1234","scaffold0005:2700985|2702904",34,51,24
"1235","scaffold0005:27516081|27516609",2,7,4
"1236","scaffold0005:27516081|27521433",20,10,3
"1237","scaffold0005:27790344|27790702",193,193,101
"1238","scaffold0005:2815050|2817754",3,12,2
"1239","scaffold0005:28499383|28500100",4,5,15
"1240","scaffold0005:28703665|28704660",15,25,19
"1241","scaffold0005:29211970|29219117",10,16,13
"1242","scaffold0005:29597354|29598722",9,27,10
"1243","scaffold0005:29626797|29629583",61,49,59
"1244","scaffold0005:29628116|29629583",504,992,529
"1245","scaffold0005:29778830|29790062",18,32,20
"1246","scaffold0005:29783816|29790062",19,19,22
"1247","scaffold0005:29783836|29790062",4,19,19
"1248","scaffold0005:29789926|29790282",6,2,4
"1249","scaffold0005:29878488|29884865",5,4,2
"1250","scaffold0005:29952404|29953071",16,11,13
"1251","scaffold0005:30078532|30090221",21,11,17
"1252","scaffold0005:30089166|30090221",27,38,7
"1253","scaffold0005:3036804|3037164",189,268,164
"1254","scaffold0005:30404692|30405264",183,245,254
"1255","scaffold0005:30566195|30566589",9,27,53
"1256","scaffold0005:3058673|3060200",2,5,5
"1257","scaffold0005:30729874|30731797",9,3,3
"1258","scaffold0005:30744111|30747369",19,20,20
"1259","scaffold0005:3184614|3189288",313,654,162
"1260","scaffold0005:3184614|3194286",24,14,8
"1261","scaffold0005:32231325|32231898",313,427,221
"1262","scaffold0005:3245984|3247411",3,2,4
"1263","scaffold0005:3251985|3253986",869,1167,936
"1264","scaffold0005:32859660|32881321",8,4,17
"1265","scaffold0005:32880608|32881321",3,5,5
"1266","scaffold0005:33304117|33306520",7,27,8
"1267","scaffold0005:33304117|33309162",12,4,13
"1268","scaffold0005:33308671|33309162",8,4,19
"1269","scaffold0005:33439856|33444017",17,24,15
"1270","scaffold0005:33456171|33459731",12,57,14
"1271","scaffold0005:33457848|33459731",6,2,3
"1272","scaffold0005:33457848|33462892",4,11,2
"1273","scaffold0005:33464312|33467903",12,10,8
"1274","scaffold0005:33473041|33473518",100,87,117
"1275","scaffold0005:34010025|34010549",85,224,129
"1276","scaffold0005:34767464|34768097",49,42,40
"1277","scaffold0005:34929670|34930443",7,4,8
"1278","scaffold0005:35082997|35083510",15,19,12
"1279","scaffold0005:35292655|35308973",8,16,5
"1280","scaffold0005:35716538|35725695",4,5,3
"1281","scaffold0005:35795367|35804668",3,11,13
"1282","scaffold0005:36027173|36027493",6,23,12
"1283","scaffold0005:36027173|36044100",13,16,10
"1284","scaffold0005:362904|364133",24,14,20
"1285","scaffold0005:374058|375311",23,8,4
"1286","scaffold0005:37451226|37452865",24,25,27
"1287","scaffold0005:379774|381949",12,8,13
"1288","scaffold0005:38173752|38182777",12,3,5
"1289","scaffold0005:38459283|38462069",21,14,13
"1290","scaffold0005:38570982|38571397",182,172,208
"1291","scaffold0005:38598887|38602728",16,30,31
"1292","scaffold0005:38893944|38894318",16,8,15
"1293","scaffold0005:38937944|38941228",6,4,22
"1294","scaffold0005:39022822|39024922",8,13,3
"1295","scaffold0005:39226432|39249556",38,40,53
"1296","scaffold0005:42186758|42193502",6,2,11
"1297","scaffold0005:42269541|42269988",37,76,26
"1298","scaffold0005:42271437|42278830",10,2,2
"1299","scaffold0005:42525971|42526694",65,115,106
"1300","scaffold0005:42944048|42958615",3,11,11
"1301","scaffold0005:42956443|42958615",5,34,4
"1302","scaffold0005:48398729|48405752",8,6,6
"1303","scaffold0005:48436125|48445179",9,11,21
"1304","scaffold0005:48436125|48460435",111,69,53
"1305","scaffold0005:48445013|48458252",6,8,8
"1306","scaffold0005:48445013|48460435",356,537,402
"1307","scaffold0005:48458013|48460435",168,232,167
"1308","scaffold0005:48679337|48682977",29,58,39
"1309","scaffold0005:49643649|49652392",4,18,9
"1310","scaffold0005:49781270|49787106",30,63,40
"1311","scaffold0005:49781270|49792334",2,2,7
"1312","scaffold0005:5005026|5007599",40,51,52
"1313","scaffold0005:50307939|50317623",5,9,6
"1314","scaffold0005:50334838|50356573",5,13,8
"1315","scaffold0005:51821339|51823017",2,5,6
"1316","scaffold0005:51835438|51836006",6,3,4
"1317","scaffold0005:51855959|51856433",4,13,13
"1318","scaffold0005:52330704|52333296",13,10,2
"1319","scaffold0005:52771813|52775957",5,8,4
"1320","scaffold0005:52771813|52781561",9,4,6
"1321","scaffold0005:53516696|53519499",6,16,10
"1322","scaffold0005:53523281|53527618",115,173,140
"1323","scaffold0005:53527450|53530308",3,30,9
"1324","scaffold0005:53649461|53649692",11,3,4
"1325","scaffold0005:53687671|53690955",10,4,2
"1326","scaffold0005:53704253|53707956",9,11,6
"1327","scaffold0005:53704253|53733374",31,18,12
"1328","scaffold0005:54119389|54121142",13,9,10
"1329","scaffold0005:5439642|5439879",2,15,7
"1330","scaffold0005:5522707|5527310",5,2,8
"1331","scaffold0005:5526547|5527310",10,8,7
"1332","scaffold0005:55349367|55349702",116,150,44
"1333","scaffold0005:55447294|55447805",4,3,3
"1334","scaffold0005:5558446|5562276",8,7,11
"1335","scaffold0005:56135535|56138600",31,10,5
"1336","scaffold0005:5616993|5623281",6,6,3
"1337","scaffold0005:5631774|5638885",8,16,6
"1338","scaffold0005:56459857|56460484",11,12,5
"1339","scaffold0005:56580348|56583454",16,13,8
"1340","scaffold0005:57143649|57144922",13,20,25
"1341","scaffold0005:57143649|57189986",8,14,8
"1342","scaffold0005:57153910|57154727",2,4,3
"1343","scaffold0005:57326240|57326656",8,11,7
"1344","scaffold0005:57452218|57456365",2,15,6
"1345","scaffold0005:57468134|57474052",7,4,3
"1346","scaffold0005:57951522|57958669",7,3,7
"1347","scaffold0005:59649084|59697626",2,9,3
"1348","scaffold0005:59654119|59697626",2,6,3
"1349","scaffold0005:59679880|59697626",553,836,607
"1350","scaffold0005:59689317|59697626",61,61,58
"1351","scaffold0005:61232988|61242474",8,8,4
"1352","scaffold0005:63547140|63553887",5,15,27
"1353","scaffold0005:63613106|63615427",24,22,8
"1354","scaffold0005:63912315|63925454",4,5,5
"1355","scaffold0005:64056560|64062591",6,13,9
"1356","scaffold0005:68120733|68121937",56,33,22
"1357","scaffold0005:68344497|68345739",12,34,14
"1358","scaffold0005:68360044|68374057",8,21,4
"1359","scaffold0005:68411594|68422335",5,3,10
"1360","scaffold0005:6972451|6973744",5,3,3
"1361","scaffold0005:7066327|7074576",7,4,8
"1362","scaffold0005:7072539|7074576",9,21,7
"1363","scaffold0005:7090648|7096356",13,24,6
"1364","scaffold0005:71003377|71003838",8,23,26
"1365","scaffold0005:72764419|72766471",7,15,34
"1366","scaffold0005:73567114|73574220",10,19,27
"1367","scaffold0005:73567114|73581000",2,3,7
"1368","scaffold0005:73567114|73581017",180,244,119
"1369","scaffold0005:74765126|74782685",12,9,22
"1370","scaffold0005:74980304|74981285",7,5,5
"1371","scaffold0005:75010990|75014440",3,3,4
"1372","scaffold0005:75034148|75041391",9,7,4
"1373","scaffold0005:75034148|75047562",11,11,5
"1374","scaffold0005:75596508|75609416",4,7,15
"1375","scaffold0005:76245478|76247747",94,104,110
"1376","scaffold0005:76246979|76247747",4,4,2
"1377","scaffold0005:76266686|76266927",86,206,153
"1378","scaffold0005:76266686|76277071",20,23,36
"1379","scaffold0005:76369565|76372353",121,280,178
"1380","scaffold0005:76372122|76372353",6,8,12
"1381","scaffold0005:76462083|76463442",14,6,2
"1382","scaffold0005:76986538|76988660",28,24,35
"1383","scaffold0005:77036985|77037943",34,37,12
"1384","scaffold0005:77037637|77037943",5,12,2
"1385","scaffold0005:77120064|77121612",10,10,11
"1386","scaffold0005:77199008|77203309",9,7,17
"1387","scaffold0005:77331524|77332400",3,3,16
"1388","scaffold0005:77495312|77495957",15,27,38
"1389","scaffold0005:77495312|77499317",33,38,8
"1390","scaffold0005:77533579|77536624",12,13,5
"1391","scaffold0005:77553058|77556593",4,4,9
"1392","scaffold0005:77765097|77766806",21,11,20
"1393","scaffold0005:77800524|77800959",86,112,105
"1394","scaffold0005:78040840|78042254",2,9,2
"1395","scaffold0005:78436352|78437779",22,35,48
"1396","scaffold0005:78496697|78497432",47,45,46
"1397","scaffold0005:79365686|79371818",10,5,6
"1398","scaffold0005:79776067|79777407",3,6,6
"1399","scaffold0005:80035766|80040435",2,4,2
"1400","scaffold0005:80474870|80475223",34,27,20
"1401","scaffold0005:80474870|80485580",18,13,8
"1402","scaffold0005:80511569|80511923",19,21,28
"1403","scaffold0005:80955956|81004585",7,7,12
"1404","scaffold0005:80995191|81004585",42,44,19
"1405","scaffold0005:81068234|81069536",24,19,21
"1406","scaffold0005:81730470|81731220",16,2,6
"1407","scaffold0005:82938537|82938796",144,148,148
"1408","scaffold0005:83173148|83173315",190,278,190
"1409","scaffold0005:83216136|83220145",9,2,16
"1410","scaffold0005:83504325|83504667",2,2,2
"1411","scaffold0005:83653859|83654170",2,5,3
"1412","scaffold0005:83700281|83702188",6,25,18
"1413","scaffold0005:83700281|83702863",2,13,9
"1414","scaffold0005:83702764|83710647",8,10,4
"1415","scaffold0005:83729431|83737935",11,13,9
"1416","scaffold0005:84025372|84025676",2,15,5
"1417","scaffold0005:84231488|84232723",116,188,212
"1418","scaffold0005:84578346|84579433",4,7,12
"1419","scaffold0005:853631|861007",4,7,4
"1420","scaffold0005:86452653|86453070",5,3,4
"1421","scaffold0005:86457470|86460066",10,8,6
"1422","scaffold0005:86753880|86754212",132,220,275
"1423","scaffold0005:871144|895634",6,2,13
"1424","scaffold0005:87452032|87452337",12,9,11
"1425","scaffold0005:87478960|87483942",15,8,27
"1426","scaffold0005:87734023|87734330",62,69,38
"1427","scaffold0005:88827001|88828895",16,29,15
"1428","scaffold0005:88828141|88828895",12,10,5
"1429","scaffold0005:88828576|88828895",17,21,25
"1430","scaffold0005:89424240|89427789",10,12,9
"1431","scaffold0005:89435897|89438333",24,20,47
"1432","scaffold0005:89565213|89574626",4,18,6
"1433","scaffold0005:89580767|89588761",6,5,5
"1434","scaffold0005:89588527|89588761",33,21,8
"1435","scaffold0005:89769514|89771164",3,4,8
"1436","scaffold0005:90018018|90021905",32,26,38
"1437","scaffold0005:90048885|90049780",14,17,31
"1438","scaffold0005:90088559|90089149",30,20,22
"1439","scaffold0005:90111933|90112497",68,75,38
"1440","scaffold0005:90117382|90117550",13,6,41
"1441","scaffold0005:90458348|90458878",20,15,13
"1442","scaffold0005:90637858|90639233",44,56,16
"1443","scaffold0005:90637858|90641601",5,9,6
"1444","scaffold0005:91444123|91445996",42,8,24
"1445","scaffold0005:91577526|91579073",62,65,73
"1446","scaffold0005:915977|981038",3,6,4
"1447","scaffold0005:91669144|91669916",14,4,4
"1448","scaffold0005:91799558|91801163",52,74,79
"1449","scaffold0005:91880624|91904895",16,51,44
"1450","scaffold0005:91904629|91904895",530,792,631
"1451","scaffold0005:91904634|91904895",30,45,26
"1452","scaffold0005:91926517|91926908",2,5,6
"1453","scaffold0005:92022975|92023146",4,12,2
"1454","scaffold0005:92040501|92040884",395,464,491
"1455","scaffold0005:92120793|92126567",42,40,21
"1456","scaffold0005:93931758|93932501",323,303,285
"1457","scaffold0005:94347098|94347969",37,79,41
"1458","scaffold0005:94347098|94357622",23,11,6
"1459","scaffold0005:94347098|94367575",4,2,13
"1460","scaffold0005:94347098|94374797",8,6,3
"1461","scaffold0005:94347844|94367575",8,2,9
"1462","scaffold0005:94357510|94367575",38,41,27
"1463","scaffold0005:94357510|94370700",37,67,41
"1464","scaffold0005:94357510|94374797",17,20,28
"1465","scaffold0005:94357510|94374831",5,7,3
"1466","scaffold0005:94858328|94858643",7,13,18
"1467","scaffold0005:94858358|94858643",2,14,12
"1468","scaffold0005:96820566|96825424",7,3,7
"1469","scaffold0005:96976326|96985317",2,2,17
"1470","scaffold0005:977687|981038",9,11,5
"1471","scaffold0005:97898896|97901584",4,2,5
"1472","scaffold0005:98069788|98071958",49,30,17
"1473","scaffold0005:98723465|98724361",118,129,95
"1474","scaffold0005:98772063|98796234",3,6,2
"1475","scaffold0005:98844826|98847228",13,2,2
"1476","scaffold0005:99175900|99177749",3,8,13
"1477","scaffold0005:99268367|99268748",83,68,73
"1478","scaffold0005:99748511|99751242",22,13,9
"1479","scaffold0006:1186871|1189302",72,68,132
"1480","scaffold0006:1257266|1257512",173,204,238
"1481","scaffold0006:1257266|1282014",4,2,5
"1482","scaffold0006:1281167|1282014",28,32,20
"1483","scaffold0006:1281170|1282014",56,117,132
"1484","scaffold0006:1281170|1293271",2,5,10
"1485","scaffold0006:1298907|1301364",7,2,10
"1486","scaffold0006:14239395|14259542",4,10,2
"1487","scaffold0006:14259348|14265472",41,40,49
"1488","scaffold0006:1457863|1458332",3,7,4
"1489","scaffold0006:14708596|14717121",6,13,4
"1490","scaffold0006:1489146|1499684",3,4,3
"1491","scaffold0006:1496732|1499684",16,16,4
"1492","scaffold0006:1496732|1506505",12,7,9
"1493","scaffold0006:15108771|15118035",4,4,6
"1494","scaffold0006:1546529|1560093",6,2,11
"1495","scaffold0006:1581404|1586729",8,3,5
"1496","scaffold0006:18722361|18753055",12,17,6
"1497","scaffold0006:18752956|18757149",3,4,10
"1498","scaffold0006:23028618|23042628",4,17,18
"1499","scaffold0006:23231664|23232171",61,62,32
"1500","scaffold0006:23334440|23341191",6,18,7
"1501","scaffold0006:23334440|23355785",43,39,37
"1502","scaffold0006:23341080|23351612",5,7,6
"1503","scaffold0006:23341080|23355785",73,66,49
"1504","scaffold0006:23401188|23403741",11,18,32
"1505","scaffold0006:23401188|23417524",4,7,13
"1506","scaffold0006:23980208|23984216",40,70,33
"1507","scaffold0006:24403042|24406320",4,7,6
"1508","scaffold0006:24561283|24573441",82,172,63
"1509","scaffold0006:24561283|24588420",8,18,11
"1510","scaffold0006:24629850|24631629",5,5,8
"1511","scaffold0006:24658468|24660297",22,5,17
"1512","scaffold0006:24663216|24664347",17,4,4
"1513","scaffold0006:24663216|24673055",4,4,8
"1514","scaffold0006:24684028|24684232",4,10,4
"1515","scaffold0006:25311037|25319936",8,7,3
"1516","scaffold0006:25319282|25319936",43,43,13
"1517","scaffold0006:25415151|25417807",108,75,31
"1518","scaffold0006:25415151|25437159",28,13,24
"1519","scaffold0006:26346280|26352783",2,2,8
"1520","scaffold0006:2662833|2683399",29,32,25
"1521","scaffold0006:26821983|26824346",6,3,4
"1522","scaffold0006:2708155|2708891",2,8,3
"1523","scaffold0006:28087064|28087473",8,8,2
"1524","scaffold0006:30144501|30144673",4,16,6
"1525","scaffold0006:30693830|30695777",14,41,29
"1526","scaffold0006:31415280|31417872",6,2,10
"1527","scaffold0006:31783430|31805780",13,11,10
"1528","scaffold0006:31805530|31805780",20,44,53
"1529","scaffold0006:33568543|33569650",20,12,17
"1530","scaffold0006:34096149|34097326",19,10,8
"1531","scaffold0006:34346570|34348938",13,13,16
"1532","scaffold0006:34445034|34450280",112,228,138
"1533","scaffold0006:34809949|34814900",97,97,65
"1534","scaffold0006:34813586|34814900",5,24,3
"1535","scaffold0006:363069|368378",5,4,4
"1536","scaffold0006:38192649|38292524",5,9,4
"1537","scaffold0006:4093286|4094949",27,40,10
"1538","scaffold0006:4093286|4099077",13,3,15
"1539","scaffold0006:42537809|42539849",51,68,32
"1540","scaffold0006:42610818|42616767",2,10,8
"1541","scaffold0006:44684317|44685418",2,16,12
"1542","scaffold0006:44806632|44814774",5,18,3
"1543","scaffold0006:44806632|44819999",13,50,18
"1544","scaffold0006:45114486|45134624",16,10,15
"1545","scaffold0006:45174691|45217223",24,13,6
"1546","scaffold0006:45938215|45938622",44,84,60
"1547","scaffold0006:46362467|46372819",3,3,4
"1548","scaffold0006:46437163|46442035",11,24,30
"1549","scaffold0006:46441401|46442035",16,13,23
"1550","scaffold0006:47337676|47372055",4,10,4
"1551","scaffold0006:48403402|48410301",38,30,59
"1552","scaffold0006:48410120|48419221",11,6,15
"1553","scaffold0006:48512689|48524093",12,15,25
"1554","scaffold0006:48512689|48529270",14,23,17
"1555","scaffold0006:48527993|48529270",2,2,2
"1556","scaffold0006:48650113|48656259",2,6,8
"1557","scaffold0006:48651210|48656259",18,15,28
"1558","scaffold0006:48818542|48819260",12,7,6
"1559","scaffold0006:48861691|48862602",69,116,79
"1560","scaffold0006:48861691|48862607",802,1427,1143
"1561","scaffold0006:48869828|48870145",7,28,22
"1562","scaffold0006:49966934|49967545",2,3,4
"1563","scaffold0006:49985569|49992749",9,12,6
"1564","scaffold0006:50036984|50044539",21,36,22
"1565","scaffold0006:50135760|50141028",15,29,6
"1566","scaffold0006:50139956|50141028",3,5,12
"1567","scaffold0006:50951553|50956746",8,19,11
"1568","scaffold0006:50951553|50974721",20,33,23
"1569","scaffold0006:50964768|50974721",30,63,30
"1570","scaffold0006:50988111|50996712",41,35,17
"1571","scaffold0006:53886462|53886792",77,79,151
"1572","scaffold0006:53910994|53912560",7,9,18
"1573","scaffold0006:53910994|53915365",15,15,9
"1574","scaffold0006:54381401|54385996",12,12,2
"1575","scaffold0006:54552019|54555191",3,5,12
"1576","scaffold0006:55859927|55864536",29,22,4
"1577","scaffold0006:55885399|55901558",2,4,4
"1578","scaffold0006:55901347|55901558",2,16,14
"1579","scaffold0006:56053277|56053767",8,11,2
"1580","scaffold0006:56825500|56830353",4,13,4
"1581","scaffold0006:57697230|57698675",30,26,30
"1582","scaffold0006:57775293|57775898",53,94,77
"1583","scaffold0006:57991666|58001539",89,233,130
"1584","scaffold0006:57991666|58008268",125,34,45
"1585","scaffold0006:58488647|58497893",29,59,29
"1586","scaffold0006:58793781|58855450",13,19,6
"1587","scaffold0006:59017306|59024173",25,56,33
"1588","scaffold0006:59024013|59024173",4,5,3
"1589","scaffold0006:59024013|59025799",6,4,10
"1590","scaffold0006:59024013|59033918",12,3,4
"1591","scaffold0006:59227835|59234410",12,5,11
"1592","scaffold0006:59234246|59234410",2,7,6
"1593","scaffold0006:59330600|59341508",13,19,11
"1594","scaffold0006:63689442|63691780",3,5,8
"1595","scaffold0006:65046254|65046552",6,4,2
"1596","scaffold0006:67895779|67897896",14,15,8
"1597","scaffold0006:68410968|68412819",56,76,28
"1598","scaffold0006:68434743|68442835",2,2,2
"1599","scaffold0006:69458557|69458758",5,27,12
"1600","scaffold0006:70414309|70424590",6,8,5
"1601","scaffold0006:70594101|70607990",11,29,8
"1602","scaffold0006:70594101|70647224",7,6,8
"1603","scaffold0006:70661013|70665442",4,12,3
"1604","scaffold0006:70797002|70798174",14,9,4
"1605","scaffold0006:70806627|70817906",12,9,4
"1606","scaffold0006:70813286|70817906",3,26,30
"1607","scaffold0006:71477704|71493352",3,7,8
"1608","scaffold0006:71520086|71534120",16,20,26
"1609","scaffold0006:71520086|71538195",19,27,6
"1610","scaffold0006:7166560|7177772",33,13,4
"1611","scaffold0006:75138916|75151431",790,1458,1192
"1612","scaffold0006:75148500|75151431",352,622,602
"1613","scaffold0006:75148503|75151431",30,32,14
"1614","scaffold0006:75217328|75227008",10,30,8
"1615","scaffold0006:75266664|75274212",4,2,17
"1616","scaffold0006:76192191|76193088",28,8,12
"1617","scaffold0006:76307698|76318338",14,31,15
"1618","scaffold0006:76585088|76585460",21,27,19
"1619","scaffold0006:76683755|76689652",968,683,504
"1620","scaffold0006:76778896|76780518",11,28,6
"1621","scaffold0006:76778896|76784770",47,30,62
"1622","scaffold0006:80524585|80526357",15,5,15
"1623","scaffold0006:80541466|80546443",9,9,11
"1624","scaffold0006:80541466|80554588",6,7,4
"1625","scaffold0006:80752437|80753410",19,30,10
"1626","scaffold0006:80752437|80773024",9,12,4
"1627","scaffold0006:80772481|80773024",41,82,75
"1628","scaffold0006:80896726|80897447",11,7,4
"1629","scaffold0006:81083213|81090175",7,3,4
"1630","scaffold0006:81314848|81362102",81,64,40
"1631","scaffold0006:81360380|81362102",575,1046,629
"1632","scaffold0006:8169747|8181663",9,6,7
"1633","scaffold0006:82964325|82967136",61,65,23
"1634","scaffold0006:83565788|83567047",6,8,11
"1635","scaffold0006:83692761|83694623",13,17,20
"1636","scaffold0006:83694512|83697315",3,3,2
"1637","scaffold0006:83695864|83697315",14,13,11
"1638","scaffold0006:83699571|83700526",3,11,4
"1639","scaffold0006:83710982|83713806",6,15,7
"1640","scaffold0006:85338549|85356141",12,15,11
"1641","scaffold0006:86495313|86501243",2,12,3
"1642","scaffold0006:86549537|86555176",29,8,17
"1643","scaffold0006:86551098|86555176",14,6,9
"1644","scaffold0006:8698850|8700284",7,7,4
"1645","scaffold0006:87233127|87260559",3,2,2
"1646","scaffold0006:90123084|90131053",11,29,7
"1647","scaffold0006:90154610|90154810",2,12,2
"1648","scaffold0006:90288963|90290200",21,47,59
"1649","scaffold0006:910574|912802",65,49,61
"1650","scaffold0006:910574|916720",15,7,8
"1651","scaffold0006:910574|924354",138,110,164
"1652","scaffold0006:910574|937810",21,2,3
"1653","scaffold0006:91848853|91864176",10,6,19
"1654","scaffold0006:919747|924354",103,58,129
"1655","scaffold0006:92149109|92149393",4,9,9
"1656","scaffold0006:94215291|94224889",38,22,28
"1657","scaffold0006:94215291|94242904",3,11,3
"1658","scaffold0006:94215291|94255407",3,15,8
"1659","scaffold0006:94222716|94255407",12,3,6
"1660","scaffold0006:94242813|94255407",6,12,6
"1661","scaffold0006:94255243|94256875",48,26,8
"1662","scaffold0006:94393131|94409265",128,146,82
"1663","scaffold0006:94409086|94442195",5,9,2
"1664","scaffold0006:97100441|97106880",19,48,11
"1665","scaffold0006:98798336|98801554",13,17,21
"1666","scaffold0007:11223086|11223664",5,6,12
"1667","scaffold0007:11492235|11494934",4,5,2
"1668","scaffold0007:11803773|11863295",15,2,10
"1669","scaffold0007:12056616|12056876",11,11,36
"1670","scaffold0007:12104364|12106149",4,6,12
"1671","scaffold0007:12141095|12141883",2,4,3
"1672","scaffold0007:12141095|12143440",11,26,5
"1673","scaffold0007:12307040|12308714",4,14,19
"1674","scaffold0007:12717511|12752447",6,3,22
"1675","scaffold0007:12737948|12740739",54,142,86
"1676","scaffold0007:12745346|12745986",146,291,216
"1677","scaffold0007:12745346|12752447",3,4,8
"1678","scaffold0007:12904558|12914591",13,3,2
"1679","scaffold0007:12925125|12926020",35,75,19
"1680","scaffold0007:14539747|14545830",70,134,76
"1681","scaffold0007:15005455|15011166",2,5,6
"1682","scaffold0007:15005455|15015609",15,9,9
"1683","scaffold0007:15176183|15177851",43,57,14
"1684","scaffold0007:16134413|16134642",7,4,2
"1685","scaffold0007:16155361|16179527",2,2,3
"1686","scaffold0007:16176800|16179527",52,38,42
"1687","scaffold0007:16496078|16496412",18,23,20
"1688","scaffold0007:16535622|16538481",16,59,37
"1689","scaffold0007:1759530|1761340",11,22,17
"1690","scaffold0007:1889182|1889348",7,2,7
"1691","scaffold0007:1949069|1949574",176,198,131
"1692","scaffold0007:2006713|2007010",112,142,140
"1693","scaffold0007:20098295|20104697",14,14,34
"1694","scaffold0007:20098295|20110019",11,16,6
"1695","scaffold0007:23745748|23750095",55,31,32
"1696","scaffold0007:24237919|24243618",14,20,11
"1697","scaffold0007:24267397|24282268",6,5,3
"1698","scaffold0007:24485748|24488462",8,28,6
"1699","scaffold0007:26687107|26687376",171,149,52
"1700","scaffold0007:26687107|26719584",178,169,56
"1701","scaffold0007:30936349|30937839",3,2,2
"1702","scaffold0007:31564064|31572215",15,10,4
"1703","scaffold0007:31602753|31604744",3,4,3
"1704","scaffold0007:3208814|3209644",277,273,331
"1705","scaffold0007:33865765|33866142",4,11,6
"1706","scaffold0007:33865765|33866161",314,459,445
"1707","scaffold0007:3491428|3491705",7,9,13
"1708","scaffold0007:35469568|35471157",3,18,22
"1709","scaffold0007:35518806|35520484",8,11,4
"1710","scaffold0007:37693424|37714385",48,76,79
"1711","scaffold0007:37714042|37714385",294,528,426
"1712","scaffold0007:3971456|4051020",181,133,193
"1713","scaffold0007:40800955|40803392",6,3,7
"1714","scaffold0007:41412348|41417274",14,48,19
"1715","scaffold0007:41423150|41428824",19,23,6
"1716","scaffold0007:42687486|42688935",20,51,37
"1717","scaffold0007:43420889|43423722",63,104,67
"1718","scaffold0007:43632021|43635296",32,16,10
"1719","scaffold0007:4401407|4402294",5,8,9
"1720","scaffold0007:44810657|44814806",5,2,3
"1721","scaffold0007:44897897|44906949",6,5,4
"1722","scaffold0007:44906034|44906949",2,14,10
"1723","scaffold0007:4523775|4552654",119,132,86
"1724","scaffold0007:45260305|45261052",63,78,71
"1725","scaffold0007:45260305|45263762",2,6,3
"1726","scaffold0007:45442220|45442475",25,31,37
"1727","scaffold0007:45442220|45502904",4,7,14
