"","circ_id","hsa1","hsa2","hsa3"
"1","1:10275427|10278128",NA,3,NA
"668","16:14997752|14998405",NA,5,NA
"669","16:16124788|16125911",NA,NA,1
"670","16:1625972|1632365",NA,2,NA
"671","16:16360207|16360366",1,NA,NA
"672","16:1809237|1809833",NA,4,NA
"673","16:19071927|19074035",NA,6,NA
"674","16:19223044|19224838",NA,2,NA
"675","16:19730429|19735450",NA,4,NA
"676","16:19763847|19764112",NA,NA,1
"677","16:2062600|2062805",1,NA,NA
"678","16:22266389|22266876",NA,NA,7
"679","16:22313619|22315208",NA,7,NA
"680","16:22349278|22349849",NA,17,NA
"681","16:2262277|2263287",NA,1,NA
"682","16:24032135|24035547",NA,NA,3
"683","16:24968350|24970580",NA,2,NA
"684","16:27213584|27215008",NA,16,NA
"685","16:2818969|2819185",NA,NA,1
"686","16:289439|293718",NA,NA,3
"687","16:29833732|29834066",NA,2,NA
"688","16:30479090|30479461",NA,NA,2
"689","16:30942115|30942536",NA,NA,1
"690","16:30961266|30963554",NA,12,NA
"691","16:31219519|31219674",NA,3,NA
"692","16:31408498|31408659",1,NA,NA
"693","16:3773590|3773750",NA,4,NA
"694","16:3791980|3793626",NA,NA,2
"695","16:3850296|3851009",NA,3,1
"696","16:4466152|4469465",NA,7,NA
"697","16:46677314|46679156",NA,3,1
"698","16:4671390|4673657",NA,2,NA
"699","16:46974125|46974288",NA,1,NA
"700","16:47311239|47313823",NA,6,NA
"701","16:4811169|4812248",NA,NA,8
"702","16:5058492|5060436",NA,1,NA
"703","16:50880520|50880688",NA,2,NA
"704","16:50880520|50880689",NA,1,NA
"705","16:53255599|53263097",NA,7,NA
"706","16:53873785|53888951",NA,21,NA
"707","16:58675939|58676346",NA,3,NA
"708","16:650709|650942",NA,NA,2
"709","16:66513730|66517877",NA,2,NA
"710","16:66579698|66579941",NA,NA,2
"711","16:66725827|66729099",NA,NA,1
"712","16:66941848|66942004",NA,NA,1
"713","16:67036638|67082308",NA,NA,2
"714","16:67685456|67685802",NA,7,NA
"715","16:68086798|68086964",NA,NA,1
"716","16:68121986|68123121",NA,2,NA
"717","16:68974027|69040421",NA,3,NA
"718","16:69370482|69372355",NA,NA,6
"719","16:69695135|69695379",NA,2,NA
"720","16:69982349|69982757",NA,2,NA
"721","16:70010750|70018097",NA,8,NA
"722","16:70042350|70043003",NA,1,1
"723","16:70255727|70261157",NA,7,NA
"724","16:70261043|70262524",NA,4,NA
"725","16:70463168|70463774",NA,NA,2
"726","16:70538322|70539207",NA,1,NA
"727","16:70565064|70567536",NA,3,NA
"728","16:70567410|70570149",NA,5,NA
"729","16:70943642|70943811",NA,NA,1
"730","16:71115472|71115695",NA,2,NA
"731","16:72021311|72021473",1,NA,NA
"732","16:72088986|72090786",NA,2,1
"733","16:722083|722243",1,NA,NA
"734","16:74410749|74410904",NA,NA,1
"735","16:74636345|74637970",NA,NA,3
"736","16:74674959|74675764",NA,NA,1
"737","16:75204540|75204796",1,NA,NA
"738","16:75395089|75411952",NA,3,NA
"739","16:75412534|75414695",NA,10,NA
"740","16:81854443|81859163",NA,4,NA
"741","16:81895806|81908591",NA,1,NA
"742","16:81923484|81928624",NA,5,NA
"743","16:81934428|81936378",NA,NA,2
"744","16:83906986|83912367",NA,1,NA
"745","16:84657944|84658112",NA,NA,1
"746","16:84990303|84996007",NA,3,NA
"747","16:85633913|85634132",1,17,4
"748","16:87975047|87984259",NA,1,NA
"749","16:87975047|88006265",NA,3,NA
"750","16:88018427|88018667",NA,4,NA
"751","16:89716904|89717016",NA,NA,1
"752","16:89733481|89737905",NA,NA,1
"753","16:89978809|89981923",NA,5,NA
"754","16:98144|100509",NA,2,NA
"755","17:10459075|10459250",NA,NA,1
"756","17:1050049|1050634",NA,1,NA
"757","17:12908896|12929046",NA,NA,1
"758","17:1364858|1365058",NA,NA,4
"759","17:1480526|1480885",NA,4,NA
"760","17:1533896|1534098",1,NA,NA
"761","17:1548295|1553149",NA,4,NA
"762","17:16101249|16101805",NA,2,NA
"763","17:1636708|1637062",NA,7,NA
"764","17:17142626|17143669",NA,NA,1
"765","17:17884633|17893810",NA,6,NA
"766","17:20204332|20205912",NA,1,NA
"767","17:21017941|21021226",NA,6,NA
"768","17:28487550|28487711",2,NA,NA
"769","17:29103598|29107189",NA,4,NA
"770","17:29115463|29115663",NA,2,NA
"771","17:29507895|29510992",NA,1,NA
"772","17:29684562|29703062",NA,1,1
"773","17:30449552|30451846",NA,7,NA
"774","17:319419|321415",NA,2,NA
"775","17:319419|327579",NA,NA,2
"776","17:31982998|31988497",NA,1,NA
"777","17:31993864|31994721",NA,NA,1
"778","17:3621056|3621236",NA,3,NA
"779","17:36952885|36953907",NA,7,5
"780","17:38395308|38395998",NA,1,NA
"781","17:3930116|3930300",1,NA,NA
"782","17:39490556|39494694",NA,1,NA
"783","17:39709812|39710481",NA,NA,1
"784","17:40647065|40647239",1,NA,NA
"785","17:41516103|41516964",NA,NA,1
"786","17:42163440|42163605",NA,NA,3
"787","17:42190184|42190757",NA,NA,1
"788","17:42291971|42295793",NA,4,NA
"789","17:42304341|42304646",NA,4,NA
"790","17:42346568|42348517",NA,3,NA
"791","17:42500706|42501304",NA,1,1
"792","17:42684229|42684410",NA,4,NA
"793","17:42712288|42713389",NA,1,NA
"794","17:42727634|42730918",NA,9,NA
"795","17:4282797|4296814",NA,3,NA
"796","17:4282797|4307123",NA,3,NA
"797","17:45096193|45097244",NA,4,NA
"798","17:45116473|45116631",NA,NA,3
"799","17:45273502|45274593",NA,NA,1
"800","17:46170854|46172232",NA,6,NA
"801","17:47618349|47619164",NA,12,NA
"802","17:47915311|47917130",NA,6,NA
"803","17:48112030|48113401",NA,9,NA
"804","17:48848082|48848300",1,NA,NA
"805","17:49311311|49312042",NA,NA,2
"806","17:49719759|49720436",NA,2,NA
"807","17:4981048|4981224",1,NA,NA
"808","17:49847736|49847894",1,NA,NA
"809","17:50741101|50741731",NA,3,NA
"810","17:51166956|51167114",1,NA,NA
"811","17:51263273|51268904",NA,10,NA
"812","17:51266181|51268904",NA,1,NA
"813","17:5240627|5240959",NA,NA,1
"814","17:5399551|5416682",NA,NA,2
"815","17:54930072|54937226",NA,1,NA
"816","17:57262192|57262376",NA,1,NA
"817","17:58212082|58212377",NA,2,NA
"818","17:58216087|58216736",NA,NA,2
"819","17:58322949|58323381",NA,NA,1
"820","17:58703195|58709990",NA,6,NA
"821","17:59353214|59353526",NA,24,7
"822","17:59764970|59773885",NA,1,NA
"823","17:59935192|59936541",NA,NA,1
"824","17:59935192|59940943",NA,4,NA
"825","17:60056881|60057047",NA,NA,2
"826","17:60623520|60633977",NA,4,NA
"827","17:61921724|61925099",NA,NA,1
"828","17:623532|627316",NA,NA,5
"829","17:62426298|62427837",NA,2,NA
"830","17:64052779|64053371",NA,2,NA
"831","17:64212573|64214242",NA,NA,1
"832","17:64519320|64526200",NA,2,NA
"833","17:64529427|64529610",NA,NA,2
"834","17:653290|661895",NA,4,NA
"835","17:6758263|6758792",NA,2,2
"836","17:67920014|67922990",NA,NA,3
"837","17:68450727|68452992",NA,7,NA
"838","17:69155018|69155925",NA,3,NA
"839","17:69193308|69193492",NA,6,NA
"840","17:69255542|69256283",NA,3,NA
"841","17:72648802|72649268",NA,1,NA
"842","17:73202999|73203793",NA,4,NA
"843","17:74762011|74763520",NA,5,NA
"844","17:74863726|74863895",NA,NA,2
"845","17:74866286|74866445",NA,NA,1
"846","17:7499038|7499491",NA,15,NA
"847","17:75049219|75059605",NA,4,NA
"848","17:75242335|75243570",NA,NA,2
"849","17:75485427|75486426",NA,NA,3
"850","17:76047905|76057543",NA,3,1
"851","17:76094413|76101863",NA,NA,1
"852","17:76097795|76098018",NA,NA,3
"853","17:76287191|76290077",NA,NA,1
"854","17:76291014|76294021",NA,3,2
"855","17:7774976|7775140",2,NA,NA
"856","17:78202498|78202751",NA,1,NA
"857","17:78392475|78398351",NA,7,NA
"858","17:78723035|78723212",3,NA,NA
"859","17:79077429|79077864",NA,9,4
"860","17:7945727|7945986",NA,4,1
"861","17:80048582|80050283",NA,3,4
"862","17:81222616|81222768",NA,2,NA
"863","17:81588943|81600427",NA,NA,2
"864","17:81855141|81855586",NA,NA,2
"865","17:82029635|82029895",1,NA,NA
"866","17:82127691|82128597",NA,NA,1
"867","17:82563353|82568201",NA,7,NA
"868","17:82563353|82571870",NA,1,NA
"869","17:82586200|82586298",1,NA,NA
"870","17:82586200|82586299",NA,1,NA
"871","17:82586200|82586395",4,1,1
"872","17:82586200|82586443",1,NA,NA
"873","17:82586200|82586493",2,NA,NA
"874","17:82586200|82586494",NA,1,NA
"875","17:8345042|8345324",1,NA,NA
"876","17:9491828|9505162",NA,5,NA
"877","18:10796953|10797373",NA,NA,1
"878","18:12366964|12371691",NA,2,NA
"879","18:12680661|12691487",NA,NA,4
"880","18:13278104|13387762",NA,3,NA
"881","18:14338276|14338427",3,NA,NA
"882","18:20986667|20986949",1,NA,NA
"883","18:20986949|20992937",NA,7,NA
"884","18:21765771|21768752",NA,1,NA
"885","18:21765771|21779685",NA,4,1
"886","18:23001585|23006432",NA,2,1
"887","18:24064139|24069271",NA,3,NA
"888","18:24064139|24083081",NA,11,NA
"889","18:24196124|24239382",NA,5,NA
"890","18:24225041|24239382",NA,NA,5
"891","18:24366891|24377535",NA,6,1
"892","18:24440495|24443152",NA,1,NA
"893","18:31832083|31839457",NA,3,NA
"894","18:32111753|32113860",NA,1,NA
"895","18:37275728|37275925",1,NA,NA
"896","18:46118180|46120060",NA,NA,1
"897","18:48619537|48636685",NA,NA,2
"898","18:49929511|49937397",NA,6,NA
"899","18:50276482|50276661",1,NA,NA
"900","18:54271359|54274090",NA,2,NA
"901","18:56779430|56816144",NA,NA,2
"902","18:62287350|62291631",NA,4,NA
"903","18:62348167|62349937",NA,5,NA
"904","18:62539680|62550460",NA,3,NA
"905","18:62941717|62945271",NA,NA,2
"906","18:64104235|64104391",NA,4,NA
"907","18:6824761|6837414",NA,NA,2
"908","18:74577029|74577267",1,NA,NA
"909","18:74630966|74641122",NA,1,NA
"910","18:74877196|74890038",NA,1,NA
"911","18:76849525|76851939",NA,10,1
"912","18:8718423|8720496",NA,NA,1
"913","18:9131973|9132222",NA,NA,1
"914","18:9182381|9195698",NA,NA,1
"915","18:9195550|9221999",NA,NA,1
"916","18:9524593|9525851",NA,37,10
"917","18:9557220|9559604",NA,1,NA
"918","18:9593767|9595153",NA,2,NA
"919","18:9887008|9887188",NA,NA,2
"920","19:10142564|10142818",NA,NA,2
"921","19:10583605|10584070",NA,4,NA
"922","19:10830378|10830532",1,NA,NA
"923","19:11113277|11113762",NA,5,NA
"924","19:11120091|11120522",NA,3,NA
"925","19:11178344|11178720",NA,6,1
"926","19:11335446|11335783",NA,10,3
"927","19:11418506|11418670",NA,3,NA
"928","19:1274440|1274627",NA,8,NA
"929","19:12928341|12928847",NA,8,5
"930","19:13025020|13025552",NA,7,1
"931","19:13075671|13075860",NA,1,NA
"932","19:13913167|13913638",NA,6,NA
"933","19:13923332|13923811",NA,1,NA
"934","19:13955911|13956522",NA,1,NA
"935","19:14135965|14136347",NA,NA,2
"936","19:14458030|14458375",NA,2,NA
"937","19:14743419|14743784",NA,9,NA
"938","19:16015359|16015704",NA,2,NA
"939","19:16081912|16086540",NA,5,NA
"940","19:16095357|16095537",NA,NA,1
"941","19:16851411|16854261",NA,NA,1
"942","19:17101659|17102557",NA,NA,1
"943","19:17276494|17276909",NA,1,NA
"944","19:17497254|17497464",NA,NA,4
"945","19:17516172|17517850",NA,4,NA
"946","19:17517287|17517850",NA,1,NA
"947","19:17877722|17878093",NA,5,NA
"948","19:18175039|18175697",NA,NA,1
"949","19:18356011|18356175",NA,6,NA
"950","19:18537600|18538436",NA,29,7
"951","19:18539370|18539720",NA,6,6
"952","19:18735643|18735801",NA,2,NA
"953","19:18851129|18851298",NA,NA,1
"954","19:19198723|19198910",NA,NA,3
"955","19:19202044|19202330",NA,7,NA
"956","19:19354445|19354614",1,NA,NA
"957","19:19640084|19640571",NA,5,NA
"958","19:21839518|21839808",NA,1,NA
"959","19:22035550|22035702",NA,NA,1
"960","19:28385937|28386111",NA,NA,2
"961","19:29985222|29986417",NA,NA,1
"962","19:31979915|31980108",NA,8,NA
"963","19:32915336|32918339",NA,7,5
"964","19:32959899|32966466",NA,2,NA
"965","19:33002246|33003000",NA,3,NA
"966","19:33511027|33512776",NA,2,NA
"967","19:3381711|3382243",NA,2,NA
"968","19:34221506|34221738",NA,2,NA
"969","19:3425105|3435207",NA,2,NA
"970","19:3425177|3425335",1,NA,NA
"971","19:3433517|3435207",NA,3,NA
"972","19:34396300|34396657",NA,6,NA
"973","19:35730867|35731088",NA,3,NA
"974","19:35869810|35869978",1,NA,NA
"975","19:3660965|3662001",NA,NA,3
"976","19:37189660|37190150",NA,2,NA
"977","19:38141183|38142710",NA,2,NA
"978","19:39453355|39453521",NA,8,2
"979","19:39838792|39839034",NA,NA,2
"980","19:40412074|40412260",NA,NA,3
"981","19:40458154|40458545",NA,4,6
"982","19:40583397|40583717",NA,5,NA
"983","19:40705095|40705447",NA,8,1
"984","19:40736985|40737769",NA,20,NA
"985","19:4100810|4101018",NA,1,NA
"986","19:41248513|41248820",NA,2,NA
"987","19:41292244|41292511",NA,3,NA
"988","19:42369002|42369173",NA,NA,2
"989","19:43497117|43497876",NA,11,NA
"990","19:44873915|44874478",NA,1,NA
"991","19:45025328|45025737",NA,1,NA
"992","19:4517376|4517553",1,NA,NA
"993","19:45263112|45263367",NA,9,6
"994","19:45277922|45278615",NA,7,NA
"995","19:45398004|45398339",NA,2,NA
"996","19:45419250|45419410",NA,NA,2
"997","19:45517662|45518094",NA,NA,6
"998","19:46745593|46745756",1,NA,NA
"999","19:47084344|47085414",NA,4,NA
"1000","19:47086383|47090189",NA,1,NA
"1001","19:47157181|47157395",1,NA,2
"1002","19:47264602|47264946",NA,16,8
"1003","19:47362475|47362693",NA,3,NA
"1004","19:48149762|48150210",NA,5,NA
"1005","19:48154215|48154392",NA,3,NA
"1006","19:48636691|48636855",1,NA,NA
"1007","19:48985460|48987385",NA,9,NA
"1008","19:49133371|49133563",NA,NA,3
"1009","19:49168736|49168895",1,NA,NA
"1010","19:50398850|50399484",NA,4,14
"1011","19:5047475|5082504",NA,8,NA
"1012","19:52170190|52170359",1,NA,NA
"1013","19:52282110|52283413",NA,NA,3
"1014","19:54121672|54121835",NA,1,NA
"1015","19:55179936|55180116",1,NA,NA
"1016","19:5604582|5604936",NA,7,5
"1017","19:56810228|56810413",2,NA,NA
"1018","19:680812|680986",NA,NA,1
"1019","19:7172289|7174731",NA,NA,1
"1020","19:8371055|8371522",NA,6,NA
"1021","19:8455404|8463686",NA,25,6
"1022","2:100948234|100949480",NA,1,NA
"1023","2:101050400|101059539",NA,2,NA
"1024","2:101288972|101295181",NA,4,NA
"1025","2:101885186|101887237",NA,5,NA
"1026","2:102723699|102726974",NA,1,NA
"1027","2:10419733|10420135",NA,1,4
"1028","2:108184274|108184457",1,NA,NA
"1029","2:108672324|108673029",NA,1,NA
"1030","2:110545068|110545631",NA,NA,1
"1031","2:112299848|112300029",NA,54,4
"1032","2:112550865|112552816",NA,4,NA
"1033","2:113939958|113942359",NA,1,NA
"1034","2:11765532|11767858",NA,4,NA
"1035","2:11805156|11805307",4,NA,NA
"1036","2:120019076|120042110",NA,2,NA
"1037","2:120278614|120289757",NA,2,NA
"1038","2:121367421|121367587",NA,1,NA
"1039","2:121605700|121606180",NA,1,NA
"1040","2:121757239|121761524",NA,5,NA
"1041","2:127768188|127771004",NA,2,NA
"1042","2:127989563|127989866",NA,2,NA
"1043","2:128010268|128013154",NA,NA,1
"1044","2:128186682|128187614",NA,NA,4
"1045","2:135313488|135315530",NA,3,NA
"1046","2:135769768|135770735",NA,1,NA
"1047","2:147896300|147899898",NA,4,NA
"1048","2:147972738|147975975",NA,5,NA
"1049","2:148769240|148769408",NA,4,NA
"1050","2:148968007|148968730",NA,NA,2
"1051","2:151414822|151416901",1,4,NA
"1052","2:157049148|157049302",NA,NA,2
"1053","2:158661450|158661611",NA,3,NA
"1054","2:159373044|159374753",NA,4,NA
"1055","2:159389344|159400664",NA,3,NA
"1056","2:159967538|159969359",NA,NA,3
"1057","2:159967538|159987358",NA,7,NA
"1058","2:160123790|160126601",NA,9,2
"1059","2:16073442|16073690",NA,NA,1
"1060","2:161179613|161204793",NA,3,NA
"1061","2:161367477|161371322",NA,4,NA
"1062","2:161371322|161371479",3,NA,NA
"1063","2:161771054|161771245",NA,NA,1
"1064","2:164743686|164779785",NA,2,NA
"1065","2:168129540|168140758",NA,2,NA
"1066","2:168715129|168715394",NA,NA,1
"1067","2:168715129|168715476",NA,NA,1
"1068","2:169307280|169320884",NA,NA,1
"1069","2:169318761|169320884",NA,2,NA
"1070","2:171028338|171046362",NA,NA,2
"1071","2:171081639|171117857",NA,5,NA
"1072","2:171925536|171953001",NA,4,NA
"1073","2:17708638|17731139",NA,NA,1
"1074","2:177697331|177701211",NA,5,NA
"1075","2:177816828|177840383",NA,3,1
"1076","2:178324269|178324527",3,NA,NA
"1077","2:183001952|183023916",NA,3,NA
"1078","2:200416378|200419496",NA,3,NA
"1079","2:200419249|200419496",NA,3,NA
"1080","2:201307518|201309250",NA,4,NA
"1081","2:205440369|205440672",NA,13,NA
"1082","2:207976650|207977586",NA,1,NA
"1083","2:21023219|21023524",NA,2,NA
"1084","2:211722392|211725194",NA,1,NA
"1085","2:215370115|215370293",NA,NA,1
"1086","2:219210533|219210710",NA,2,NA
"1087","2:219301984|219302136",1,NA,NA
"1088","2:219638253|219638436",1,NA,NA
"1089","2:221482351|221501172",NA,1,NA
"1090","2:223894233|223895630",NA,2,NA
"1091","2:226906792|226914351",NA,5,2
"1092","2:229768615|229771632",NA,2,NA
"1093","2:23027707|23027866",NA,NA,4
"1094","2:231460151|231460866",NA,NA,1
"1095","2:235740962|235750488",NA,NA,1
"1096","2:235883344|235908906",NA,2,1
"1097","2:235930764|235968623",NA,4,NA
"1098","2:238093860|238094522",NA,NA,1
"1099","2:23823257|23823569",NA,14,5
"1100","2:239176412|239352918",NA,2,NA
"1101","2:23958300|23984831",NA,6,NA
"1102","2:23982895|23984831",NA,NA,1
"1103","2:24076969|24077144",NA,1,NA
"1104","2:24082784|24083000",1,NA,NA
"1105","2:241342991|241348191",NA,1,NA
"1106","2:241343751|241348191",NA,4,1
"1107","2:241799154|241799307",2,NA,NA
"1108","2:24564294|24584560",NA,NA,2
"1109","2:25133014|25133182",6,NA,NA
"1110","2:25576837|25580826",NA,18,NA
"1111","2:25576837|25596240",NA,2,NA
"1112","2:25607235|25628384",NA,1,NA
"1113","2:25799384|25806337",NA,NA,3
"1114","2:26098661|26109906",NA,NA,4
"1115","2:26373366|26375148",NA,2,NA
"1116","2:27493736|27493929",NA,NA,1
"1117","2:28783906|28788809",NA,2,NA
"1118","2:30525586|30533314",NA,6,NA
"1119","2:30757843|30758045",1,NA,NA
"1120","2:31375379|31377237",NA,9,NA
"1121","2:31387810|31398699",NA,1,NA
"1122","2:32114637|32116212",NA,3,NA
"1123","2:32510525|32513154",NA,NA,2
"1124","2:33585159|33585311",NA,NA,1
"1125","2:36441257|36442735",NA,4,NA
"1126","2:36441257|36464655",NA,1,NA
"1127","2:37037854|37041292",NA,2,NA
"1128","2:37049652|37057480",NA,7,NA
"1129","2:37056439|37057480",NA,3,NA
"1130","2:37119958|37122664",NA,3,1
"1131","2:38880178|38881578",NA,1,NA
"1132","2:42718987|42723035",NA,2,NA
"1133","2:43428099|43430302",NA,2,NA
"1134","2:43505621|43527988",NA,6,NA
"1135","2:43789632|43794643",NA,2,NA
"1136","2:43912431|43918398",NA,6,NA
"1137","2:46974972|46978907",NA,3,NA
"1138","2:47005921|47029384",NA,1,NA
"1139","2:47822217|47823360",NA,6,NA
"1140","2:53794344|53796013",NA,4,NA
"1141","2:54948881|54950779",NA,3,NA
"1142","2:61115978|61118116",NA,6,NA
"1143","2:61178980|61186497",NA,9,NA
"1144","2:61300950|61301454",NA,3,NA
"1145","2:61522610|61533903",NA,6,NA
"1146","2:61883458|61885072",NA,1,NA
"1147","2:63856305|63857936",NA,59,11
"1148","2:63949036|63965966",NA,5,NA
"1149","2:65001447|65010763",NA,8,NA
"1150","2:69363544|69374113",NA,NA,1
"1151","2:69988741|69996888",NA,1,NA
"1152","2:71520208|71520373",1,NA,NA
"1153","2:71526219|71528401",NA,3,NA
"1154","2:72718102|72733118",NA,1,NA
"1155","2:74657951|74658139",1,NA,NA
"1156","2:75518055|75522487",NA,NA,2
"1157","2:87146629|87146795",1,NA,NA
"1158","2:94874108|94874326",NA,NA,2
"1159","2:9521202|9523338",NA,2,NA
"1160","2:96019700|96019866",NA,5,NA
"1161","2:96842059|96842511",NA,4,NA
"1162","2:99194750|99195756",NA,4,NA
"1163","2:99462495|99464985",NA,6,NA
"1164","20:13569506|13587370",NA,NA,4
"1165","20:18551088|18554390",NA,4,NA
"1166","20:19956614|19960811",NA,NA,1
"1167","20:19990005|19992299",NA,1,NA
"1168","20:19990311|19990520",2,NA,NA
"1169","20:20026919|20027086",1,NA,NA
"1170","20:21340720|21346550",NA,3,NA
"1171","20:21365420|21368590",NA,7,NA
"1172","20:2948024|2948196",NA,NA,2
"1173","20:2986764|2988474",NA,1,NA
"1174","20:30350139|30350331",NA,NA,1
"1175","20:32316217|32316874",NA,4,NA
"1176","20:32366383|32369123",NA,10,NA
"1177","20:32788853|32792770",NA,NA,4
"1178","20:33619516|33623296",NA,NA,2
"1179","20:34096656|34098633",NA,1,NA
"1180","20:35016007|35021356",NA,1,NA
"1181","20:35630438|35631034",NA,2,NA
"1182","20:35655201|35658982",NA,2,NA
"1183","20:35655201|35659014",NA,5,NA
"1184","20:35729311|35732135",NA,5,NA
"1185","20:35842572|35858381",NA,3,NA
"1186","20:36607714|36609730",NA,13,NA
"1187","20:36632378|36632594",3,NA,NA
"1188","20:37047052|37055656",NA,2,NA
"1189","20:37508858|37509103",2,NA,NA
"1190","20:41112781|41114155",NA,NA,3
"1191","20:41267462|41269083",NA,7,NA
"1192","20:41512845|41514952",NA,5,1
"1193","20:41512845|41533570",NA,NA,1
"1194","20:45802057|45802220",NA,NA,1
"1195","20:47736702|47757463",NA,5,NA
"1196","20:48011038|48011248",1,NA,NA
"1197","20:48649703|48649995",1,NA,NA
"1198","20:48953555|48963898",NA,6,1
"1199","20:50581460|50581646",NA,NA,2
"1200","20:51712965|51729978",NA,2,NA
"1201","20:55468214|55469111",NA,NA,2
"1202","20:58438944|58441083",NA,11,3
"1203","20:58714670|58714894",2,NA,NA
"1204","20:62139074|62140944",NA,1,NA
"1205","20:62286582|62289330",NA,5,1
"1206","20:62336229|62336339",1,NA,NA
"1207","20:63354375|63354532",1,NA,NA
"1208","20:63680719|63680949",NA,1,NA
"1209","20:63775677|63790790",NA,5,NA
"1210","21:10552716|10552869",NA,NA,1
"1211","21:15014343|15043574",NA,10,3
"1212","21:15194134|15194335",1,NA,NA
"1213","21:15762890|15766141",NA,NA,1
"1214","21:15762890|15791664",NA,2,NA
"1215","21:18312567|18312944",2,NA,NA
"1216","21:26021839|26022042",NA,2,NA
"1217","21:26050999|26112146",NA,3,NA
"1218","21:29321220|29321514",NA,3,NA
"1219","21:33432176|33432871",NA,8,NA
"1220","21:33818266|33829745",NA,5,NA
"1221","21:34834409|34859578",NA,2,NA
"1222","21:36247516|36248568",NA,5,1
"1223","21:36263545|36270157",NA,NA,1
"1224","21:37072636|37072990",NA,6,NA
"1225","21:41225695|41225851",NA,NA,2
"1226","21:41488393|41489593",NA,NA,1
"1227","21:41854565|41860372",NA,3,NA
"1228","21:42137641|42137764",1,NA,NA
"1229","21:42477094|42477290",NA,2,NA
"1230","21:42477176|42477290",1,NA,NA
"1231","21:42554061|42559089",NA,1,NA
"1232","21:42883605|42886959",NA,NA,1
"1233","21:43417365|43417542",NA,NA,1
"1234","21:43644288|43656737",NA,1,NA
"1235","21:44290068|44290237",1,NA,NA
"1236","21:44401897|44402630",NA,NA,4
"1237","21:44424939|44425105",NA,NA,2
"1238","21:44424939|44425119",NA,NA,1
"1239","21:46318559|46318784",1,NA,NA
"1240","21:46349011|46349820",NA,18,4
"1241","21:46412992|46413112",NA,NA,1
"1242","21:8409390|8409549",1,NA,NA
"1243","22:17103577|17103801",NA,NA,1
"1244","22:17145023|17149745",NA,12,NA
"1245","22:17655661|17689142",NA,NA,2
"1246","22:19383619|19385736",NA,2,NA
"1247","22:20010285|20010454",NA,NA,2
"1248","22:20974296|20974415",NA,1,NA
"1249","22:23292540|23295155",NA,6,NA
"1250","22:23659864|23683867",NA,NA,3
"1251","22:23791755|23793688",NA,1,NA
"1252","22:24035443|24038461",NA,1,NA
"1253","22:24302194|24313466",NA,13,NA
"1254","22:24334409|24338477",NA,NA,2
"1255","22:25375812|25376008",NA,4,NA
"1256","22:25375812|25381578",NA,4,NA
"1257","22:25455711|25459515",NA,2,NA
"1258","22:25661575|25674528",NA,4,NA
"1259","22:25678815|25690283",NA,1,NA
"1260","22:29121356|29125416",NA,4,NA
"1261","22:29738329|29742480",NA,1,NA
"1262","22:29793359|29793676",NA,4,NA
"1263","22:29978441|29991670",NA,5,NA
"1264","22:30009129|30009479",NA,2,NA
"1265","22:30946850|30947013",NA,NA,1
"1266","22:31648100|31650778",NA,NA,2
"1267","22:31758545|31765060",NA,2,NA
"1268","22:31758545|31778168",NA,1,NA
"1269","22:31821501|31838845",NA,1,NA
"1270","22:36872425|36872580",1,NA,NA
"1271","22:37052632|37052783",1,NA,NA
"1272","22:37060922|37061097",NA,1,NA
"1273","22:37311064|37311215",1,NA,NA
"1274","22:37311064|37311216",2,NA,NA
"1275","22:37687909|37688992",NA,2,NA
"1276","22:37768073|37769375",NA,4,NA
"1277","22:37977866|37978652",NA,NA,1
"1278","22:39501724|39501878",1,NA,NA
"1279","22:40270121|40273600",NA,5,NA
"1280","22:40409018|40409129",NA,NA,1
"1281","22:41274346|41274599",NA,3,NA
"1282","22:41342528|41343576",NA,7,3
"1283","22:41808874|41810291",NA,6,NA
"1284","22:41808874|41813822",NA,NA,2
"1285","22:42909426|42912157",NA,NA,4
"1286","22:45323427|45323585",NA,NA,1
"1287","22:45328063|45328391",10,7,20
"1288","22:45729424|45740538",NA,3,NA
"1289","22:46626750|46637960",NA,15,NA
"1290","22:46974289|46997709",NA,NA,2
"1291","22:50504031|50504339",NA,2,NA
"1292","3:100732507|100736716",NA,5,NA
"1293","3:101731839|101732654",NA,4,NA
"1294","3:11014184|11014385",NA,NA,3
"1295","3:113488944|113506605",NA,NA,1
"1296","3:113901030|113904272",NA,5,NA
"1297","3:113901146|113901317",NA,NA,1
"1298","3:114900303|115071414",NA,4,NA
"1299","3:119500694|119504021",NA,15,NA
"1300","3:119500694|119513719",NA,8,NA
"1301","3:119503531|119513719",NA,1,NA
"1302","3:120908800|120908981",1,NA,NA
"1303","3:122425658|122425841",NA,NA,1
"1304","3:123124065|123124343",NA,3,NA
"1305","3:123124065|123130616",NA,2,2
"1306","3:12572068|12572373",NA,2,NA
"1307","3:125848229|125848447",NA,1,NA
"1308","3:126109943|126125721",NA,2,NA
"1309","3:126647006|126647235",1,NA,NA
"1310","3:127710575|127722566",NA,NA,1
"1311","3:129265548|129267099",NA,2,1
"1312","3:129458598|129464781",NA,4,NA
"1313","3:129857249|129880559",NA,8,NA
"1314","3:129880308|129880559",NA,3,NA
"1315","3:131162407|131170887",NA,1,NA
"1316","3:131468090|131471279",NA,NA,1
"1317","3:134188836|134195182",NA,15,NA
"1318","3:136260478|136262065",NA,NA,1
"1319","3:136604308|136604473",NA,2,3
"1320","3:138284430|138290639",NA,1,NA
