"","circ_id","mma1","mma2","mma3"
"1","1:100007729|100007915",NA,NA,"15.000"
"1355","12:90871990|90887332",NA,NA,"41.000"
"1356","12:90885615|90887332","11.000",NA,NA
"1357","12:92510290|92594125","2.000",NA,NA
"1358","12:92586570|92642888","2.000",NA,NA
"1359","12:93105716|93175788","8.000",NA,NA
"1360","12:93172399|93175788","3.000","50.000",NA
"1361","12:9330400|9334682","5.000",NA,NA
"1362","12:93434220|93504654","1.000",NA,NA
"1363","12:94743179|94921635","3.000",NA,NA
"1364","12:9482744|9532409","3.000",NA,NA
"1365","12:95142833|95147927","2.000",NA,NA
"1366","12:95155497|95168795","6.000",NA,NA
"1367","12:95401825|95402761","9.000","33.000","42.000"
"1368","12:9556326|9586592","4.000",NA,NA
"1369","12:95684863|95691370","13.000","13.000",NA
"1370","12:95687248|95717899","2.000",NA,NA
"1371","12:9654008|9673629","3.000",NA,NA
"1372","12:97406671|97475083",NA,NA,"11.000"
"1373","12:97429503|97475083","3.000",NA,NA
"1374","12:97429503|97475869","3.000",NA,NA
"1375","12:97434039|97475083","3.000",NA,"24.000"
"1376","12:97473966|97475083","52.000","29.000",NA
"1377","12:9876603|9876742",NA,NA,"8.000"
"1378","12:98931488|98940963","3.000",NA,NA
"1379","12:99267691|99312537","11.000",NA,NA
"1380","13:101805240|101834053","1.000",NA,NA
"1381","13:105464037|105464369","1.000",NA,NA
"1382","13:1162034|1166036","3.000",NA,NA
"1383","13:12146896|12147215",NA,NA,"17.000"
"1384","13:12155097|12164226","2.000",NA,NA
"1385","13:12161336|12168230","3.000",NA,NA
"1386","13:12433070|12433636","12.000",NA,NA
"1387","13:12445019|12445331","2.000",NA,NA
"1388","13:12461948|12463523","1.000",NA,NA
"1389","13:12472264|12535572","4.000",NA,NA
"1390","13:13245720|13247198","7.000",NA,NA
"1391","13:13245720|13263230","1.000",NA,NA
"1392","13:13256863|13270553","4.000",NA,NA
"1393","13:13262517|13270553","2.000",NA,NA
"1394","13:14547020|14572630","5.000",NA,NA
"1395","13:1495209|1498960","4.000",NA,NA
"1396","13:15028208|15093432","4.000",NA,NA
"1397","13:15186423|15196795",NA,"68.000",NA
"1398","13:15289116|15292339","1.000",NA,NA
"1399","13:15324554|15334451","6.000",NA,NA
"1400","13:1541438|1566355","4.000",NA,NA
"1401","13:15462650|15464603",NA,NA,"13.000"
"1402","13:15660588|15668767","5.000",NA,NA
"1403","13:15726482|15743181","3.000",NA,NA
"1404","13:16654580|16656637","6.000",NA,NA
"1405","13:16658419|16700107","2.000",NA,NA
"1406","13:19033448|19035321",NA,NA,"29.000"
"1407","13:19135295|19148209","4.000",NA,NA
"1408","13:2012989|2015089","3.000",NA,NA
"1409","13:22316401|22319903","4.000",NA,NA
"1410","13:22367601|22369150","5.000",NA,NA
"1411","13:22378888|22379197","2.000",NA,NA
"1412","13:23111575|23114756","4.000",NA,NA
"1413","13:23439724|23462481","1.000",NA,NA
"1414","13:23443061|23445790","2.000",NA,NA
"1415","13:23454346|23455178","4.000",NA,NA
"1416","13:23671817|23728507","3.000",NA,NA
"1417","13:2860308|2877229",NA,NA,"7.000"
"1418","13:2860308|2912406","3.000",NA,NA
"1419","13:2898005|2922379","2.000",NA,NA
"1420","13:291064|294790",NA,NA,"28.000"
"1421","13:2976807|2980250",NA,NA,"8.000"
"1422","13:3199107|3202973","3.000",NA,NA
"1423","13:3221779|3224808","1.000",NA,NA
"1424","13:3221779|3233882","4.000",NA,NA
"1425","13:3231678|3256834","5.000",NA,NA
"1426","13:3263498|3270714","5.000",NA,NA
"1427","13:33828089|33828261","5.000",NA,NA
"1428","13:35202030|35250231","4.000",NA,NA
"1429","13:35282743|35284608",NA,"1.000","22.000"
"1430","13:35333051|35357840","2.000",NA,NA
"1431","13:36052715|36076216","1.000",NA,NA
"1432","13:36060820|36076216","5.000",NA,NA
"1433","13:36212717|36227515","4.000","9.000",NA
"1434","13:3670390|3845823",NA,NA,"8.000"
"1435","13:37377453|37393983",NA,NA,"13.000"
"1436","13:37409411|37427367","7.000",NA,NA
"1437","13:37409411|37435125","1.000",NA,NA
"1438","13:37409411|37441834","2.000",NA,NA
"1439","13:37420524|37427367","33.000",NA,NA
"1440","13:37420524|37435125",NA,"22.000",NA
"1441","13:37420524|37442160","3.000",NA,NA
"1442","13:37440315|37441834","4.000",NA,NA
"1443","13:3840884|3841712","7.000",NA,NA
"1444","13:3840884|3843177","11.000",NA,NA
"1445","13:3840884|3845823","10.000",NA,NA
"1446","13:38494899|38495605",NA,NA,"17.000"
"1447","13:38533884|38537319","2.000",NA,NA
"1448","13:38537220|38543520","10.000",NA,NA
"1449","13:38538742|38543520","5.000",NA,NA
"1450","13:38578731|38581249","5.000",NA,NA
"1451","13:38683241|38685334","7.000",NA,NA
"1452","13:38683241|38719606","2.000",NA,NA
"1453","13:38789976|38804307",NA,NA,"30.000"
"1454","13:38809323|38858545","4.000",NA,NA
"1455","13:38981032|38987314","3.000",NA,NA
"1456","13:39268307|39273644",NA,"9.000",NA
"1457","13:39366003|39371799",NA,"3.000",NA
"1458","13:39437592|39443035","8.000",NA,NA
"1459","13:39437592|39451950","2.000",NA,NA
"1460","13:39444814|39451950",NA,NA,"23.000"
"1461","13:39463661|39464321","4.000",NA,NA
"1462","13:40245308|40288757","7.000",NA,NA
"1463","13:40260600|40288757","1.000",NA,NA
"1464","13:44139417|44140358","6.000",NA,NA
"1465","13:44220843|44222810",NA,"7.000",NA
"1466","13:44662880|44673959","2.000",NA,NA
"1467","13:44788359|44803546","2.000",NA,NA
"1468","13:44788359|44833096",NA,NA,"19.000"
"1469","13:44788359|44865356","6.000",NA,NA
"1470","13:44897363|44946359",NA,NA,"32.000"
"1471","13:44921401|44931398","2.000",NA,NA
"1472","13:45216904|45302546","8.000",NA,NA
"1473","13:45294351|45302546","3.000",NA,NA
"1474","13:45345434|45408172",NA,NA,"6.000"
"1475","13:45381646|45382256","2.000",NA,NA
"1476","13:47234066|47245916","17.000",NA,NA
"1477","13:47238835|47245916",NA,NA,"24.000"
"1478","13:47263751|47266350","4.000",NA,"16.000"
"1479","13:47263751|47267731","9.000",NA,"53.000"
"1480","13:47263751|47276587","3.000",NA,NA
"1481","13:47270041|47275276","7.000",NA,NA
"1482","13:47271460|47275276","11.000",NA,NA
"1483","13:47276452|47284772","8.000",NA,NA
"1484","13:47402712|47452146",NA,NA,"24.000"
"1485","13:47445311|47462587","4.000",NA,NA
"1486","13:47445311|47465507","7.000",NA,NA
"1487","13:47471885|47478285","3.000",NA,NA
"1488","13:47503566|47516862","8.000",NA,NA
"1489","13:4754190|4755432","1.000",NA,"23.000"
"1490","13:47582838|47594379","5.000",NA,NA
"1491","13:47776528|47777223","5.000",NA,NA
"1492","13:47899029|47900792","7.000",NA,NA
"1493","13:48034307|48035648","5.000",NA,NA
"1494","13:48055757|48057700","5.000",NA,NA
"1495","13:4855319|4864741","4.000",NA,NA
"1496","13:49843448|49961432",NA,NA,"10.000"
"1497","13:49870095|49961432",NA,NA,"12.000"
"1498","13:49976170|50035642",NA,NA,"30.000"
"1499","13:50035235|50035642",NA,NA,"18.000"
"1500","13:50035235|50041818",NA,NA,"23.000"
"1501","13:50533672|50569513","5.000",NA,"38.000"
"1502","13:50620938|50649691","3.000",NA,NA
"1503","13:50677730|50683695","9.000",NA,NA
"1504","13:5068719|5076162","17.000","84.000","17.000"
"1505","13:5068719|5077975",NA,"52.000",NA
"1506","13:5068766|5076162","7.000",NA,NA
"1507","13:50716474|50716615",NA,"37.000",NA
"1508","13:5073072|5076162",NA,NA,"30.000"
"1509","13:53001190|53002727","1.000",NA,NA
"1510","13:53002243|53006426","7.000",NA,NA
"1511","13:53388215|53401249","7.000",NA,NA
"1512","13:53641097|53644239","7.000",NA,NA
"1513","13:54733854|54734706","7.000",NA,NA
"1514","13:54746153|54747624",NA,"19.000",NA
"1515","13:54748968|54751907","4.000",NA,NA
"1516","13:54748968|54755885","22.000",NA,"14.000"
"1517","13:54755698|54760799",NA,NA,"17.000"
"1518","13:54756511|54760799","5.000",NA,NA
"1519","13:54799030|54809809","3.000",NA,NA
"1520","13:54916361|54930950","2.000",NA,NA
"1521","13:60262836|60268201","5.000",NA,NA
"1522","13:60365566|60367906",NA,"23.000",NA
"1523","13:60379110|60413434","10.000",NA,NA
"1524","13:60943146|60943865","3.000",NA,NA
"1525","13:60952499|60953645","3.000",NA,NA
"1526","13:61321839|61370820","5.000",NA,NA
"1527","13:61347754|61390284","1.000",NA,NA
"1528","13:61386477|61390284","7.000",NA,NA
"1529","13:61950659|61951569",NA,NA,"20.000"
"1530","13:6283130|6300371",NA,"48.000",NA
"1531","13:63243862|63249691","3.000",NA,NA
"1532","13:63376361|63382228","3.000",NA,NA
"1533","13:64451782|64469073",NA,NA,"35.000"
"1534","13:64821666|64830769","1.000",NA,NA
"1535","13:64841673|64886874","5.000",NA,NA
"1536","13:65221004|65224330","3.000",NA,NA
"1537","13:65221004|65225686","5.000",NA,NA
"1538","13:65221004|65358711","16.000",NA,NA
"1539","13:65390156|65391485",NA,NA,"12.000"
"1540","13:66125646|66151615","1.000",NA,NA
"1541","13:66498118|66521304","4.000",NA,NA
"1542","13:66537332|66540932","11.000",NA,NA
"1543","13:68447929|68449761","8.000",NA,NA
"1544","13:68447932|68449761","5.000",NA,NA
"1545","13:697917|699145",NA,NA,"18.000"
"1546","13:69868013|69881368","3.000",NA,NA
"1547","13:70055337|70076357","3.000",NA,NA
"1548","13:70598690|70607282","7.000",NA,NA
"1549","13:70896669|70943580",NA,NA,"14.000"
"1550","13:71593016|71594000","44.000","33.000",NA
"1551","13:71643023|71645279","2.000",NA,NA
"1552","13:71910813|71919333","4.000","19.000",NA
"1553","13:71913882|71928210",NA,NA,"14.000"
"1554","13:71917126|71919333","9.000",NA,NA
"1555","13:71991250|72000328","3.000",NA,NA
"1556","13:72405966|72533035",NA,"56.000",NA
"1557","13:72463068|72533035","5.000",NA,NA
"1558","13:72485265|72533035","2.000",NA,NA
"1559","13:75393716|75409014","4.000",NA,NA
"1560","13:76029265|76060365","7.000",NA,NA
"1561","13:76107328|76188140",NA,NA,"4.000"
"1562","13:76211674|76232291","1.000",NA,NA
"1563","13:76298498|76308852","9.000",NA,NA
"1564","13:76308634|76363007","4.000",NA,NA
"1565","13:76311417|76395379",NA,NA,"30.000"
"1566","13:76331592|76363007","13.000",NA,NA
"1567","13:76385138|76389394","5.000",NA,NA
"1568","13:76423750|76427870","10.000",NA,NA
"1569","13:76426910|76427870","3.000",NA,NA
"1570","13:76428907|76433356","8.000",NA,NA
"1571","13:76451941|76458034","2.000",NA,NA
"1572","13:76469995|76498374","5.000",NA,NA
"1573","13:76487911|76489306","2.000",NA,NA
"1574","13:76686221|76697483","1.000",NA,NA
"1575","13:76702208|76720077",NA,"14.000",NA
"1576","13:76766636|76795397","1.000",NA,NA
"1577","13:76779401|76795402","6.000",NA,NA
"1578","13:76963519|76978003","8.000",NA,NA
"1579","13:76975140|77031974","3.000",NA,NA
"1580","13:772939|779830","3.000",NA,NA
"1581","13:77497351|77502657","7.000",NA,NA
"1582","13:77514920|77521574","8.000",NA,NA
"1583","13:77524716|77531773",NA,"1.000","42.000"
"1584","13:79764665|79824016",NA,NA,"26.000"
"1585","13:79809759|79814316","7.000",NA,NA
"1586","13:79809759|79824016","1.000",NA,NA
"1587","13:79994443|80016218","4.000",NA,NA
"1588","13:80766739|80766915","5.000",NA,NA
"1589","13:81376272|81376823","2.000",NA,NA
"1590","13:81513901|81515604","1.000",NA,NA
"1591","13:82663273|82664560","3.000",NA,NA
"1592","13:82852219|82852608","2.000",NA,NA
"1593","13:82955740|82965097","3.000",NA,NA
"1594","13:83210543|83215698","4.000",NA,NA
"1595","13:83339378|83380686","1.000",NA,NA
"1596","13:83339378|83400328",NA,"48.000",NA
"1597","13:83347786|83348000",NA,NA,"22.000"
"1598","13:83347786|83400328","2.000",NA,NA
"1599","13:83369385|83400328","3.000",NA,NA
"1600","13:83380531|83400328",NA,NA,"19.000"
"1601","13:83543668|83550388",NA,"38.000",NA
"1602","13:84246230|84246633","3.000",NA,NA
"1603","13:84246230|84249302",NA,"52.000",NA
"1604","13:84258765|84260586","4.000",NA,NA
"1605","13:84281856|84284643",NA,NA,"17.000"
"1606","13:84318076|84348479","11.000","5.000","25.000"
"1607","13:84325650|84348479","4.000",NA,NA
"1608","13:84348322|84380015","3.000",NA,NA
"1609","13:84409615|84430306","22.000","30.000",NA
"1610","13:84422623|84430306","2.000",NA,NA
"1611","13:84689398|84705536","1.000",NA,NA
"1612","13:84838779|84850218","11.000",NA,NA
"1613","13:84838779|84861041","5.000",NA,NA
"1614","13:84845510|84850218","2.000",NA,NA
"1615","13:85020841|85045805","6.000",NA,NA
"1616","13:85028320|85034113","1.000",NA,NA
"1617","13:85109007|85128031","5.000",NA,NA
"1618","13:85109007|85146619","10.000",NA,NA
"1619","13:85123150|85146619","3.000",NA,NA
"1620","13:85170511|85184827","8.000",NA,NA
"1621","13:85170511|85194124",NA,"14.000",NA
"1622","13:85170511|85205880","1.000",NA,NA
"1623","13:85181036|85184827","3.000",NA,NA
"1624","13:85181036|85205880","6.000",NA,NA
"1625","13:85184691|85194124","1.000",NA,NA
"1626","13:88675325|88725538","8.000",NA,NA
"1627","13:91260959|91262509","7.000",NA,NA
"1628","13:916102|935637","5.000",NA,NA
"1629","13:931196|950400",NA,"5.000",NA
"1630","13:93350471|93357407","25.000",NA,"47.000"
"1631","13:93350471|93529398","2.000",NA,NA
"1632","13:93350471|93537679",NA,NA,"30.000"
"1633","13:93374119|93422769","3.000",NA,NA
"1634","13:96982406|96984657","10.000",NA,NA
"1635","13:97037739|97038018",NA,NA,"25.000"
"1636","13:97551960|97556991",NA,NA,"13.000"
"1637","13:97966516|97967986",NA,NA,"8.000"
"1638","13:97986627|97997960","4.000",NA,NA
"1639","13:98082648|98091283","4.000",NA,NA
"1640","13:98153216|98159714","5.000",NA,NA
"1641","13:98761457|98774014","1.000",NA,NA
"1642","13:9886655|9894694","5.000",NA,NA
"1643","13:99172638|99173306","3.000",NA,NA
"1644","13:99311227|99321986","4.000",NA,NA
"1645","14:100665578|100667654","1.000",NA,NA
"1646","14:101276563|101299668","11.000",NA,NA
"1647","14:101290707|101299668","3.000",NA,NA
"1648","14:101411868|101413169","3.000",NA,NA
"1649","14:101427160|101427990","2.000",NA,NA
"1650","14:101433461|101437199","6.000",NA,NA
"1651","14:101474696|101483106","23.000",NA,NA
"1652","14:101474696|101555090","2.000",NA,NA
"1653","14:101496444|101510946","3.000",NA,NA
"1654","14:101513383|101575576","3.000",NA,NA
"1655","14:101546175|101569792","2.000",NA,NA
"1656","14:101564344|101569792","2.000",NA,NA
"1657","14:101571192|101586726","7.000",NA,NA
"1658","14:101950971|101958589","5.000",NA,NA
"1659","14:101958123|101958589","7.000",NA,NA
"1660","14:10220926|10222597","3.000",NA,NA
"1661","14:103317163|103317915","2.000",NA,NA
"1662","14:103437064|103452960","4.000",NA,NA
"1663","14:10345846|10346202",NA,"20.000","14.000"
"1664","14:10348462|10353110","4.000",NA,NA
"1665","14:104920977|104929659",NA,NA,"13.000"
"1666","14:10598120|10598470","2.000",NA,NA
"1667","14:10662375|10662851",NA,"45.000",NA
"1668","14:106906015|106908375","5.000",NA,NA
"1669","14:106996210|106998004","4.000",NA,NA
"1670","14:107207747|107398160","9.000",NA,NA
"1671","14:10841246|10843325","3.000",NA,NA
"1672","14:10922217|10929098",NA,NA,"32.000"
"1673","14:109921129|109928019","1.000",NA,NA
"1674","14:110211403|110221487","5.000",NA,NA
"1675","14:111431585|111433430","5.000",NA,NA
"1676","14:111530866|111536223","8.000",NA,NA
"1677","14:111538731|111544873","28.000",NA,"30.000"
"1678","14:111551527|111553042","3.000",NA,NA
"1679","14:111553776|111561525",NA,NA,"39.000"
"1680","14:111556003|111564091","3.000",NA,NA
"1681","14:111658453|111659919","7.000",NA,NA
"1682","14:111658453|111668401",NA,NA,"34.000"
"1683","14:111823184|111829371","9.000",NA,NA
"1684","14:111851459|111851926","9.000","15.000",NA
"1685","14:112110984|112111468","9.000",NA,NA
"1686","14:112304486|112357580","2.000",NA,NA
"1687","14:112343675|112357580",NA,"48.000",NA
"1688","14:112741498|112745142","13.000",NA,NA
"1689","14:113475802|113477511","8.000","45.000",NA
"1690","14:113475802|113479674","6.000",NA,NA
"1691","14:113516286|113540822","2.000",NA,NA
"1692","14:113516286|113542339","3.000",NA,NA
"1693","14:113516286|113549299","6.000",NA,NA
"1694","14:113542263|113545237","3.000",NA,NA
"1695","14:11366051|11366528","1.000",NA,"15.000"
"1696","14:114106447|114114487","1.000",NA,NA
"1697","14:114106447|114121113","36.000",NA,"40.000"
"1698","14:114154144|114173397","15.000",NA,"1.000"
"1699","14:114154144|114186444","3.000",NA,NA
"1700","14:114561060|114562391","4.000",NA,NA
"1701","14:114561060|114580927","15.000",NA,NA
"1702","14:11492375|11496431","12.000",NA,NA
"1703","14:115783121|115798716",NA,"50.000",NA
"1704","14:116578231|116580195","4.000",NA,NA
"1705","14:11680676|11681114",NA,"38.000",NA
"1706","14:118353353|118367929","6.000",NA,NA
"1707","14:118811710|118815052","2.000",NA,NA
"1708","14:121491935|121496772","2.000",NA,NA
"1709","14:12161344|12163313","4.000",NA,NA
"1710","14:12170519|12171005","2.000",NA,NA
"1711","14:121774170|121799624","5.000",NA,"46.000"
"1712","14:121774170|121854451","4.000",NA,NA
"1713","14:121794916|121799624","13.000",NA,NA
"1714","14:121825537|121854451","11.000",NA,NA
"1715","14:121852706|121854451","1.000",NA,NA
"1716","14:121852706|121856854",NA,NA,"9.000"
"1717","14:121852706|121891361",NA,NA,"20.000"
"1718","14:122155045|122161242","10.000","57.000",NA
"1719","14:122615589|122617844","2.000",NA,NA
"1720","14:122769387|122770639","5.000",NA,NA
"1721","14:12281878|12282270",NA,NA,"23.000"
"1722","14:122855217|122855805","63.000","89.000","519.000"
"1723","14:122855269|122855805","1.000",NA,"1.000"
"1724","14:123620073|123642217",NA,NA,"18.000"
"1725","14:126782563|126803592","4.000",NA,NA
"1726","14:12738966|12739485","11.000",NA,"19.000"
"1727","14:12762058|12762974","6.000",NA,"27.000"
"1728","14:12842828|12843545",NA,NA,"19.000"
"1729","14:12842828|12846126","6.000",NA,NA
"1730","14:14243618|14248391","4.000",NA,NA
"1731","14:14353154|14353490","2.000",NA,NA
"1732","14:14381919|14400794","18.000","55.000",NA
"1733","14:14391700|14400794","2.000",NA,NA
"1734","14:15368324|15378112","2.000",NA,NA
"1735","14:15850121|15852276","11.000",NA,NA
"1736","14:17683505|17684352","14.000",NA,NA
"1737","14:17957399|17967528",NA,"16.000",NA
"1738","14:18129762|18131498","7.000",NA,NA
"1739","14:18269240|18271505","1.000",NA,NA
"1740","14:18269240|18275908","2.000",NA,NA
"1741","14:18269240|18287139","1.000",NA,NA
"1742","14:18275746|18282154","7.000",NA,NA
"1743","14:18400958|18402135","1.000",NA,NA
"1744","14:18948290|18951814","7.000",NA,NA
"1745","14:18973145|18974517","1.000",NA,NA
"1746","14:19082645|19083815","2.000",NA,"26.000"
"1747","14:19099066|19105131",NA,NA,"34.000"
"1748","14:19114549|19120890","3.000",NA,NA
"1749","14:19114549|19141631",NA,"44.000",NA
"1750","14:19131218|19133639","3.000",NA,NA
"1751","14:19248330|19248560","4.000",NA,NA
"1752","14:19334196|19335774","3.000","10.000",NA
"1753","14:19401241|19418429","7.000",NA,NA
"1754","14:19452714|19453917","2.000",NA,NA
"1755","14:19457292|19457876","6.000",NA,NA
"1756","14:19793652|19808416","3.000",NA,NA
"1757","14:21622193|21643860","3.000",NA,NA
"1758","14:21637688|21643860","1.000",NA,NA
"1759","14:21910100|22062819","6.000",NA,NA
"1760","14:28823869|28860042",NA,"20.000",NA
"1761","14:29382669|29393799","6.000",NA,NA
"1762","14:3012975|3042524","18.000",NA,NA
"1763","14:3017634|3035043","7.000","12.000",NA
"1764","14:3020882|3035043","2.000",NA,NA
"1765","14:30241352|30241583","2.000",NA,NA
"1766","14:30268794|30273771","3.000",NA,NA
"1767","14:3032617|3035043","1.000",NA,"27.000"
"1768","14:30470844|30502599","2.000",NA,NA
"1769","14:30478537|30493493",NA,"14.000",NA
"1770","14:30478537|30502599","28.000",NA,NA
"1771","14:30478537|30509232",NA,NA,"15.000"
"1772","14:30489855|30502599","2.000",NA,NA
"1773","14:30797843|30814965","2.000",NA,NA
"1774","14:30970514|30980051","16.000",NA,NA
"1775","14:30979355|30980051","1.000","20.000","32.000"
"1776","14:3101624|3104694","3.000",NA,NA
"1777","14:31367498|31369391","14.000",NA,NA
"1778","14:31367498|31373450",NA,"60.000",NA
"1779","14:31368891|31369391","10.000",NA,NA
"1780","14:31368891|31370173",NA,"2.000",NA
"1781","14:32122555|32123597","4.000",NA,NA
"1782","14:32135935|32177592",NA,NA,"13.000"
"1783","14:32176493|32177592","6.000",NA,"24.000"
"1784","14:32353057|32353569","3.000",NA,NA
"1785","14:32353057|32366490","3.000",NA,NA
"1786","14:32493339|32493503",NA,"10.000",NA
"1787","14:32501024|32503603","1.000",NA,NA
"1788","14:32515863|32524423","5.000",NA,NA
"1789","14:32838508|32845473","22.000","15.000",NA
"1790","14:33344527|33345876","5.000",NA,NA
"1791","14:33966376|33968092","1.000",NA,NA
"1792","14:38039048|38061218","3.000",NA,NA
"1793","14:3829323|3915407","3.000",NA,NA
"1794","14:4112517|4151466","8.000",NA,NA
"1795","14:4311530|4329444","3.000",NA,NA
"1796","14:4322289|4329444",NA,NA,"21.000"
"1797","14:4409640|4411961","3.000",NA,NA
"1798","14:4453305|4466651",NA,NA,"18.000"
"1799","14:4460386|4462348","14.000",NA,NA
"1800","14:4480224|4486099",NA,NA,"34.000"
"1801","14:4485617|4486099","1.000",NA,NA
"1802","14:45502624|45505311","2.000",NA,NA
"1803","14:45691483|45749151","2.000",NA,NA
"1804","14:45704254|45749151","1.000",NA,NA
"1805","14:45704340|45749151",NA,NA,"10.000"
"1806","14:47048246|47053378","11.000","59.000",NA
"1807","14:47234475|47262145","1.000",NA,NA
"1808","14:48296768|48297338","5.000",NA,NA
"1809","14:48321282|48338524","2.000",NA,NA
"1810","14:48331954|48338524","4.000",NA,NA
"1811","14:48337636|48338524",NA,"22.000",NA
"1812","14:48486063|48489151","11.000",NA,NA
"1813","14:48487166|48541807","4.000",NA,NA
"1814","14:48488876|48497298","5.000",NA,NA
"1815","14:48499704|48509581",NA,NA,"25.000"
"1816","14:48502273|48512131","1.000",NA,NA
"1817","14:48519606|48527818","8.000",NA,NA
"1818","14:48527681|48541807","7.000",NA,NA
"1819","14:48531539|48538862","6.000",NA,NA
"1820","14:48871200|48879499","7.000",NA,NA
"1821","14:49524414|49540685",NA,"29.000",NA
"1822","14:49586350|49595539","4.000",NA,NA
"1823","14:51116420|51132431","3.000",NA,NA
"1824","14:51124441|51139399","7.000",NA,NA
"1825","14:51327961|51329352","6.000","1.000",NA
"1826","14:52170539|52178438","13.000",NA,NA
"1827","14:52695787|52741250","3.000",NA,NA
"1828","14:52757258|52759911","3.000",NA,NA
"1829","14:53726494|53744092","1.000",NA,NA
"1830","14:54872323|54872702","3.000",NA,NA
"1831","14:55669290|55709673","3.000",NA,NA
"1832","14:55669290|55790150","1.000",NA,NA
"1833","14:55937295|55946392","4.000",NA,NA
"1834","14:55951863|55959665","2.000",NA,NA
"1835","14:55951863|55971250","3.000",NA,NA
"1836","14:56235712|56236242","6.000",NA,NA
"1837","14:56243075|56244408","3.000",NA,NA
"1838","14:56384834|56390311",NA,NA,"16.000"
"1839","14:56384834|56391532","7.000",NA,NA
"1840","14:56444515|56444802","3.000",NA,NA
"1841","14:56835780|56864010","2.000",NA,NA
"1842","14:56944537|56949665",NA,NA,"18.000"
"1843","14:58802001|58810057",NA,NA,"20.000"
"1844","14:5982665|5989383","2.000",NA,NA
"1845","14:6194524|6223024","14.000",NA,NA
"1846","14:6201714|6219996","21.000",NA,"29.000"
"1847","14:635606|636195","7.000",NA,NA
"1848","14:6411117|6419256","4.000",NA,NA
"1849","14:6428300|6428697","25.000",NA,NA
"1850","14:64350020|64375061","6.000",NA,NA
"1851","14:64681972|64684355","15.000",NA,NA
"1852","14:64681972|64689727","5.000",NA,NA
"1853","14:64689563|64689727",NA,"15.000",NA
"1854","14:64727376|64727564","8.000","25.000","19.000"
"1855","14:64757489|64762184","1.000",NA,NA
"1856","14:6491379|6491896","5.000",NA,NA
"1857","14:65389552|65393116",NA,"18.000",NA
"1858","14:65704148|65708298",NA,NA,"5.000"
"1859","14:6579353|6603648","7.000",NA,NA
"1860","14:65806099|65806287","2.000",NA,NA
"1861","14:6583893|6603648",NA,NA,"35.000"
"1862","14:65883537|65885770","4.000",NA,NA
"1863","14:65983631|65988379","1.000",NA,NA
"1864","14:65983631|65996574","3.000",NA,NA
"1865","14:65983631|66017603","4.000",NA,NA
"1866","14:660895|662347","4.000",NA,NA
"1867","14:66412437|66414558","3.000",NA,NA
"1868","14:66443606|66453104",NA,NA,"20.000"
"1869","14:66742294|66755700","5.000",NA,NA
"1870","14:66742294|66755872","3.000",NA,NA
"1871","14:66941020|66954758","6.000",NA,NA
"1872","14:67755152|67770891","1.000",NA,NA
"1873","14:67836241|67868317","5.000",NA,NA
"1874","14:67860863|67868317","1.000",NA,NA
"1875","14:68216820|68217011","6.000",NA,NA
"1876","14:68230663|68236133",NA,NA,"28.000"
"1877","14:6909311|6909482","1.000",NA,NA
"1878","14:69515169|69523759",NA,NA,"24.000"
"1879","14:69555981|69588391","2.000",NA,NA
"1880","14:69573308|69588391","6.000",NA,NA
"1881","14:69586361|69597901","7.000",NA,NA
"1882","14:70420268|70442284","5.000",NA,NA
"1883","14:70695138|70703295","1.000",NA,NA
"1884","14:70699640|70703295",NA,NA,"27.000"
"1885","14:70699640|70706873",NA,NA,"23.000"
"1886","14:70702427|70703295","3.000",NA,NA
"1887","14:70749336|70761251","2.000",NA,NA
"1888","14:70749336|70762584","7.000",NA,NA
"1889","14:70749336|70770869","7.000",NA,NA
"1890","14:70752344|70770869","3.000",NA,NA
"1891","14:70761141|70770869","3.000",NA,NA
"1892","14:70762529|70770869",NA,"9.000",NA
"1893","14:70768701|70770869","7.000",NA,NA
"1894","14:70801001|70804001","9.000",NA,NA
"1895","14:70981113|70994191","3.000",NA,"29.000"
"1896","14:70991011|71002943","4.000",NA,NA
"1897","14:71152301|71152445","3.000",NA,NA
"1898","14:71183895|71205844",NA,NA,"6.000"
"1899","14:71200839|71202836","9.000",NA,NA
"1900","14:71200839|71205844","7.000",NA,NA
"1901","14:71303600|71307233","4.000",NA,NA
"1902","14:71342841|71342984","3.000",NA,NA
"1903","14:71542829|71565539","11.000",NA,NA
"1904","14:71545854|71565539","1.000",NA,NA
"1905","14:7321904|7322083","3.000",NA,NA
"1906","14:76433965|76439140","4.000",NA,NA
"1907","14:76433965|76440839",NA,"38.000",NA
"1908","14:7702788|7798638","4.000",NA,NA
"1909","14:7717600|7798638","1.000",NA,NA
"1910","14:79212883|79222408",NA,NA,"22.000"
"1911","14:79212883|79242009",NA,"42.000",NA
"1912","14:79235670|79242009","6.000","38.000",NA
"1913","14:79235670|79246132",NA,"13.000",NA
"1914","14:79249356|79270159","14.000",NA,NA
"1915","14:79260892|79270159","14.000",NA,"15.000"
"1916","14:80269477|80289508","1.000",NA,NA
"1917","14:8064371|8065829","2.000",NA,NA
"1918","14:86885583|86895511","2.000",NA,NA
"1919","14:86956941|86960813",NA,NA,"40.000"
"1920","14:86956941|86963579","12.000",NA,NA
"1921","14:86986360|86987970","4.000",NA,NA
"1922","14:87012578|87023180","2.000",NA,NA
"1923","14:87048216|87055674","7.000",NA,NA
"1924","14:87662967|87664604","4.000",NA,NA
