"","circ_id","mpi1","mpi2","mpi3"
"1","scaffold0001:100759284|100759686",7,9,1
"1022","scaffold0004:57543127|57544085",59,83,62
"1023","scaffold0004:58443425|58448815",7,23,8
"1024","scaffold0004:58853003|58857964",186,354,179
"1025","scaffold0004:58853003|58897876",6,10,2
"1026","scaffold0004:58886756|58897876",7,9,14
"1027","scaffold0004:58890746|58904031",1,1,2
"1028","scaffold0004:58892905|58894305",2,5,3
"1029","scaffold0004:58909609|58910164",11,22,30
"1030","scaffold0004:59061908|59062322",34,36,24
"1031","scaffold0004:59061908|59067706",10,22,22
"1032","scaffold0004:59477633|59492997",3,2,2
"1033","scaffold0004:59487349|59492997",4,5,7
"1034","scaffold0004:59488310|59488817",147,377,230
"1035","scaffold0004:59633768|59633931",13,24,17
"1036","scaffold0004:59647085|59648249",11,5,8
"1037","scaffold0004:59647085|59671862",5,1,1
"1038","scaffold0004:59657986|59671862",5,20,15
"1039","scaffold0004:59671646|59671862",5,14,12
"1040","scaffold0004:59745286|59746150",214,218,233
"1041","scaffold0004:60196709|60200409",9,19,6
"1042","scaffold0004:60328339|60331321",12,15,7
"1043","scaffold0004:60335866|60337897",63,60,62
"1044","scaffold0004:60349036|60350239",104,110,121
"1045","scaffold0004:60666690|60666960",3,8,4
"1046","scaffold0004:60806917|60816488",7,10,14
"1047","scaffold0004:60966217|60967071",4,3,4
"1048","scaffold0004:61403245|61403779",11,6,5
"1049","scaffold0004:61420532|61420945",2,8,4
"1050","scaffold0004:61501086|61502892",32,33,33
"1051","scaffold0004:61501086|61507757",118,121,79
"1052","scaffold0004:62154877|62173286",9,10,6
"1053","scaffold0004:62168810|62173286",54,60,45
"1054","scaffold0004:62923016|62923461",29,56,36
"1055","scaffold0004:62969596|62972083",37,84,38
"1056","scaffold0004:62969596|62978138",15,25,9
"1057","scaffold0004:63462709|63463582",37,47,16
"1058","scaffold0004:6398242|6398503",1,13,11
"1059","scaffold0004:64371130|64371353",31,92,35
"1060","scaffold0004:64408632|64415023",10,5,6
"1061","scaffold0004:6465230|6492580",11,19,10
"1062","scaffold0004:65167146|65171113",3,4,2
"1063","scaffold0004:65577405|65581843",27,30,33
"1064","scaffold0004:66227364|66228624",34,29,24
"1065","scaffold0004:66227364|66239806",3,1,2
"1066","scaffold0004:66415484|66420189",4,58,20
"1067","scaffold0004:67998927|67999446",10,10,11
"1068","scaffold0004:6843707|6864154",3,5,3
"1069","scaffold0004:68575116|68578318",8,10,7
"1070","scaffold0004:6863992|7048550",7,1,4
"1071","scaffold0004:6919614|6919815",7,11,7
"1072","scaffold0004:6919614|7048550",186,188,91
"1073","scaffold0004:70019488|70023443",12,16,8
"1074","scaffold0004:70693310|70695923",13,8,14
"1075","scaffold0004:70731639|70733780",3,18,16
"1076","scaffold0004:70731644|70733780",3,3,4
"1077","scaffold0004:72219002|72221354",7,1,1
"1078","scaffold0004:72331238|72332092",11,12,8
"1079","scaffold0004:72724500|72739418",10,16,1
"1080","scaffold0004:73254587|73258740",2,6,4
"1081","scaffold0004:73334775|73335763",7,3,14
"1082","scaffold0004:74844058|74844255",12,16,15
"1083","scaffold0004:75216519|75217414",15,48,14
"1084","scaffold0004:75217240|75217414",18,17,10
"1085","scaffold0004:75434566|75441754",11,6,12
"1086","scaffold0004:76073241|76077745",8,20,28
"1087","scaffold0004:76073241|76084830",5,13,21
"1088","scaffold0004:77503398|77581588",14,2,4
"1089","scaffold0004:78172499|78174823",11,3,4
"1090","scaffold0004:78230475|78236500",4,4,3
"1091","scaffold0004:79098089|79102842",3,3,19
"1092","scaffold0004:79243262|79260683",6,6,12
"1093","scaffold0004:79260469|79260683",222,312,257
"1094","scaffold0004:79277937|79284936",14,24,22
"1095","scaffold0004:79279916|79284936",4,11,8
"1096","scaffold0004:79565799|79568400",5,8,15
"1097","scaffold0004:79567415|79568400",22,39,29
"1098","scaffold0004:79766550|79767862",69,75,69
"1099","scaffold0004:80325837|80328023",7,1,1
"1100","scaffold0004:80457494|80496462",4,10,6
"1101","scaffold0004:80582918|80591882",21,45,47
"1102","scaffold0004:80582918|80607748",9,11,8
"1103","scaffold0004:80657087|80664788",3,9,5
"1104","scaffold0004:81956946|81975587",4,4,7
"1105","scaffold0004:82172624|82175653",12,11,5
"1106","scaffold0004:82186288|82186503",9,7,13
"1107","scaffold0004:82591521|82593184",45,44,43
"1108","scaffold0004:82808615|82813471",17,18,21
"1109","scaffold0004:82887716|82888653",6,7,8
"1110","scaffold0004:82960918|82961412",18,6,16
"1111","scaffold0004:83012948|83019632",7,13,13
"1112","scaffold0004:83174845|83175248",38,25,17
"1113","scaffold0004:83614351|83614507",18,38,53
"1114","scaffold0004:83614351|83616634",158,36,32
"1115","scaffold0004:83614351|83620856",3,4,1
"1116","scaffold0004:83615621|83616634",55,100,57
"1117","scaffold0004:83739136|83742009",5,10,17
"1118","scaffold0004:84272092|84290299",4,2,6
"1119","scaffold0004:84286732|84290299",6,1,10
"1120","scaffold0004:85600718|85603213",2,1,1
"1121","scaffold0004:85617165|85618386",59,83,47
"1122","scaffold0004:85620365|85621564",2,19,19
"1123","scaffold0004:85737193|85741435",3,8,5
"1124","scaffold0004:85748768|85752239",1,7,13
"1125","scaffold0004:85748768|85754254",2,11,3
"1126","scaffold0004:85752090|85754254",22,15,19
"1127","scaffold0004:8622452|8624604",21,25,13
"1128","scaffold0004:88529005|88538971",15,20,18
"1129","scaffold0004:88640375|88660723",9,2,9
"1130","scaffold0004:88663743|88665134",1,3,2
"1131","scaffold0004:88855241|88859275",16,29,13
"1132","scaffold0004:89070817|89072853",6,2,6
"1133","scaffold0004:89072061|89072853",8,23,21
"1134","scaffold0004:89086106|89087171",30,32,26
"1135","scaffold0004:93830747|93832619",10,54,20
"1136","scaffold0004:94254284|94256982",19,42,17
"1137","scaffold0004:94255037|94268951",18,19,10
"1138","scaffold0004:94315112|94316162",22,40,30
"1139","scaffold0004:94850963|94851520",2,13,3
"1140","scaffold0004:95468780|95472399",1,1,10
"1141","scaffold0004:95468780|95474156",5,4,2
"1142","scaffold0004:95894785|95916491",25,52,23
"1143","scaffold0004:95913102|95916491",8,21,18
"1144","scaffold0004:95913102|95927391",47,63,22
"1145","scaffold0004:95913102|95944154",63,118,55
"1146","scaffold0004:95927172|95944154",693,1422,825
"1147","scaffold0004:96164957|96168393",7,9,3
"1148","scaffold0004:96589666|96590524",47,26,10
"1149","scaffold0004:96631157|96648463",7,8,4
"1150","scaffold0004:96640396|96645162",26,11,15
"1151","scaffold0004:96645074|96648463",3,19,5
"1152","scaffold0004:96645960|96648463",12,14,10
"1153","scaffold0004:9682956|9685538",7,19,4
"1154","scaffold0004:9695277|9701692",12,24,12
"1155","scaffold0004:96980420|96989963",13,11,10
"1156","scaffold0004:9700886|9701692",3,13,12
"1157","scaffold0004:97230719|97232748",3,11,1
"1158","scaffold0004:97511249|97511890",1,4,3
"1159","scaffold0004:97586347|97587961",20,30,19
"1160","scaffold0004:98441798|98444586",4,10,1
"1161","scaffold0004:98441798|98459073",12,8,3
"1162","scaffold0004:98444415|98459073",12,5,4
"1163","scaffold0004:98452878|98459073",50,57,43
"1164","scaffold0004:99794776|99802006",8,3,5
"1165","scaffold0005:1008420|1010921",78,55,86
"1166","scaffold0005:11932087|11932282",8,5,1
"1167","scaffold0005:1300823|1301578",1,6,5
"1168","scaffold0005:1307096|1310137",15,5,3
"1169","scaffold0005:1307096|1319294",12,2,1
"1170","scaffold0005:1311107|1313160",2945,3586,3011
"1171","scaffold0005:13960694|13962189",13,20,14
"1172","scaffold0005:14559619|14573606",12,8,10
"1173","scaffold0005:14566599|14573606",4,1,6
"1174","scaffold0005:14881941|14947299",27,6,9
"1175","scaffold0005:14927739|14947299",23,23,19
"1176","scaffold0005:15863589|15864458",2,8,7
"1177","scaffold0005:15950298|15953175",10,3,9
"1178","scaffold0005:16517819|16565286",4,4,1
"1179","scaffold0005:1725841|1738186",12,17,5
"1180","scaffold0005:1735731|1738186",18,14,4
"1181","scaffold0005:17717828|17719323",68,79,69
"1182","scaffold0005:17781922|17782387",5,1,1
"1183","scaffold0005:18304753|18305894",20,31,18
"1184","scaffold0005:20282496|20285858",117,197,155
"1185","scaffold0005:20409650|20420272",5,9,10
"1186","scaffold0005:20518057|20520706",42,24,59
"1187","scaffold0005:20679338|20684439",5,11,16
"1188","scaffold0005:2099397|2107594",11,4,4
"1189","scaffold0005:2162697|2163289",23,2,13
"1190","scaffold0005:21681224|21689816",70,21,21
"1191","scaffold0005:2280076|2283010",8,6,3
"1192","scaffold0005:2286917|2296060",5,10,2
"1193","scaffold0005:2291349|2296060",16,10,22
"1194","scaffold0005:2402305|2402744",1,2,2
"1195","scaffold0005:24402909|24412809",21,10,1
"1196","scaffold0005:24674106|24678382",108,167,78
"1197","scaffold0005:2469476|2479810",34,14,21
"1198","scaffold0005:2538524|2541236",26,36,19
"1199","scaffold0005:2548443|2549295",8,5,3
"1200","scaffold0005:2633090|2635970",34,62,33
"1201","scaffold0005:26430908|26436624",3,2,4
"1202","scaffold0005:26501754|26509075",5,19,4
"1203","scaffold0005:26751813|26770370",3,7,6
"1204","scaffold0005:26767145|26774020",5,10,9
"1205","scaffold0005:26767145|26776199",2,5,2
"1206","scaffold0005:26789131|26800737",2,10,2
"1207","scaffold0005:2700985|2702904",22,35,29
"1208","scaffold0005:27514285|27514514",2,3,6
"1209","scaffold0005:27516081|27516609",2,5,5
"1210","scaffold0005:27516081|27521433",13,7,4
"1211","scaffold0005:27790344|27790702",204,164,87
"1212","scaffold0005:27809075|27810062",1,2,2
"1213","scaffold0005:2815050|2817754",2,17,4
"1214","scaffold0005:28499383|28500100",7,4,10
"1215","scaffold0005:28703665|28704660",16,20,13
"1216","scaffold0005:29211970|29219117",9,10,9
"1217","scaffold0005:29439688|29448959",61,96,44
"1218","scaffold0005:29624854|29629583",2,1,4
"1219","scaffold0005:29626797|29629583",80,67,72
"1220","scaffold0005:29628116|29629583",597,1154,642
"1221","scaffold0005:29783836|29790062",9,18,18
"1222","scaffold0005:29878488|29884865",3,2,1
"1223","scaffold0005:29952404|29953071",16,10,18
"1224","scaffold0005:30078532|30090221",19,6,11
"1225","scaffold0005:30089166|30090221",23,32,6
"1226","scaffold0005:30334350|30335918",3,4,11
"1227","scaffold0005:3036804|3037164",314,520,274
"1228","scaffold0005:30404692|30405264",150,219,247
"1229","scaffold0005:30566195|30566589",9,27,36
"1230","scaffold0005:3058673|3060200",1,8,9
"1231","scaffold0005:30720834|30721047",5,1,1
"1232","scaffold0005:30729393|30730016",3,2,5
"1233","scaffold0005:30729874|30731797",5,2,4
"1234","scaffold0005:30744111|30747369",32,27,27
"1235","scaffold0005:3184614|3189288",455,895,239
"1236","scaffold0005:3184614|3194286",25,24,13
"1237","scaffold0005:3251985|3253986",678,920,699
"1238","scaffold0005:32880608|32881321",15,7,6
"1239","scaffold0005:33304117|33306520",6,18,6
"1240","scaffold0005:33304117|33309162",6,2,8
"1241","scaffold0005:33308671|33309162",4,3,12
"1242","scaffold0005:33351473|33358668",1,3,1
"1243","scaffold0005:33439856|33444017",17,17,14
"1244","scaffold0005:33443858|33459731",1,4,5
"1245","scaffold0005:33456171|33459731",21,47,17
"1246","scaffold0005:33457848|33459731",5,9,4
"1247","scaffold0005:33457848|33462892",2,12,1
"1248","scaffold0005:33464312|33467903",14,9,7
"1249","scaffold0005:33473041|33473518",71,75,72
"1250","scaffold0005:33841437|33853018",7,8,8
"1251","scaffold0005:33979924|33981618",75,128,88
"1252","scaffold0005:35082997|35083510",15,19,10
"1253","scaffold0005:35716538|35725695",10,9,5
"1254","scaffold0005:35795367|35797577",164,258,193
"1255","scaffold0005:35795367|35804668",16,49,41
"1256","scaffold0005:362904|364133",20,15,30
"1257","scaffold0005:374058|375311",14,11,4
"1258","scaffold0005:37451226|37452865",14,22,28
"1259","scaffold0005:379774|381949",38,29,17
"1260","scaffold0005:38173752|38182777",10,10,10
"1261","scaffold0005:38173752|38196503",4,9,1
"1262","scaffold0005:38191125|38217449",5,4,1
"1263","scaffold0005:38459283|38462069",14,16,10
"1264","scaffold0005:38570982|38571397",142,146,173
"1265","scaffold0005:38893944|38894318",11,4,10
"1266","scaffold0005:38937944|38941228",9,5,20
"1267","scaffold0005:38969626|38970697",7,3,1
"1268","scaffold0005:39022822|39024922",8,15,3
"1269","scaffold0005:42186758|42193502",15,2,6
"1270","scaffold0005:42269541|42269988",44,114,34
"1271","scaffold0005:42271437|42278830",7,2,1
"1272","scaffold0005:42525971|42526694",54,93,89
"1273","scaffold0005:42944048|42958615",6,15,14
"1274","scaffold0005:42956443|42958615",9,25,3
"1275","scaffold0005:4461453|4493794",1,2,1
"1276","scaffold0005:48398729|48405752",9,6,13
"1277","scaffold0005:48596222|48598545",2,3,1
"1278","scaffold0005:48679337|48682977",25,51,34
"1279","scaffold0005:48679337|48697970",3,3,4
"1280","scaffold0005:49643649|49652392",27,41,31
"1281","scaffold0005:49781270|49787106",36,89,47
"1282","scaffold0005:49781270|49792334",2,2,5
"1283","scaffold0005:5005026|5007599",34,40,46
"1284","scaffold0005:50307939|50317623",3,9,6
"1285","scaffold0005:50334838|50356573",4,10,4
"1286","scaffold0005:51821339|51823017",1,13,5
"1287","scaffold0005:51835438|51836006",3,2,4
"1288","scaffold0005:51855959|51856433",11,48,27
"1289","scaffold0005:52771813|52775957",8,5,2
"1290","scaffold0005:52771813|52781561",27,48,17
"1291","scaffold0005:53516696|53519499",5,14,9
"1292","scaffold0005:53523281|53527618",129,163,137
"1293","scaffold0005:53527450|53530308",4,22,7
"1294","scaffold0005:53649461|53649692",16,16,12
"1295","scaffold0005:53704253|53707956",60,83,32
"1296","scaffold0005:53704253|53733374",88,88,35
"1297","scaffold0005:54119389|54121142",11,7,5
"1298","scaffold0005:5439642|5439879",3,12,5
"1299","scaffold0005:5522707|5527310",5,1,6
"1300","scaffold0005:5526547|5527310",5,9,6
"1301","scaffold0005:55349367|55349702",124,145,44
"1302","scaffold0005:55438882|55447805",4,2,1
"1303","scaffold0005:55447294|55447805",2,3,3
"1304","scaffold0005:56089937|56090432",3,4,1
"1305","scaffold0005:56135535|56138600",26,21,16
"1306","scaffold0005:5616993|5623281",3,4,7
"1307","scaffold0005:5631774|5638885",7,15,10
"1308","scaffold0005:56459857|56460484",8,9,4
"1309","scaffold0005:56580348|56583454",12,12,4
"1310","scaffold0005:57143649|57189986",23,25,12
"1311","scaffold0005:57326240|57326656",32,45,24
"1312","scaffold0005:57452218|57456365",6,12,3
"1313","scaffold0005:57468134|57474052",7,4,3
"1314","scaffold0005:57951522|57958669",16,14,15
"1315","scaffold0005:59649084|59697626",1,6,2
"1316","scaffold0005:59665618|59697626",14,7,26
"1317","scaffold0005:59679880|59689424",5,1,7
"1318","scaffold0005:59679880|59697626",515,857,619
"1319","scaffold0005:59689317|59697626",51,73,60
"1320","scaffold0005:59770055|59773786",20,39,36
"1321","scaffold0005:59773521|59782475",1,8,2
"1322","scaffold0005:61232988|61242474",11,9,6
"1323","scaffold0005:63547140|63553887",3,11,17
"1324","scaffold0005:63613106|63615427",20,27,13
"1325","scaffold0005:63912315|63925454",2,3,4
"1326","scaffold0005:63927752|63931030",15,4,13
"1327","scaffold0005:64056560|64062591",22,20,18
"1328","scaffold0005:68120733|68121937",40,32,17
"1329","scaffold0005:68344497|68345739",21,53,37
"1330","scaffold0005:68344497|68374057",7,7,1
"1331","scaffold0005:68360044|68374057",5,16,7
"1332","scaffold0005:68411594|68422335",18,14,15
"1333","scaffold0005:7066327|7074576",4,5,6
"1334","scaffold0005:7072539|7074576",9,19,7
"1335","scaffold0005:7090648|7096356",11,19,10
"1336","scaffold0005:71003377|71003838",7,21,21
"1337","scaffold0005:726750|726922",6,3,1
"1338","scaffold0005:72764419|72766471",8,13,38
"1339","scaffold0005:73567114|73574220",36,46,51
"1340","scaffold0005:73567114|73581017",372,470,311
"1341","scaffold0005:73568967|73581017",4,2,5
"1342","scaffold0005:74765126|74782685",14,11,23
"1343","scaffold0005:74980304|74981285",5,3,4
"1344","scaffold0005:75034148|75041391",10,6,2
"1345","scaffold0005:75034148|75047562",7,6,3
"1346","scaffold0005:75596508|75609416",2,4,9
"1347","scaffold0005:76245478|76247747",169,123,151
"1348","scaffold0005:76246979|76247747",6,3,2
"1349","scaffold0005:76369565|76372353",119,262,186
"1350","scaffold0005:76372122|76372353",3,4,6
"1351","scaffold0005:76858924|76859757",2,1,4
"1352","scaffold0005:76858924|76859766",5,9,3
"1353","scaffold0005:76858924|76859771",4,2,3
"1354","scaffold0005:76858924|76859773",1,3,2
"1355","scaffold0005:76858924|76859774",10,4,14
"1356","scaffold0005:76986538|76988660",36,37,57
"1357","scaffold0005:77036985|77037943",27,34,7
"1358","scaffold0005:77037637|77037943",4,12,5
"1359","scaffold0005:77199008|77203309",8,6,15
"1360","scaffold0005:77331524|77332400",3,6,16
"1361","scaffold0005:77533579|77536624",10,13,5
"1362","scaffold0005:77553058|77556593",5,9,8
"1363","scaffold0005:77765097|77766806",17,11,18
"1364","scaffold0005:77800524|77800959",82,109,115
"1365","scaffold0005:77867917|77868387",15,5,15
"1366","scaffold0005:78040840|78042254",1,5,1
"1367","scaffold0005:78436352|78437779",34,40,56
"1368","scaffold0005:78496697|78497432",41,36,53
"1369","scaffold0005:79004386|79004651",2,2,8
"1370","scaffold0005:79007929|79008401",21,5,7
"1371","scaffold0005:79365686|79371818",10,3,10
"1372","scaffold0005:79692287|79692493",6,1,3
"1373","scaffold0005:79776067|79777407",32,42,21
"1374","scaffold0005:80474870|80475223",24,18,15
"1375","scaffold0005:80474870|80485580",81,64,30
"1376","scaffold0005:80511569|80511923",36,44,42
"1377","scaffold0005:80955956|81004585",9,8,8
"1378","scaffold0005:80995191|81004585",43,42,32
"1379","scaffold0005:81068234|81069536",16,18,18
"1380","scaffold0005:81723800|81725090",7,3,1
"1381","scaffold0005:81730470|81731220",74,39,84
"1382","scaffold0005:83173148|83173315",148,199,154
"1383","scaffold0005:83216136|83220145",80,112,106
"1384","scaffold0005:83504325|83504667",2,1,1
"1385","scaffold0005:83653859|83654170",2,6,8
"1386","scaffold0005:83700281|83702188",12,20,13
"1387","scaffold0005:83700281|83702863",2,16,6
"1388","scaffold0005:83702764|83710647",6,7,6
"1389","scaffold0005:83729431|83737935",14,19,10
"1390","scaffold0005:84025372|84025676",12,27,8
"1391","scaffold0005:84231488|84232723",131,221,239
"1392","scaffold0005:853631|861007",4,4,4
"1393","scaffold0005:86452653|86453070",25,21,10
"1394","scaffold0005:86457470|86460066",8,5,3
"1395","scaffold0005:86753880|86754212",166,237,298
"1396","scaffold0005:871144|895634",8,7,14
"1397","scaffold0005:87452032|87452337",9,7,8
"1398","scaffold0005:87478960|87483942",16,11,17
"1399","scaffold0005:87483805|87485876",7,11,1
"1400","scaffold0005:87528515|87529047",13,21,12
"1401","scaffold0005:87734023|87734330",61,69,45
"1402","scaffold0005:87772395|87773313",6,2,2
"1403","scaffold0005:88828576|88828895",17,22,31
"1404","scaffold0005:89424240|89427789",7,16,7
"1405","scaffold0005:89435897|89438333",13,19,29
"1406","scaffold0005:89565213|89574626",14,24,12
"1407","scaffold0005:89580767|89588761",5,6,4
"1408","scaffold0005:89588527|89588761",23,11,5
"1409","scaffold0005:90018018|90021905",46,47,39
"1410","scaffold0005:90048885|90049780",10,19,21
"1411","scaffold0005:90088559|90089149",18,19,17
"1412","scaffold0005:90111933|90112497",57,58,34
"1413","scaffold0005:90458348|90458878",21,15,15
"1414","scaffold0005:90637858|90639233",37,43,18
"1415","scaffold0005:90637858|90641601",16,16,5
"1416","scaffold0005:91244572|91244909",5,1,3
"1417","scaffold0005:91444123|91445996",27,6,20
"1418","scaffold0005:91577526|91579073",103,106,68
"1419","scaffold0005:91669144|91669916",11,4,5
"1420","scaffold0005:91799558|91801163",127,112,136
"1421","scaffold0005:91880624|91904895",32,95,87
"1422","scaffold0005:91904629|91904895",417,613,479
"1423","scaffold0005:91904634|91904895",32,42,18
"1424","scaffold0005:92022975|92023146",5,7,3
"1425","scaffold0005:92040501|92040884",497,485,475
"1426","scaffold0005:92120793|92126567",39,34,15
"1427","scaffold0005:93922448|93926980",4,2,3
"1428","scaffold0005:93922448|93932501",4,6,3
"1429","scaffold0005:93931758|93932501",272,249,266
"1430","scaffold0005:94125262|94125987",3,1,13
"1431","scaffold0005:94347098|94347969",35,60,37
"1432","scaffold0005:94347098|94357622",33,19,14
"1433","scaffold0005:94347098|94374797",9,5,3
"1434","scaffold0005:94347844|94367575",7,4,6
"1435","scaffold0005:94357510|94367575",21,31,16
"1436","scaffold0005:94357510|94370700",36,46,29
"1437","scaffold0005:94357510|94374797",20,23,22
"1438","scaffold0005:952806|981038",10,16,8
"1439","scaffold0005:96820566|96825424",9,2,5
"1440","scaffold0005:96976326|96985317",1,1,10
"1441","scaffold0005:977687|981038",5,10,5
"1442","scaffold0005:97895764|97901584",4,5,1
"1443","scaffold0005:97898896|97901584",2,1,6
"1444","scaffold0005:98069788|98071958",39,27,10
"1445","scaffold0005:98723465|98724361",123,120,100
"1446","scaffold0005:98772063|98796234",3,8,2
"1447","scaffold0005:98845881|98847228",2,12,5
"1448","scaffold0005:99175900|99177749",3,17,11
"1449","scaffold0005:99268367|99268748",61,65,75
"1450","scaffold0005:99748511|99751242",24,14,5
"1451","scaffold0006:1186871|1189302",105,145,170
"1452","scaffold0006:12434194|12466773",4,5,1
"1453","scaffold0006:1257266|1257512",136,159,197
"1454","scaffold0006:1257266|1282014",4,1,4
"1455","scaffold0006:1281170|1282014",73,128,125
"1456","scaffold0006:1292264|1293271",1,17,17
"1457","scaffold0006:14259348|14265472",27,27,27
"1458","scaffold0006:1457863|1458332",3,7,4
"1459","scaffold0006:14708596|14717121",3,13,8
"1460","scaffold0006:14824936|14825717",26,47,8
"1461","scaffold0006:14838207|14839920",3,22,14
"1462","scaffold0006:1489146|1499684",14,9,9
"1463","scaffold0006:1496732|1499684",14,19,12
"1464","scaffold0006:1496732|1506505",13,8,17
"1465","scaffold0006:1496732|1508492",13,10,5
"1466","scaffold0006:15108771|15118035",4,2,3
"1467","scaffold0006:1546529|1560093",7,13,28
"1468","scaffold0006:1581404|1586729",10,6,11
"1469","scaffold0006:1581404|1591739",3,4,2
"1470","scaffold0006:1662690|1666918",5,7,2
"1471","scaffold0006:23334440|23341191",11,16,5
"1472","scaffold0006:23334440|23355785",48,37,35
"1473","scaffold0006:23341080|23351612",5,5,3
"1474","scaffold0006:23341080|23355785",67,58,39
"1475","scaffold0006:23401188|23403741",11,25,47
"1476","scaffold0006:23401188|23417524",3,5,11
"1477","scaffold0006:23980208|23984216",50,119,46
"1478","scaffold0006:24099269|24110508",1,9,3
"1479","scaffold0006:24243476|24246869",7,16,5
"1480","scaffold0006:24403042|24406320",2,6,6
"1481","scaffold0006:24629850|24631629",3,4,4
"1482","scaffold0006:24653956|24660297",14,10,9
"1483","scaffold0006:24658468|24660297",14,13,17
"1484","scaffold0006:24663216|24664347",10,6,4
"1485","scaffold0006:24684028|24684232",2,7,2
"1486","scaffold0006:25311037|25319936",5,12,3
"1487","scaffold0006:25319282|25319936",25,31,8
"1488","scaffold0006:25415151|25417807",77,54,46
"1489","scaffold0006:25415151|25437159",30,36,26
"1490","scaffold0006:26334190|26363081",5,1,1
"1491","scaffold0006:26346280|26352783",3,10,16
"1492","scaffold0006:2662833|2683399",31,32,23
"1493","scaffold0006:26821983|26824346",7,2,2
"1494","scaffold0006:2708155|2708891",1,8,3
"1495","scaffold0006:30144501|30144673",2,9,3
"1496","scaffold0006:30963819|30984603",10,40,14
"1497","scaffold0006:31415280|31417872",9,6,12
"1498","scaffold0006:31805530|31805780",14,31,36
"1499","scaffold0006:32646184|32649820",3,1,1
"1500","scaffold0006:33568543|33569650",14,12,17
"1501","scaffold0006:34096149|34097326",16,16,4
"1502","scaffold0006:34346570|34348938",11,12,10
"1503","scaffold0006:34445034|34450280",120,259,127
"1504","scaffold0006:34809949|34814900",73,89,53
"1505","scaffold0006:34813586|34814900",4,17,3
"1506","scaffold0006:363069|368378",3,2,2
"1507","scaffold0006:38292455|38398743",12,5,7
"1508","scaffold0006:38786276|38792472",14,4,1
"1509","scaffold0006:4093286|4094949",36,37,9
"1510","scaffold0006:4093286|4099077",15,8,16
"1511","scaffold0006:42537809|42539849",73,83,44
"1512","scaffold0006:42610818|42616767",2,7,4
"1513","scaffold0006:43185877|43188598",2,10,1
"1514","scaffold0006:44684317|44685418",10,12,9
"1515","scaffold0006:44687789|44699492",1,2,2
"1516","scaffold0006:44806632|44810296",1,8,10
"1517","scaffold0006:44806632|44814774",8,13,3
"1518","scaffold0006:44806632|44819999",14,54,18
"1519","scaffold0006:45114486|45134624",11,7,11
"1520","scaffold0006:45174691|45217223",29,9,15
"1521","scaffold0006:45938215|45938622",54,89,50
"1522","scaffold0006:46362467|46372819",3,4,4
"1523","scaffold0006:46372621|46382412",1,1,3
"1524","scaffold0006:46437163|46442035",10,17,20
"1525","scaffold0006:46441401|46442035",15,11,16
"1526","scaffold0006:47337676|47372055",6,17,10
"1527","scaffold0006:48403402|48410301",26,27,32
"1528","scaffold0006:48512689|48524093",11,16,20
"1529","scaffold0006:48512689|48529270",13,19,19
"1530","scaffold0006:48527993|48529270",6,1,1
"1531","scaffold0006:48651210|48656259",27,29,44
"1532","scaffold0006:48861691|48862607",1983,3863,2696
"1533","scaffold0006:48869828|48870145",21,37,34
"1534","scaffold0006:49966934|49967545",1,3,4
"1535","scaffold0006:49966934|49972903",4,1,5
"1536","scaffold0006:50135760|50141028",18,26,8
"1537","scaffold0006:50139956|50141028",7,14,15
"1538","scaffold0006:50951553|50956746",12,18,12
"1539","scaffold0006:50988111|50996712",37,38,23
"1540","scaffold0006:53910994|53912560",8,10,13
"1541","scaffold0006:53910994|53915365",13,23,15
"1542","scaffold0006:54381401|54385996",6,7,5
"1543","scaffold0006:54552019|54555191",4,9,11
"1544","scaffold0006:55859927|55864536",17,15,6
"1545","scaffold0006:56465642|56585121",4,1,3
"1546","scaffold0006:56825500|56830353",4,13,3
"1547","scaffold0006:57697230|57698675",20,19,21
"1548","scaffold0006:57775293|57775898",57,112,84
"1549","scaffold0006:57991666|58001539",70,168,95
"1550","scaffold0006:58488647|58497893",62,99,40
"1551","scaffold0006:59024013|59024173",2,4,1
"1552","scaffold0006:59024013|59033918",6,4,4
"1553","scaffold0006:59330600|59341508",8,6,6
"1554","scaffold0006:63656402|63665409",7,9,6
"1555","scaffold0006:63709344|63711385",1,3,2
"1556","scaffold0006:63996710|64030877",20,27,10
"1557","scaffold0006:67561464|67566064",26,32,13
"1558","scaffold0006:68346619|68349609",2,1,2
"1559","scaffold0006:68410968|68412819",56,87,35
"1560","scaffold0006:69458557|69458758",4,19,6
"1561","scaffold0006:70414309|70424590",4,6,8
"1562","scaffold0006:70594101|70607990",441,634,583
"1563","scaffold0006:70594101|70647224",18,13,16
"1564","scaffold0006:70661013|70665442",4,10,4
"1565","scaffold0006:70813286|70817906",17,27,23
"1566","scaffold0006:71342810|71347313",4,1,2
"1567","scaffold0006:71520086|71534120",16,18,21
"1568","scaffold0006:71520086|71538195",16,24,16
"1569","scaffold0006:7166560|7177772",45,34,5
"1570","scaffold0006:74791743|74797471",7,1,2
"1571","scaffold0006:75148500|75151431",309,505,487
"1572","scaffold0006:75217328|75227008",27,38,32
"1573","scaffold0006:75266664|75274212",2,1,11
"1574","scaffold0006:76304864|76307865",2,7,3
"1575","scaffold0006:76304864|76318338",17,3,1
"1576","scaffold0006:76307698|76318338",23,41,29
"1577","scaffold0006:76572475|76572730",6,21,20
"1578","scaffold0006:76585088|76585460",18,17,11
"1579","scaffold0006:76683755|76689652",921,639,461
