"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1183486|1193368","1.000",NA,NA,NA
"3266","NW_017738971.1:7246650|7274264",NA,"2.000",NA,NA
"3267","NW_017738971.1:7252578|7253218","4.000",NA,NA,NA
"3268","NW_017738971.1:7252578|7262228",NA,NA,NA,"1.000"
"3269","NW_017738971.1:7262115|7274264",NA,"1.000",NA,NA
"3270","NW_017738971.1:7444799|7447810","12.000","14.000",NA,"10.000"
"3271","NW_017738971.1:7444799|7484999",NA,"3.000","1.000",NA
"3272","NW_017738971.1:7444799|7552002",NA,"1.000",NA,NA
"3273","NW_017738971.1:751356|751653",NA,"1.000",NA,NA
"3274","NW_017738971.1:7551847|7581829","2.000","3.000",NA,NA
"3275","NW_017738971.1:7551847|7593178",NA,NA,"3.000",NA
"3276","NW_017738971.1:7581679|7593178",NA,"1.000",NA,NA
"3277","NW_017738971.1:7631180|7633359",NA,"1.000",NA,NA
"3278","NW_017738971.1:7651514|7666614","3.000","5.000",NA,NA
"3279","NW_017738971.1:7651514|7670652",NA,NA,NA,"1.000"
"3280","NW_017738971.1:7662992|7666614","10.000","35.000","10.000","7.000"
"3281","NW_017738971.1:7662992|7670652",NA,"3.000",NA,NA
"3282","NW_017738971.1:7819865|7820348",NA,NA,NA,"1.000"
"3283","NW_017738971.1:859622|864587",NA,"1.000",NA,NA
"3284","NW_017738971.1:909461|1099609",NA,"1.000",NA,NA
"3285","NW_017738971.1:909461|964263","1.000",NA,NA,NA
"3286","NW_017738971.1:964168|1057575",NA,"1.000",NA,NA
"3287","NW_017738972.1:1078820|1080405","6.000",NA,NA,NA
"3288","NW_017738972.1:1078820|1087253",NA,"14.000","5.000","20.000"
"3289","NW_017738972.1:1080287|1090096",NA,"1.000",NA,NA
"3290","NW_017738972.1:126800|129877","1.000","6.000","1.000",NA
"3291","NW_017738972.1:126800|143355","20.000","12.000","3.000","1.000"
"3292","NW_017738972.1:126800|160213",NA,"5.000","4.000",NA
"3293","NW_017738972.1:126800|171886",NA,NA,"4.000",NA
"3294","NW_017738972.1:126800|175855",NA,NA,"3.000",NA
"3295","NW_017738972.1:126800|181628",NA,"3.000",NA,NA
"3296","NW_017738972.1:126800|191591",NA,NA,"10.000",NA
"3297","NW_017738972.1:160085|175855",NA,NA,NA,"1.000"
"3298","NW_017738972.1:160085|191591",NA,"2.000",NA,NA
"3299","NW_017738972.1:181425|191591",NA,"1.000",NA,NA
"3300","NW_017738972.1:1835378|1851337","4.000",NA,NA,NA
"3301","NW_017738972.1:1885028|1901135",NA,NA,"1.000",NA
"3302","NW_017738972.1:1947024|1954120","6.000",NA,NA,NA
"3303","NW_017738972.1:1975211|1991012",NA,NA,NA,"1.000"
"3304","NW_017738972.1:219426|225160","2.000","1.000",NA,NA
"3305","NW_017738972.1:219426|237561",NA,"2.000",NA,NA
"3306","NW_017738972.1:2315235|2321692",NA,"2.000",NA,NA
"3307","NW_017738972.1:2315235|2366281",NA,"2.000",NA,NA
"3308","NW_017738972.1:2321490|2366281",NA,NA,"7.000",NA
"3309","NW_017738972.1:2326091|2341765","3.000","3.000","1.000",NA
"3310","NW_017738972.1:2490946|2497493",NA,"1.000",NA,NA
"3311","NW_017738972.1:2490946|2510866","3.000","1.000",NA,NA
"3312","NW_017738972.1:2496853|2517613",NA,NA,"1.000",NA
"3313","NW_017738972.1:2508239|2510866","1.000",NA,NA,NA
"3314","NW_017738972.1:2551008|2583554",NA,"2.000",NA,NA
"3315","NW_017738972.1:2551008|2640575",NA,NA,NA,"3.000"
"3316","NW_017738972.1:2599791|2602090",NA,NA,NA,"2.000"
"3317","NW_017738972.1:2599791|2617250",NA,"3.000",NA,NA
"3318","NW_017738972.1:2617107|2628297",NA,"16.000","3.000","3.000"
"3319","NW_017738972.1:2617107|2640575",NA,NA,NA,"2.000"
"3320","NW_017738972.1:2797173|2844251",NA,NA,NA,"2.000"
"3321","NW_017738972.1:2816896|2817111",NA,NA,NA,"1.000"
"3322","NW_017738972.1:2816896|2828278",NA,"1.000",NA,NA
"3323","NW_017738972.1:2816896|2844251",NA,"3.000",NA,"5.000"
"3324","NW_017738972.1:2844003|2844251",NA,"1.000",NA,"2.000"
"3325","NW_017738972.1:2844003|2863923",NA,"7.000",NA,NA
"3326","NW_017738972.1:405163|406688",NA,"1.000",NA,NA
"3327","NW_017738972.1:4110600|4124869",NA,"5.000",NA,NA
"3328","NW_017738972.1:4416299|4420123",NA,"1.000",NA,NA
"3329","NW_017738972.1:4833877|4834166","1.000",NA,NA,NA
"3330","NW_017738972.1:4915707|4915926",NA,"1.000",NA,NA
"3331","NW_017738972.1:4937703|4938841",NA,"1.000",NA,NA
"3332","NW_017738972.1:4970488|4970937",NA,NA,NA,"7.000"
"3333","NW_017738972.1:4985643|4988021","1.000",NA,NA,NA
"3334","NW_017738972.1:5204424|5204621",NA,"4.000",NA,NA
"3335","NW_017738972.1:5211701|5214119","1.000",NA,NA,NA
"3336","NW_017738972.1:5300519|5301585",NA,NA,NA,"1.000"
"3337","NW_017738972.1:5388360|5390543",NA,"1.000",NA,NA
"3338","NW_017738972.1:5570977|5572254","1.000","5.000",NA,NA
"3339","NW_017738973.1:10168846|10191074",NA,NA,"9.000",NA
"3340","NW_017738973.1:10185713|10191074",NA,NA,"2.000",NA
"3341","NW_017738973.1:10230462|10316582",NA,"4.000",NA,NA
"3342","NW_017738973.1:10293338|10316582","4.000",NA,NA,NA
"3343","NW_017738973.1:10613582|10618833",NA,"1.000","4.000","1.000"
"3344","NW_017738973.1:10638472|10640111",NA,"3.000",NA,NA
"3345","NW_017738973.1:1362151|1367861",NA,"2.000",NA,NA
"3346","NW_017738973.1:1385155|1385696",NA,"1.000",NA,NA
"3347","NW_017738973.1:1521575|1533952",NA,"4.000",NA,NA
"3348","NW_017738973.1:1521575|1544765",NA,"1.000",NA,NA
"3349","NW_017738973.1:1521575|1565454",NA,"1.000",NA,NA
"3350","NW_017738973.1:1760129|1787922",NA,NA,NA,"1.000"
"3351","NW_017738973.1:2729679|2730188","2.000","5.000",NA,NA
"3352","NW_017738973.1:2804080|2810538","6.000","9.000","7.000","4.000"
"3353","NW_017738973.1:298291|327988","1.000",NA,NA,"2.000"
"3354","NW_017738973.1:304864|313950",NA,"1.000",NA,NA
"3355","NW_017738973.1:306705|314179",NA,"4.000",NA,NA
"3356","NW_017738973.1:317302|325021",NA,"1.000",NA,NA
"3357","NW_017738973.1:324927|327988","47.000","43.000","19.000","17.000"
"3358","NW_017738973.1:357900|361893",NA,NA,"2.000",NA
"3359","NW_017738973.1:387932|392306","4.000","3.000",NA,NA
"3360","NW_017738973.1:439312|439619","141.000","132.000","40.000",NA
"3361","NW_017738973.1:439378|439619","2.000",NA,"3.000","1.000"
"3362","NW_017738973.1:439380|439619","1.000",NA,NA,NA
"3363","NW_017738973.1:439383|439619","1.000",NA,NA,NA
"3364","NW_017738973.1:47867|53892",NA,NA,NA,"2.000"
"3365","NW_017738973.1:518286|546674","1.000",NA,NA,NA
"3366","NW_017738973.1:525412|546674",NA,NA,"2.000",NA
"3367","NW_017738973.1:5511233|5524445","1.000",NA,NA,NA
"3368","NW_017738973.1:5645871|5649746","2.000",NA,NA,NA
"3369","NW_017738973.1:5878538|5879802","2.000",NA,NA,NA
"3370","NW_017738973.1:5878538|5910499","1.000",NA,NA,NA
"3371","NW_017738973.1:618720|643444",NA,NA,NA,"2.000"
"3372","NW_017738973.1:630412|638770",NA,NA,NA,"2.000"
"3373","NW_017738973.1:638644|643444","11.000","13.000","8.000","2.000"
"3374","NW_017738973.1:718321|719905",NA,"3.000",NA,NA
"3375","NW_017738973.1:9584440|9610211",NA,NA,"2.000",NA
"3376","NW_017738973.1:9846854|9867895",NA,"5.000","1.000",NA
"3377","NW_017738973.1:9846854|9871548",NA,"2.000",NA,NA
"3378","NW_017738973.1:9846854|9877909","1.000",NA,NA,NA
"3379","NW_017738974.1:1169985|1170276","1.000",NA,NA,NA
"3380","NW_017738974.1:1169985|1171415",NA,NA,NA,"4.000"
"3381","NW_017738974.1:1774999|1780782",NA,NA,NA,"3.000"
"3382","NW_017738974.1:1779152|1782679",NA,"1.000",NA,NA
"3383","NW_017738974.1:2122|13762",NA,NA,NA,"1.000"
"3384","NW_017738974.1:2411936|2424227",NA,"4.000","1.000",NA
"3385","NW_017738974.1:2411936|2435881",NA,NA,NA,"2.000"
"3386","NW_017738974.1:2419536|2435881","1.000",NA,NA,NA
"3387","NW_017738974.1:3197981|3204912",NA,"2.000",NA,NA
"3388","NW_017738974.1:3232211|3283064","1.000",NA,NA,NA
"3389","NW_017738974.1:3342614|3342870",NA,NA,"1.000",NA
"3390","NW_017738974.1:764505|768965",NA,"2.000","2.000",NA
"3391","NW_017738975.1:1459271|1460104","1.000",NA,NA,NA
"3392","NW_017738975.1:1652120|1655248",NA,"2.000",NA,NA
"3393","NW_017738975.1:1652120|1659287",NA,NA,"2.000",NA
"3394","NW_017738975.1:1655098|1661527",NA,NA,NA,"3.000"
"3395","NW_017738975.1:1655098|1675640",NA,"4.000",NA,"3.000"
"3396","NW_017738975.1:1659180|1665255","3.000","11.000",NA,NA
"3397","NW_017738975.1:1665173|1668020","1.000",NA,NA,NA
"3398","NW_017738975.1:1741102|1774698","2.000",NA,NA,NA
"3399","NW_017738975.1:2039671|2039901","1.000",NA,NA,NA
"3400","NW_017738975.1:2431968|2437088","1.000",NA,NA,NA
"3401","NW_017738975.1:2443842|2447046","1.000",NA,NA,NA
"3402","NW_017738975.1:2443842|2469108",NA,"3.000",NA,NA
"3403","NW_017738975.1:2449541|2460965",NA,"1.000",NA,NA
"3404","NW_017738975.1:283025|295208",NA,NA,NA,"8.000"
"3405","NW_017738975.1:288965|295208","3.000","12.000",NA,"1.000"
"3406","NW_017738975.1:3162549|3166928",NA,"2.000",NA,NA
"3407","NW_017738975.1:3172083|3192696",NA,"3.000",NA,NA
"3408","NW_017738975.1:3180774|3192696",NA,"2.000",NA,NA
"3409","NW_017738975.1:3195854|3199477","6.000","11.000","1.000","2.000"
"3410","NW_017738975.1:3195854|3200263",NA,"8.000","3.000","1.000"
"3411","NW_017738975.1:3195989|3199477","2.000",NA,NA,NA
"3412","NW_017738975.1:331999|334302",NA,"3.000","2.000",NA
"3413","NW_017738975.1:346870|360032",NA,"1.000",NA,"1.000"
"3414","NW_017738975.1:357333|360032",NA,"3.000",NA,NA
"3415","NW_017738975.1:3651884|3661170",NA,NA,"3.000",NA
"3416","NW_017738975.1:3743642|3751623",NA,"1.000",NA,NA
"3417","NW_017738975.1:3884375|3899805","1.000",NA,NA,NA
"3418","NW_017738975.1:4302993|4316382","2.000","8.000",NA,NA
"3419","NW_017738975.1:4313960|4316382","8.000","19.000",NA,"3.000"
"3420","NW_017738975.1:4316282|4381911","1.000",NA,NA,NA
"3421","NW_017738975.1:4316282|4416935",NA,"1.000",NA,NA
"3422","NW_017738975.1:4405665|4416935","2.000","3.000",NA,NA
"3423","NW_017738975.1:448065|448621",NA,"1.000",NA,NA
"3424","NW_017738975.1:4607946|4628082","2.000","1.000",NA,"6.000"
"3425","NW_017738975.1:4626327|4629598","3.000","11.000","5.000","19.000"
"3426","NW_017738975.1:4665951|4666208","5.000",NA,"5.000",NA
"3427","NW_017738975.1:4665951|4703564","5.000",NA,NA,NA
"3428","NW_017738975.1:4682712|4690536","2.000",NA,NA,NA
"3429","NW_017738975.1:4725957|4740849",NA,"1.000",NA,NA
"3430","NW_017738975.1:487044|494625","6.000","24.000","6.000","8.000"
"3431","NW_017738975.1:4991757|5013547","1.000","2.000","2.000",NA
"3432","NW_017738975.1:5088477|5093224","1.000",NA,NA,NA
"3433","NW_017738975.1:5088477|5113702","1.000",NA,NA,NA
"3434","NW_017738975.1:5248311|5262616",NA,NA,"2.000",NA
"3435","NW_017738975.1:5250338|5262616",NA,"2.000",NA,NA
"3436","NW_017738975.1:534439|537375",NA,NA,"1.000",NA
"3437","NW_017738975.1:541000|543319","5.000","20.000",NA,"6.000"
"3438","NW_017738975.1:541000|544989",NA,"4.000",NA,NA
"3439","NW_017738975.1:543211|551558",NA,NA,NA,"3.000"
"3440","NW_017738975.1:547447|551558","25.000",NA,"7.000","13.000"
"3441","NW_017738975.1:5559415|5582579","1.000","1.000",NA,"1.000"
"3442","NW_017738975.1:5582413|5585291",NA,"5.000",NA,NA
"3443","NW_017738975.1:5651113|5663734",NA,"3.000",NA,NA
"3444","NW_017738975.1:5651113|5688554",NA,"1.000",NA,NA
"3445","NW_017738975.1:5660429|5663734","8.000","10.000","3.000","2.000"
"3446","NW_017738975.1:5662860|5663734",NA,"5.000",NA,"2.000"
"3447","NW_017738975.1:5798822|5805600","6.000","3.000","4.000",NA
"3448","NW_017738975.1:5798822|5824102",NA,"1.000",NA,NA
"3449","NW_017738975.1:586983|591398",NA,"2.000",NA,NA
"3450","NW_017738975.1:586983|601032",NA,NA,"4.000",NA
"3451","NW_017738975.1:5921835|5978072","2.000",NA,NA,NA
"3452","NW_017738975.1:613307|616453","2.000",NA,NA,NA
"3453","NW_017738975.1:6157687|6212380","2.000",NA,NA,NA
"3454","NW_017738975.1:617546|621081",NA,NA,"3.000",NA
"3455","NW_017738975.1:6200827|6212380",NA,"2.000",NA,NA
"3456","NW_017738975.1:6268184|6294485",NA,NA,"1.000",NA
"3457","NW_017738975.1:6342049|6342844","1.000",NA,NA,NA
"3458","NW_017738975.1:6476669|6483724",NA,"4.000",NA,NA
"3459","NW_017738975.1:6483554|6497036",NA,NA,"2.000",NA
"3460","NW_017738975.1:6494930|6497036","6.000","8.000",NA,"2.000"
"3461","NW_017738975.1:651265|653958","3.000",NA,NA,NA
"3462","NW_017738975.1:6590478|6609180",NA,"3.000",NA,NA
"3463","NW_017738975.1:6600246|6609140",NA,"2.000",NA,NA
"3464","NW_017738975.1:6600246|6609180",NA,NA,NA,"1.000"
"3465","NW_017738975.1:6714211|6716539","1.000","1.000",NA,NA
"3466","NW_017738975.1:687570|692295","2.000","4.000","5.000","3.000"
"3467","NW_017738975.1:7172266|7184641","1.000",NA,NA,NA
"3468","NW_017738975.1:7172266|7186673",NA,NA,NA,"2.000"
"3469","NW_017738975.1:7187827|7188176",NA,NA,NA,"3.000"
"3470","NW_017738975.1:7256252|7272789","4.000","5.000",NA,NA
"3471","NW_017738975.1:7308383|7310069",NA,"1.000",NA,NA
"3472","NW_017738975.1:7384076|7393053","1.000",NA,"3.000",NA
"3473","NW_017738975.1:7465423|7478016",NA,NA,"1.000","2.000"
"3474","NW_017738975.1:7502168|7515569","1.000",NA,NA,NA
"3475","NW_017738975.1:7502168|7524850",NA,"3.000",NA,NA
"3476","NW_017738975.1:7503387|7515569",NA,"2.000",NA,NA
"3477","NW_017738975.1:7510104|7515569","1.000",NA,NA,NA
"3478","NW_017738975.1:755611|765580","2.000",NA,NA,NA
"3479","NW_017738975.1:7680121|7701551",NA,"1.000",NA,NA
"3480","NW_017738975.1:7708649|7718135",NA,NA,"1.000",NA
"3481","NW_017738975.1:7747652|7786696","1.000",NA,NA,"1.000"
"3482","NW_017738975.1:7747655|7786696","3.000",NA,NA,NA
"3483","NW_017738976.1:122726|169673",NA,NA,"1.000","6.000"
"3484","NW_017738976.1:2523731|2565688","5.000","2.000",NA,"11.000"
"3485","NW_017738976.1:3038262|3039374","5.000","4.000","2.000",NA
"3486","NW_017738976.1:3038262|3044577","2.000",NA,NA,NA
"3487","NW_017738976.1:3044111|3050848","1.000",NA,NA,NA
"3488","NW_017738976.1:3640980|3667353","9.000",NA,"2.000",NA
"3489","NW_017738976.1:3768335|3769003",NA,NA,NA,"1.000"
"3490","NW_017738976.1:3943540|3955525",NA,"1.000",NA,NA
"3491","NW_017738976.1:3968181|3970531",NA,"8.000",NA,"2.000"
"3492","NW_017738976.1:4411487|4417171",NA,"1.000",NA,NA
"3493","NW_017738976.1:4707885|4711247",NA,"2.000",NA,NA
"3494","NW_017738976.1:4710082|4711247","8.000",NA,NA,NA
"3495","NW_017738976.1:592982|604772",NA,NA,"2.000",NA
"3496","NW_017738976.1:592982|638445","1.000",NA,NA,NA
"3497","NW_017738976.1:626815|633573",NA,NA,"1.000",NA
"3498","NW_017738976.1:637774|656378",NA,"6.000","5.000",NA
"3499","NW_017738976.1:644850|656378",NA,NA,NA,"2.000"
"3500","NW_017738976.1:644850|711369",NA,"2.000",NA,NA
"3501","NW_017738976.1:689702|693203",NA,NA,"1.000",NA
"3502","NW_017738976.1:689702|711369","2.000",NA,"11.000","2.000"
"3503","NW_017738976.1:710076|711369","5.000",NA,NA,"1.000"
"3504","NW_017738976.1:818410|918380",NA,"3.000",NA,NA
"3505","NW_017738976.1:894155|894516","1.000",NA,NA,NA
"3506","NW_017738976.1:936890|939612",NA,"2.000",NA,NA
"3507","NW_017738977.1:275476|278908","3.000",NA,NA,NA
"3508","NW_017738977.1:275476|283836","2.000",NA,NA,NA
"3509","NW_017738977.1:278051|283836","1.000",NA,NA,NA
"3510","NW_017738977.1:2872523|2962694",NA,"2.000","3.000","1.000"
"3511","NW_017738977.1:2954739|2962694",NA,"1.000",NA,NA
"3512","NW_017738977.1:3152431|3153170",NA,"3.000",NA,NA
"3513","NW_017738977.1:3175148|3195699","2.000",NA,NA,NA
"3514","NW_017738977.1:3522229|3522499",NA,"2.000",NA,NA
"3515","NW_017738977.1:382076|393967",NA,"3.000",NA,NA
"3516","NW_017738977.1:3949854|3952492","8.000","14.000","2.000","8.000"
"3517","NW_017738977.1:3949854|4027104",NA,"2.000","1.000","1.000"
"3518","NW_017738978.1:1426741|1519087",NA,"1.000",NA,NA
"3519","NW_017738978.1:1434600|1434788","1.000","1.000",NA,NA
"3520","NW_017738978.1:1518785|1548698",NA,NA,"1.000",NA
"3521","NW_017738978.1:1518785|1682350",NA,"1.000",NA,NA
"3522","NW_017738978.1:1582565|1586860",NA,NA,"8.000",NA
"3523","NW_017738978.1:1682245|1719893",NA,NA,NA,"3.000"
"3524","NW_017738978.1:1717815|1719893",NA,NA,"1.000",NA
"3525","NW_017738978.1:1739714|1755053",NA,NA,NA,"1.000"
"3526","NW_017738978.1:1781243|1784259","2.000",NA,NA,"2.000"
"3527","NW_017738978.1:2026154|2029475",NA,"1.000",NA,NA
"3528","NW_017738978.1:2373206|2377070",NA,NA,NA,"1.000"
"3529","NW_017738978.1:2401468|2401625","5.000",NA,NA,NA
"3530","NW_017738978.1:2437935|2439913",NA,NA,"11.000",NA
"3531","NW_017738978.1:2441971|2465810","1.000","1.000",NA,"10.000"
"3532","NW_017738978.1:2466267|2474910",NA,"1.000",NA,NA
"3533","NW_017738978.1:2467413|2479523",NA,"1.000",NA,NA
"3534","NW_017738978.1:2473143|2477154",NA,"4.000",NA,NA
"3535","NW_017738978.1:2510410|2514712",NA,"1.000",NA,NA
"3536","NW_017738978.1:2510410|2521888","3.000","1.000",NA,NA
"3537","NW_017738978.1:2532680|2532901","1.000",NA,NA,NA
"3538","NW_017738978.1:2956832|2957144",NA,"5.000",NA,NA
"3539","NW_017738978.1:3046704|3078475",NA,NA,"4.000",NA
"3540","NW_017738978.1:3066985|3078475","1.000",NA,NA,NA
"3541","NW_017738978.1:3075092|3147739",NA,NA,"3.000",NA
"3542","NW_017738978.1:3085351|3101233",NA,"1.000",NA,NA
"3543","NW_017738978.1:3085351|3147739","5.000","6.000",NA,"2.000"
"3544","NW_017738978.1:3095165|3101233",NA,"6.000",NA,"1.000"
"3545","NW_017738978.1:3100151|3101233","1.000","1.000",NA,"2.000"
"3546","NW_017738978.1:3250705|3278263",NA,"2.000",NA,NA
"3547","NW_017738978.1:3413738|3424384",NA,"5.000",NA,NA
"3548","NW_017738978.1:3440989|3446521",NA,"3.000",NA,NA
"3549","NW_017738978.1:3473417|3483270",NA,"5.000",NA,NA
"3550","NW_017738978.1:4292962|4299581",NA,"3.000",NA,NA
"3551","NW_017738978.1:4309724|4316538",NA,NA,"1.000",NA
"3552","NW_017738978.1:4362540|4369652",NA,NA,NA,"2.000"
"3553","NW_017738978.1:4368190|4370863","1.000",NA,NA,NA
"3554","NW_017738978.1:4368718|4370863",NA,"2.000",NA,NA
"3555","NW_017738978.1:4426050|4426870",NA,"1.000",NA,NA
"3556","NW_017738978.1:4737078|4738906","1.000",NA,NA,NA
"3557","NW_017738978.1:4737078|4762186",NA,"5.000",NA,NA
"3558","NW_017738978.1:47396|51854",NA,NA,NA,"2.000"
"3559","NW_017738978.1:4855277|4856112",NA,NA,"6.000",NA
"3560","NW_017738978.1:4948494|4955466","1.000","1.000",NA,NA
"3561","NW_017738978.1:4954783|4955466",NA,"2.000",NA,NA
"3562","NW_017738978.1:50617|51854",NA,"1.000",NA,NA
"3563","NW_017738978.1:5123117|5126013",NA,"2.000",NA,NA
"3564","NW_017738978.1:5299616|5309476",NA,NA,"1.000",NA
"3565","NW_017738978.1:5317977|5325316",NA,"1.000",NA,NA
"3566","NW_017738978.1:5375275|5377612","7.000","1.000","2.000",NA
"3567","NW_017738979.1:103998|105278",NA,"1.000",NA,NA
"3568","NW_017738979.1:1168978|1169701",NA,"1.000",NA,NA
"3569","NW_017738979.1:136332|136532","44.000","56.000","5.000","6.000"
"3570","NW_017738979.1:136332|141148",NA,NA,NA,"3.000"
"3571","NW_017738979.1:136332|187502",NA,"7.000","3.000",NA
"3572","NW_017738979.1:1400225|1410735","3.000","10.000",NA,NA
"3573","NW_017738979.1:166960|169419",NA,"4.000","1.000",NA
"3574","NW_017738979.1:166960|187502",NA,"1.000","3.000",NA
"3575","NW_017738979.1:1689822|1697675",NA,"2.000",NA,NA
"3576","NW_017738979.1:1715147|1719259",NA,"3.000",NA,NA
"3577","NW_017738979.1:1715147|1754656","2.000",NA,NA,NA
"3578","NW_017738979.1:178992|187502",NA,"1.000",NA,NA
"3579","NW_017738979.1:2029890|2062329","1.000",NA,NA,NA
"3580","NW_017738979.1:2044317|2062329","1.000","8.000",NA,NA
"3581","NW_017738979.1:2044317|2095899","1.000",NA,NA,NA
"3582","NW_017738979.1:2062221|2095899","2.000",NA,NA,NA
"3583","NW_017738979.1:2062221|2110580",NA,"1.000",NA,NA
"3584","NW_017738979.1:2095789|2110580",NA,"1.000",NA,NA
"3585","NW_017738979.1:2095789|2127656",NA,"5.000","2.000",NA
"3586","NW_017738979.1:2127483|2196706",NA,NA,NA,"1.000"
"3587","NW_017738979.1:2175433|2196706","1.000",NA,"2.000",NA
"3588","NW_017738979.1:2182890|2193573",NA,"1.000",NA,NA
"3589","NW_017738979.1:2182890|2196706","33.000","35.000","39.000","16.000"
"3590","NW_017738979.1:2182890|2197114",NA,"3.000","2.000",NA
"3591","NW_017738979.1:2193483|2196706","2.000","1.000",NA,"1.000"
"3592","NW_017738979.1:2251110|2410775",NA,NA,NA,"2.000"
"3593","NW_017738979.1:2326973|2329638",NA,"2.000",NA,NA
"3594","NW_017738979.1:2393872|2410775","3.000","1.000","5.000","9.000"
"3595","NW_017738979.1:2720311|2771540","2.000","1.000","5.000","9.000"
"3596","NW_017738979.1:2720311|2801890",NA,"3.000",NA,NA
"3597","NW_017738979.1:2720311|2854114",NA,NA,"1.000",NA
"3598","NW_017738979.1:2755287|2767950","4.000",NA,NA,NA
"3599","NW_017738979.1:2755287|2771540",NA,NA,"1.000",NA
"3600","NW_017738979.1:2755287|2801890","3.000",NA,NA,"1.000"
"3601","NW_017738979.1:2760381|2771540",NA,"2.000",NA,NA
"3602","NW_017738979.1:2767820|2771540","2.000","6.000",NA,NA
"3603","NW_017738979.1:2767820|2801890","12.000","21.000","10.000","15.000"
"3604","NW_017738979.1:287071|290328",NA,"3.000",NA,NA
"3605","NW_017738979.1:2875871|2876423",NA,NA,NA,"1.000"
"3606","NW_017738979.1:300113|300826",NA,"3.000",NA,NA
"3607","NW_017738979.1:311803|312200","1.000",NA,NA,NA
"3608","NW_017738979.1:3205561|3237852","5.000","4.000",NA,NA
"3609","NW_017738979.1:3223350|3237852","15.000","6.000","1.000",NA
"3610","NW_017738979.1:3274417|3286180",NA,NA,"3.000",NA
"3611","NW_017738979.1:3274417|3298172","2.000","3.000",NA,NA
"3612","NW_017738979.1:3283335|3298172","3.000",NA,NA,NA
"3613","NW_017738979.1:3389315|3390809","1.000",NA,NA,NA
"3614","NW_017738979.1:3422710|3428168",NA,NA,NA,"1.000"
"3615","NW_017738979.1:3541059|3544187",NA,"1.000",NA,NA
"3616","NW_017738979.1:3614935|3620214",NA,"5.000","1.000","4.000"
"3617","NW_017738979.1:3808315|3815180","1.000",NA,NA,NA
"3618","NW_017738979.1:3825051|3830445","1.000",NA,NA,NA
"3619","NW_017738979.1:3913675|3920689",NA,NA,NA,"2.000"
"3620","NW_017738979.1:4139138|4140909",NA,"2.000",NA,NA
"3621","NW_017738979.1:427536|428436",NA,"1.000",NA,NA
"3622","NW_017738979.1:4338077|4340945","1.000",NA,NA,NA
"3623","NW_017738979.1:4370547|4380440",NA,"1.000",NA,NA
"3624","NW_017738979.1:4370547|4388407","2.000",NA,NA,NA
"3625","NW_017738979.1:4496273|4500892","6.000","21.000","8.000","19.000"
"3626","NW_017738979.1:4496279|4500892",NA,NA,NA,"1.000"
"3627","NW_017738979.1:4545910|4548771",NA,"1.000",NA,NA
"3628","NW_017738979.1:4546194|4548771","19.000","61.000","27.000","29.000"
"3629","NW_017738979.1:4546995|4548771",NA,NA,NA,"7.000"
"3630","NW_017738979.1:4584862|4587027",NA,"1.000","8.000",NA
"3631","NW_017738979.1:4596377|4598948",NA,"2.000",NA,NA
"3632","NW_017738979.1:4605330|4606422",NA,NA,NA,"2.000"
"3633","NW_017738979.1:4617426|4623896",NA,"5.000",NA,"5.000"
"3634","NW_017738979.1:4632103|4634482",NA,NA,NA,"8.000"
"3635","NW_017738979.1:4635919|4643199",NA,"1.000",NA,NA
"3636","NW_017738979.1:4653282|4654333","6.000","3.000","8.000",NA
"3637","NW_017738979.1:4746257|4748079",NA,"1.000",NA,NA
"3638","NW_017738979.1:4756833|4761089","4.000","4.000",NA,NA
"3639","NW_017738979.1:5218273|5218673","27.000",NA,"11.000",NA
"3640","NW_017738979.1:5244635|5246758",NA,NA,"3.000",NA
"3641","NW_017738979.1:5322997|5336980",NA,"3.000","3.000",NA
"3642","NW_017738979.1:5322997|5347688","1.000","3.000",NA,"1.000"
"3643","NW_017738979.1:5336122|5347688",NA,NA,"4.000",NA
"3644","NW_017738979.1:5416250|5419871",NA,"3.000",NA,"1.000"
"3645","NW_017738979.1:5418020|5422198","1.000","5.000",NA,"7.000"
"3646","NW_017738979.1:5429356|5436722",NA,NA,NA,"4.000"
"3647","NW_017738979.1:5429356|5456533",NA,NA,NA,"2.000"
"3648","NW_017738979.1:544515|552851",NA,NA,NA,"1.000"
"3649","NW_017738979.1:5449240|5451143",NA,"1.000",NA,NA
"3650","NW_017738979.1:5722062|5725372","2.000","8.000","3.000","4.000"
"3651","NW_017738979.1:5804030|5824884",NA,NA,"4.000",NA
"3652","NW_017738979.1:5820863|5829500","2.000",NA,NA,NA
"3653","NW_017738979.1:5882164|5884437",NA,NA,NA,"2.000"
"3654","NW_017738979.1:5981828|5983126",NA,NA,"2.000",NA
"3655","NW_017738979.1:5981828|5990722","10.000","2.000",NA,"2.000"
"3656","NW_017738979.1:6174326|6176678",NA,NA,NA,"3.000"
"3657","NW_017738979.1:6189568|6191704","3.000",NA,NA,NA
"3658","NW_017738979.1:6225137|6229399",NA,"5.000","1.000",NA
"3659","NW_017738979.1:6397590|6398757","3.000",NA,NA,NA
"3660","NW_017738979.1:6397590|6401800",NA,NA,"3.000",NA
"3661","NW_017738979.1:6397590|6404599",NA,"6.000",NA,NA
"3662","NW_017738979.1:6397590|6408518","1.000","2.000",NA,NA
"3663","NW_017738979.1:6397590|6416324",NA,"1.000",NA,NA
