"","circ_id","hsa1","hsa2","hsa3"
"1","1:10002262|10002439",NA,NA,4
"1383","10:97436416|97437750",NA,5,NA
"1384","10:97518271|97518446",NA,2,NA
"1385","10:97567913|97568141",NA,2,NA
"1386","10:97757561|97757736",NA,4,NA
"1387","10:98258940|98259143",NA,NA,2
"1388","10:98654764|98654946",NA,NA,2
"1389","10:9880333|9880500",NA,6,NA
"1390","10:98863472|98863692",NA,2,NA
"1391","10:9920870|9921040",NA,NA,2
"1392","10:995834|996032",2,NA,NA
"1393","11:100122560|100122730",NA,NA,3
"1394","11:100202649|100202828",NA,NA,2
"1395","11:101477206|101477358",NA,3,NA
"1396","11:101739963|101740167",NA,3,NA
"1397","11:102161371|102161535",NA,NA,2
"1398","11:102268587|102268799",2,NA,NA
"1399","11:102822943|102823119",NA,7,NA
"1400","11:102989325|102989496",NA,NA,2
"1401","11:103158434|103158596",NA,NA,2
"1402","11:10382699|10382851",NA,NA,2
"1403","11:10502408|10502564",NA,NA,3
"1404","11:105166370|105166687",NA,5,NA
"1405","11:105345555|105345749",NA,2,NA
"1406","11:105938012|105938208",NA,NA,3
"1407","11:106416158|106416343",NA,NA,2
"1408","11:10712326|10712543",2,NA,NA
"1409","11:10794842|10795034",NA,NA,2
"1410","11:108219958|108220115",NA,7,NA
"1411","11:108227594|108229323",NA,2,NA
"1412","11:108317372|108332037",NA,NA,4
"1413","11:108606275|108606448",NA,NA,2
"1414","11:109092824|109092994",NA,NA,2
"1415","11:109635779|109635955",NA,4,NA
"1416","11:109768454|109768617",NA,NA,5
"1417","11:110703941|110704169",NA,NA,2
"1418","11:110842250|110842402",NA,NA,2
"1419","11:110968881|110969074",3,NA,NA
"1420","11:111027089|111027278",NA,2,NA
"1421","11:111027089|111027292",NA,3,NA
"1422","11:111450865|111451030",2,NA,NA
"1423","11:111754498|111755450",NA,2,NA
"1424","11:112129775|112129975",NA,NA,5
"1425","11:112277218|112277386",NA,NA,2
"1426","11:112334263|112334560",NA,NA,2
"1427","11:112418159|112418348",3,NA,NA
"1428","11:11263648|11263815",NA,NA,3
"1429","11:112883905|112884077",NA,NA,3
"1430","11:113350330|113350564",NA,NA,2
"1431","11:113704526|113704776",NA,NA,2
"1432","11:113994114|113994294",NA,2,NA
"1433","11:114103977|114104209",NA,4,NA
"1434","11:114124693|114124872",NA,NA,2
"1435","11:114151704|114151887",NA,2,NA
"1436","11:114276244|114276590",NA,5,NA
"1437","11:114410677|114410854",NA,2,NA
"1438","11:114603298|114603486",NA,NA,2
"1439","11:114614622|114614786",NA,3,NA
"1440","11:114623832|114624042",NA,2,NA
"1441","11:114824919|114825131",NA,3,NA
"1442","11:115059922|115060113",NA,3,NA
"1443","11:115218459|115218627",NA,NA,6
"1444","11:115295635|115295816",NA,NA,4
"1445","11:115531035|115531306",2,NA,NA
"1446","11:115985182|115985519",NA,6,NA
"1447","11:116384924|116385095",NA,NA,2
"1448","11:116552057|116552223",NA,6,NA
"1449","11:116565593|116565800",2,NA,NA
"1450","11:116694158|116694310",3,NA,NA
"1451","11:116694301|116694455",2,NA,NA
"1452","11:116753124|116753301",NA,2,NA
"1453","11:116762615|116762778",NA,2,NA
"1454","11:116808521|116808739",2,NA,NA
"1455","11:116825854|116826049",NA,3,NA
"1456","11:117244444|117246948",NA,NA,3
"1457","11:117279907|117280259",NA,6,NA
"1458","11:117288050|117289510",NA,NA,2
"1459","11:117457440|117457651",4,NA,NA
"1460","11:117699359|117699562",3,NA,NA
"1461","11:117862055|117862237",2,NA,NA
"1462","11:117900009|117900236",2,NA,NA
"1463","11:117961409|117961584",NA,8,NA
"1464","11:117999974|118000164",NA,8,NA
"1465","11:11800022|11800243",NA,2,NA
"1466","11:118129753|118129913",NA,3,NA
"1467","11:118137752|118137961",NA,NA,5
"1468","11:118155593|118155801",NA,NA,2
"1469","11:118583808|118584644",NA,NA,3
"1470","11:118629455|118629666",NA,3,NA
"1471","11:118908787|118908939",2,NA,NA
"1472","11:118939670|118939843",NA,3,NA
"1473","11:119100420|119100612",2,NA,NA
"1474","11:119385951|119386115",3,NA,NA
"1475","11:119414462|119414648",NA,NA,2
"1476","11:119423711|119423952",NA,NA,2
"1477","11:119599813|119600044",2,NA,NA
"1478","11:119715770|119715946",NA,NA,2
"1479","11:119760744|119760904",NA,NA,3
"1480","11:11976371|11976546",NA,NA,2
"1481","11:1198968|1199381",2,NA,NA
"1482","11:119921912|119922122",NA,2,NA
"1483","11:120259558|120259717",NA,NA,2
"1484","11:120701720|120701871",NA,4,NA
"1485","11:120793916|120794114",2,NA,NA
"1486","11:121104906|121105089",NA,NA,2
"1487","11:121182472|121182634",NA,NA,3
"1488","11:121627816|121628069",NA,2,NA
"1489","11:122185279|122185459",NA,NA,2
"1490","11:122203344|122203502",NA,NA,6
"1491","11:122319878|122320046",3,NA,NA
"1492","11:12236176|12239585",NA,NA,4
"1493","11:122521086|122521263",2,NA,NA
"1494","11:12256332|12256525",NA,6,NA
"1495","11:122789689|122790025",NA,NA,2
"1496","11:123287244|123287402",NA,2,NA
"1497","11:123445163|123445403",NA,NA,3
"1498","11:123450900|123451070",NA,NA,2
"1499","11:123490702|123490854",2,NA,NA
"1500","11:123490713|123490866",2,NA,NA
"1501","11:124885396|124885559",NA,2,NA
"1502","11:125049097|125049249",NA,NA,2
"1503","11:125076223|125076392",NA,4,NA
"1504","11:1251240|1251414",3,NA,NA
"1505","11:125461151|125461337",NA,2,NA
"1506","11:126502289|126502440",NA,NA,2
"1507","11:126788241|126788425",NA,2,NA
"1508","11:126944724|126944972",NA,3,NA
"1509","11:127632778|127632984",NA,4,NA
"1510","11:12764178|12764434",NA,6,3
"1511","11:128193756|128193913",NA,NA,2
"1512","11:128821731|128821894",NA,NA,3
"1513","11:128856591|128856771",NA,5,NA
"1514","11:1288623|1295794",NA,NA,3
"1515","11:128891648|128891984",NA,4,NA
"1516","11:128906048|128906255",NA,NA,3
"1517","11:129123445|129127305",NA,NA,3
"1518","11:1292433|1292613",2,NA,NA
"1519","11:129277153|129277320",NA,NA,3
"1520","11:129430676|129430887",NA,4,NA
"1521","11:129849522|129849688",NA,NA,5
"1522","11:129873783|129873959",NA,2,NA
"1523","11:130260855|130261929",NA,34,NA
"1524","11:130639899|130640124",2,NA,NA
"1525","11:13084298|13084454",NA,4,NA
"1526","11:130901504|130901696",NA,NA,2
"1527","11:131201315|131201478",NA,3,NA
"1528","11:131248498|131248677",NA,2,NA
"1529","11:131383491|131383659",NA,NA,3
"1530","11:131404220|131404385",NA,NA,3
"1531","11:131443070|131443243",NA,NA,3
"1532","11:131498489|131498812",2,NA,NA
"1533","11:13163417|13163585",NA,NA,3
"1534","11:131793932|131794130",NA,NA,3
"1535","11:131991746|131991902",NA,6,NA
"1536","11:132092478|132092656",NA,NA,3
"1537","11:132120057|132120230",NA,3,NA
"1538","11:13308501|13308663",NA,NA,2
"1539","11:13313446|13313621",NA,3,NA
"1540","11:13338673|13338899",NA,NA,5
"1541","11:133517866|133518138",NA,NA,2
"1542","11:133546566|133546762",2,NA,NA
"1543","11:133557315|133557465",2,NA,NA
"1544","11:133980621|133980798",NA,2,NA
"1545","11:134019430|134019623",2,NA,NA
"1546","11:134035879|134036031",NA,2,NA
"1547","11:134219073|134219251",3,NA,NA
"1548","11:134292393|134292544",NA,NA,3
"1549","11:134509651|134509834",NA,NA,2
"1550","11:134867856|134868060",NA,NA,2
"1551","11:13644812|13645000",NA,NA,2
"1552","11:13899085|13899282",NA,NA,2
"1553","11:14032918|14033153",3,NA,NA
"1554","11:14126776|14126946",NA,4,NA
"1555","11:14199389|14199572",NA,NA,2
"1556","11:14401748|14401963",NA,5,NA
"1557","11:14414886|14415045",NA,2,NA
"1558","11:14508377|14508537",NA,NA,4
"1559","11:1480392|1480885",NA,NA,2
"1560","11:1517393|1517549",3,NA,NA
"1561","11:15177110|15190814",NA,NA,2
"1562","11:15302658|15302819",2,NA,NA
"1563","11:1542204|1542369",NA,NA,2
"1564","11:15651892|15652047",2,NA,NA
"1565","11:15930096|15930278",NA,2,NA
"1566","11:15930854|15931014",NA,3,NA
"1567","11:1607160|1607342",2,NA,NA
"1568","11:16579379|16579542",NA,NA,2
"1569","11:16883479|16883651",NA,NA,2
"1570","11:16945581|16945733",NA,3,NA
"1571","11:17364915|17365086",NA,2,NA
"1572","11:17714319|17714512",NA,NA,2
"1573","11:17890263|17890445",NA,4,NA
"1574","11:18281949|18286710",NA,NA,2
"1575","11:18291441|18292019",NA,2,NA
"1576","11:18668214|18668358",NA,NA,2
"1577","11:18700945|18701284",NA,5,NA
"1578","11:18726460|18726604",3,NA,NA
"1579","11:19096962|19097142",NA,NA,2
"1580","11:20364334|20364533",NA,3,NA
"1581","11:2042134|2042286",NA,NA,2
"1582","11:20546328|20546533",NA,NA,6
"1583","11:2061940|2062096",NA,NA,4
"1584","11:2065255|2065431",NA,2,NA
"1585","11:21515442|21515690",3,NA,NA
"1586","11:2160251|2160432",NA,3,NA
"1587","11:21959248|21959400",2,NA,NA
"1588","11:2198901|2199071",NA,2,NA
"1589","11:2216795|2216964",2,NA,NA
"1590","11:22810129|22810295",NA,5,NA
"1591","11:2314389|2314584",NA,2,NA
"1592","11:23309492|23309693",NA,NA,2
"1593","11:23882379|23882571",NA,6,NA
"1594","11:24086053|24086250",NA,NA,2
"1595","11:24087702|24087869",NA,NA,2
"1596","11:2669219|2669466",NA,NA,2
"1597","11:26786425|26786575",NA,3,NA
"1598","11:2694218|2694408",NA,2,NA
"1599","11:27213203|27213415",2,NA,NA
"1600","11:27650667|27650866",NA,2,NA
"1601","11:27764677|27764855",NA,2,NA
"1602","11:28366295|28366655",NA,NA,5
"1603","11:28706841|28707044",NA,2,NA
"1604","11:29377995|29378176",NA,NA,2
"1605","11:30210229|30210391",NA,2,NA
"1606","11:3030611|3031240",NA,4,NA
"1607","11:30846185|30846477",NA,2,NA
"1608","11:31209228|31209382",NA,3,NA
"1609","11:31248701|31248930",NA,NA,2
"1610","11:31396169|31396337",NA,2,NA
"1611","11:31823029|31823225",NA,3,NA
"1612","11:32031727|32032052",NA,3,NA
"1613","11:32078879|32079487",NA,NA,2
"1614","11:32115107|32115290",NA,NA,2
"1615","11:32201585|32201755",NA,NA,2
"1616","11:32546682|32546855",NA,NA,2
"1617","11:32637360|32637529",NA,NA,2
"1618","11:33320164|33320353",NA,5,NA
"1619","11:33586379|33586539",NA,2,NA
"1620","11:33947340|33947576",NA,6,NA
"1621","11:34090178|34090678",NA,4,NA
"1622","11:34338278|34338459",NA,2,NA
"1623","11:34345966|34346120",NA,NA,2
"1624","11:34480272|34480967",NA,5,NA
"1625","11:34480771|34490059",NA,NA,3
"1626","11:34658458|34658701",2,NA,NA
"1627","11:34714693|34754607",NA,3,NA
"1628","11:35286756|35301645",NA,2,NA
"1629","11:35415833|35416008",NA,NA,3
"1630","11:35469064|35469243",NA,2,NA
"1631","11:36217748|36217995",2,NA,NA
"1632","11:36227084|36227430",NA,25,21
"1633","11:36303125|36303350",NA,3,NA
"1634","11:3639378|3639546",3,NA,NA
"1635","11:371440|371852",NA,9,NA
"1636","11:37419634|37419849",NA,NA,4
"1637","11:3773631|3776021",NA,2,NA
"1638","11:38380534|38380866",NA,6,NA
"1639","11:38586475|38586751",NA,NA,2
"1640","11:38810310|38810477",NA,NA,2
"1641","11:41279522|41279687",NA,NA,3
"1642","11:4138391|4138783",NA,4,NA
"1643","11:42098308|42098573",NA,NA,2
"1644","11:42416301|42416492",NA,NA,2
"1645","11:42465549|42465709",NA,NA,2
"1646","11:42702825|42702983",NA,NA,3
"1647","11:42949220|42949432",NA,NA,2
"1648","11:43452085|43452436",NA,NA,3
"1649","11:43501965|43502130",3,NA,NA
"1650","11:43558053|43558228",NA,NA,2
"1651","11:43790291|43790488",NA,5,NA
"1652","11:43982458|43982650",3,NA,NA
"1653","11:44029487|44029910",NA,NA,3
"1654","11:44143765|44144115",NA,6,NA
"1655","11:44278401|44278554",NA,NA,2
"1656","11:44466684|44466855",NA,NA,2
"1657","11:44721042|44721189",2,NA,NA
"1658","11:44779756|44779920",2,NA,NA
"1659","11:44887860|44888026",NA,3,NA
"1660","11:44903256|44903436",2,NA,NA
"1661","11:44953974|44954135",NA,NA,3
"1662","11:44972046|44972429",NA,3,NA
"1663","11:45181760|45183123",NA,5,NA
"1664","11:45196505|45196660",NA,NA,2
"1665","11:45242930|45243096",NA,NA,2
"1666","11:45512848|45513000",NA,NA,3
"1667","11:45554442|45554686",2,NA,NA
"1668","11:45750597|45750833",2,NA,NA
"1669","11:45930699|45930855",2,NA,NA
"1670","11:46312324|46312919",NA,12,14
"1671","11:46389213|46389383",NA,2,NA
"1672","11:46804457|46804611",NA,NA,3
"1673","11:46976834|46977015",2,NA,NA
"1674","11:4698905|4699070",NA,3,NA
"1675","11:47078667|47080600",2,NA,NA
"1676","11:47306025|47306198",NA,5,NA
"1677","11:47345974|47346169",NA,5,NA
"1678","11:473586|473722",NA,NA,4
"1679","11:47358843|47375732",NA,2,NA
"1680","11:47395787|47395961",NA,NA,2
"1681","11:47409310|47409493",NA,2,NA
"1682","11:47422573|47422973",NA,5,NA
"1683","11:4747115|4747283",NA,NA,2
"1684","11:47589295|47589467",2,NA,NA
"1685","11:48076124|48076286",NA,5,NA
"1686","11:48121166|48121321",NA,NA,2
"1687","11:48795537|48795709",NA,2,NA
"1688","11:49983748|49984042",NA,2,NA
"1689","11:50537926|50538097",NA,3,NA
"1690","11:50576014|50576186",3,NA,NA
"1691","11:517391|517576",NA,NA,2
"1692","11:529141|529475",NA,NA,6
"1693","11:54852602|54852773",NA,NA,2
"1694","11:5690307|5690528",NA,NA,3
"1695","11:57137571|57137747",NA,NA,2
"1696","11:57299850|57300005",NA,NA,2
"1697","11:57315040|57315194",NA,3,NA
"1698","11:57321809|57322002",NA,3,NA
"1699","11:57342800|57342962",NA,2,NA
"1700","11:57438721|57439084",NA,NA,2
"1701","11:57555374|57555526",NA,NA,2
"1702","11:57700042|57700253",NA,NA,4
"1703","11:57828884|57829073",NA,NA,2
"1704","11:579284|579451",NA,NA,4
"1705","11:58027498|58027709",4,NA,NA
"1706","11:58421531|58421787",2,NA,NA
"1707","11:58735627|58735897",NA,NA,2
"1708","11:58757123|58757305",NA,NA,2
"1709","11:58772404|58772590",NA,2,NA
"1710","11:58841824|58841990",NA,NA,2
"1711","11:59351475|59351669",NA,NA,3
"1712","11:59792781|59792984",NA,NA,4
"1713","11:60081107|60081301",NA,6,NA
"1714","11:60719400|60719561",NA,2,NA
"1715","11:60811474|60811644",NA,NA,2
"1716","11:60861685|60862668",NA,NA,3
"1717","11:60919685|60920988",NA,4,NA
"1718","11:60977311|60977463",2,NA,NA
"1719","11:61274114|61274375",NA,NA,2
"1720","11:61337017|61337240",NA,NA,2
"1721","11:61708736|61708965",NA,NA,5
"1722","11:61744798|61744953",NA,2,NA
"1723","11:61964412|61964563",NA,3,NA
"1724","11:62193005|62193255",NA,NA,2
"1725","11:62205183|62205379",NA,NA,3
"1726","11:6230114|6230325",2,NA,NA
"1727","11:62518297|62518474",2,NA,NA
"1728","11:62523082|62523304",NA,NA,3
"1729","11:62523283|62523442",NA,2,NA
"1730","11:62528916|62529138",NA,3,NA
"1731","11:62544261|62544437",NA,NA,2
"1732","11:62638982|62639731",NA,8,NA
"1733","11:62701237|62701412",NA,2,NA
"1734","11:62715174|62715442",NA,NA,2
"1735","11:62733117|62735564",NA,NA,2
"1736","11:62917925|62920542",NA,2,NA
"1737","11:63015088|63015228",2,NA,NA
"1738","11:63025116|63025361",NA,NA,4
"1739","11:63148790|63148961",6,NA,NA
"1740","11:63817813|63818044",NA,2,NA
"1741","11:63952237|63952839",NA,2,NA
"1742","11:64025412|64025577",2,NA,NA
"1743","11:64099659|64099816",NA,NA,3
"1744","11:64175002|64175179",NA,NA,3
"1745","11:64231031|64231247",NA,NA,3
"1746","11:64259783|64259941",NA,4,NA
"1747","11:64743607|64743930",NA,2,NA
"1748","11:64832135|64832389",NA,NA,2
"1749","11:64832141|64832396",NA,NA,2
"1750","11:649186|649357",NA,2,NA
"1751","11:6503014|6503175",2,NA,NA
"1752","11:65035269|65035471",NA,2,NA
"1753","11:65210907|65211062",NA,6,3
"1754","11:65303628|65303785",NA,NA,3
"1755","11:65385057|65385208",NA,3,NA
"1756","11:65387121|65387302",NA,2,NA
"1757","11:65396972|65397183",2,NA,NA
"1758","11:65652135|65652462",NA,2,NA
"1759","11:6566639|6566811",4,NA,NA
"1760","11:66012869|66013144",2,NA,NA
"1761","11:66049569|66049727",2,NA,NA
"1762","11:66108957|66109204",NA,3,NA
"1763","11:66314309|66314487",4,NA,NA
"1764","11:6647342|6647580",3,NA,NA
"1765","11:66486539|66488007",NA,2,4
"1766","11:6651704|6651859",2,NA,NA
"1767","11:6654412|6654580",2,NA,NA
"1768","11:66560112|66560311",NA,10,NA
"1769","11:66752054|66752206",NA,2,NA
"1770","11:66881388|66881548",2,NA,NA
"1771","11:67207509|67207688",NA,NA,2
"1772","11:6721638|6722658",NA,3,NA
"1773","11:67308635|67308787",NA,3,NA
"1774","11:67354681|67354847",NA,NA,4
"1775","11:67371882|67372090",NA,NA,3
"1776","11:67406026|67406183",NA,NA,2
"1777","11:67509177|67509338",NA,3,NA
"1778","11:67527115|67527276",NA,2,NA
"1779","11:67541224|67541403",NA,NA,2
"1780","11:67586873|67587061",NA,2,NA
"1781","11:67689027|67689181",NA,NA,2
"1782","11:68052284|68052445",NA,NA,8
"1783","11:68337567|68337799",NA,2,NA
"1784","11:68401330|68401484",NA,NA,4
"1785","11:68505144|68519651",NA,5,NA
"1786","11:68622055|68622271",NA,NA,2
"1787","11:68670420|68670748",NA,NA,3
"1788","11:68825700|68825854",2,NA,NA
"1789","11:68830656|68830848",NA,NA,3
"1790","11:68949811|68949982",NA,NA,2
"1791","11:68966228|68966385",NA,NA,2
"1792","11:69084954|69085105",NA,3,NA
"1793","11:69300634|69300807",NA,NA,4
"1794","11:6934596|6934775",NA,NA,2
"1795","11:694510|694660",NA,3,NA
"1796","11:69545994|69546206",NA,NA,2
"1797","11:69951214|69951408",2,2,NA
"1798","11:70362094|70362488",NA,NA,2
"1799","11:70376531|70378195",NA,4,NA
"1800","11:70659827|70661678",NA,15,NA
"1801","11:7073074|7073416",NA,NA,2
"1802","11:70798442|70807171",NA,2,NA
"1803","11:70817258|70817426",NA,NA,3
"1804","11:70823215|70823370",NA,2,NA
"1805","11:71064179|71064347",2,NA,NA
"1806","11:71067875|71068109",6,NA,NA
"1807","11:71069258|71069421",2,NA,NA
"1808","11:71395001|71395191",NA,NA,2
"1809","11:72100670|72100825",NA,NA,3
"1810","11:72245292|72245444",2,NA,NA
"1811","11:72370727|72370882",2,NA,NA
"1812","11:72419405|72419584",NA,2,NA
"1813","11:72523487|72523634",NA,12,NA
"1814","11:72582773|72582954",NA,NA,2
"1815","11:72600526|72600677",NA,NA,2
"1816","11:72682364|72682597",NA,NA,2
"1817","11:72709869|72711499",NA,4,NA
"1818","11:72720090|72720268",NA,NA,2
"1819","11:7282540|7282711",NA,3,NA
"1820","11:72984087|72989097",NA,5,NA
"1821","11:73286775|73286949",NA,NA,3
"1822","11:73381818|73382016",2,NA,NA
"1823","11:73420625|73420781",NA,3,NA
"1824","11:73537002|73537167",NA,NA,4
"1825","11:73707419|73718890",NA,NA,2
"1826","11:73831269|73831469",NA,NA,3
"1827","11:73840995|73841233",2,NA,NA
"1828","11:73985796|73985962",NA,NA,2
"1829","11:74054835|74054996",NA,4,NA
"1830","11:74181400|74181604",NA,NA,3
"1831","11:74305833|74306016",NA,2,NA
"1832","11:74488394|74488553",NA,NA,2
"1833","11:74488428|74488585",NA,NA,2
"1834","11:74650336|74650640",NA,5,NA
"1835","11:74697204|74702938",NA,4,NA
"1836","11:74748538|74748841",NA,2,NA
"1837","11:74938766|74938923",2,NA,NA
"1838","11:7495335|7495551",NA,NA,3
"1839","11:7538471|7538731",NA,5,NA
"1840","11:75530974|75531189",NA,5,NA
"1841","11:75611436|75611663",NA,NA,2
"1842","11:75653741|75653917",2,NA,NA
"1843","11:75772376|75772528",NA,NA,2
"1844","11:7578066|7578378",4,NA,NA
"1845","11:75971377|75971541",NA,NA,2
"1846","11:76238416|76238574",2,NA,NA
"1847","11:76382975|76383196",NA,NA,3
"1848","11:76424522|76424766",NA,NA,2
"1849","11:76664521|76664700",NA,NA,2
"1850","11:77057905|77058065",NA,NA,2
"1851","11:77088514|77088715",NA,NA,2
"1852","11:77193342|77193548",2,NA,NA
"1853","11:77440861|77441026",3,NA,NA
"1854","11:77624962|77625818",NA,4,NA
"1855","11:77683709|77693611",NA,2,2
"1856","11:77779878|77780041",2,NA,NA
"1857","11:77864397|77864585",NA,13,NA
"1858","11:78064054|78064205",NA,4,NA
"1859","11:78113885|78121174",NA,NA,2
"1860","11:7868672|7868864",NA,NA,2
"1861","11:78927419|78927577",NA,NA,3
"1862","11:79097870|79098038",NA,3,NA
"1863","11:79151737|79151910",NA,2,NA
"1864","11:79152598|79152803",2,NA,NA
"1865","11:79247516|79247783",NA,NA,3
"1866","11:79418733|79419042",NA,5,NA
"1867","11:79604226|79604376",NA,2,NA
"1868","11:80130391|80130585",NA,5,NA
"1869","11:8032793|8033099",NA,NA,2
"1870","11:803898|804082",NA,NA,4
"1871","11:81085998|81086260",2,NA,NA
"1872","11:81193602|81193800",NA,NA,2
"1873","11:81220436|81220592",NA,NA,2
"1874","11:82007748|82007952",NA,2,NA
"1875","11:82713532|82713683",NA,NA,2
"1876","11:83128845|83129028",2,NA,NA
"1877","11:83160980|83161130",NA,4,NA
"1878","11:83169160|83169316",NA,NA,2
"1879","11:83169249|83169402",NA,NA,3
"1880","11:83206057|83211430",NA,4,NA
"1881","11:83302739|83302901",NA,2,NA
"1882","11:83449821|83450030",NA,NA,2
"1883","11:8358447|8358643",2,NA,NA
"1884","11:8373906|8374070",NA,NA,2
"1885","11:83764250|83764461",NA,NA,2
"1886","11:8383865|8384061",NA,NA,2
"1887","11:84059314|84073268",NA,5,NA
"1888","11:84930883|84931093",NA,5,NA
"1889","11:85195264|85195450",NA,2,NA
"1890","11:85855593|85855932",2,NA,NA
"1891","11:8601498|8601678",NA,4,NA
"1892","11:86022366|86031611",NA,6,NA
"1893","11:86300672|86300825",2,NA,NA
"1894","11:86407088|86407272",NA,4,NA
"1895","11:86632143|86632298",NA,3,NA
"1896","11:868140|868312",3,NA,NA
"1897","11:86909396|86909623",NA,3,NA
"1898","11:86909667|86909828",NA,NA,3
"1899","11:86954339|86954601",NA,2,NA
"1900","11:87459349|87459503",NA,NA,3
"1901","11:87661735|87661886",3,NA,3
"1902","11:87737891|87738105",NA,NA,3
"1903","11:8815141|8815293",NA,NA,3
"1904","11:88545380|88545559",2,NA,NA
"1905","11:899322|899476",NA,NA,2
"1906","11:90646737|90647073",2,NA,NA
"1907","11:91346722|91347099",NA,2,NA
"1908","11:92086696|92086872",NA,NA,2
"1909","11:92624110|92624281",NA,4,NA
"1910","11:92884682|92884832",NA,2,NA
"1911","11:92942327|92942496",NA,NA,3
"1912","11:92961184|92961435",NA,5,NA
"1913","11:93149426|93149659",2,NA,NA
"1914","11:93698017|93698214",NA,NA,2
"1915","11:93938389|93938555",NA,NA,2
"1916","11:94058449|94058601",NA,NA,3
"1917","11:94300127|94300312",NA,2,NA
"1918","11:94550547|94550764",2,NA,NA
"1919","11:94574998|94583569",NA,8,NA
"1920","11:97201763|97201963",NA,2,NA
"1921","11:9738212|9740347",NA,4,NA
"1922","11:9759992|9760269",NA,2,NA
"1923","11:97874459|97874665",NA,2,NA
"1924","11:98844749|98844961",2,NA,NA
"1925","11:99121381|99121541",NA,3,NA
"1926","11:99138401|99138964",3,NA,NA
"1927","11:99363531|99363727",NA,4,NA
"1928","11:99960616|99960819",4,NA,NA
"1929","12:100530593|100530808",NA,NA,2
"1930","12:10068019|10068270",2,NA,NA
"1931","12:100946598|100946986",NA,NA,2
"1932","12:101225191|101225399",NA,2,NA
"1933","12:101829029|101829208",NA,NA,2
"1934","12:101829039|101829217",4,NA,NA
"1935","12:102242236|102242389",3,NA,NA
"1936","12:102848708|102848882",2,NA,NA
"1937","12:103170068|103170458",NA,NA,3
"1938","12:103185128|103185354",NA,NA,2
"1939","12:103212926|103213281",2,NA,NA
"1940","12:103475511|103478447",NA,6,NA
"1941","12:103676710|103678099",NA,7,NA
"1942","12:10378131|10378705",NA,NA,2
"1943","12:104046057|104046220",NA,NA,2
"1944","12:104108917|104109152",NA,NA,3
"1945","12:104140957|104141112",2,NA,NA
"1946","12:104373140|104373319",NA,2,NA
"1947","12:104414866|104415245",NA,2,NA
"1948","12:104499841|104500017",NA,3,NA
"1949","12:104994477|104996026",NA,2,NA
"1950","12:105156725|105160148",NA,7,NA
"1951","12:105375015|105375175",NA,2,NA
"1952","12:105379204|105379375",NA,2,NA
"1953","12:105538292|105538526",2,NA,NA
"1954","12:105953566|105953742",NA,5,NA
"1955","12:106088303|106088499",2,NA,NA
"1956","12:106249573|106249759",2,NA,NA
"1957","12:106485415|106485574",2,NA,NA
"1958","12:106836900|106837053",NA,NA,2
"1959","12:106983955|106984149",NA,NA,4
"1960","12:107451469|107451627",3,NA,NA
"1961","12:108136080|108136241",NA,NA,2
"1962","12:108151734|108151889",NA,2,NA
"1963","12:108263525|108263755",NA,NA,3
"1964","12:108496381|108496575",2,NA,NA
"1965","12:108590959|108591150",NA,NA,2
"1966","12:108652271|108654410",NA,3,4
"1967","12:108703882|108704076",2,NA,NA
"1968","12:108765307|108765459",NA,NA,2
"1969","12:108844003|108844206",NA,2,NA
"1970","12:108857065|108857233",2,NA,NA
"1971","12:109006806|109006987",6,NA,NA
"1972","12:109166860|109168034",NA,NA,2
"1973","12:109171804|109174230",NA,8,2
"1974","12:109208568|109208739",NA,NA,3
"1975","12:109209164|109216920",NA,3,NA
"1976","12:109212835|109216920",NA,3,NA
"1977","12:109535949|109536101",NA,4,NA
"1978","12:109549727|109550063",NA,3,NA
"1979","12:109907525|109911235",NA,NA,2
"1980","12:109914979|109915178",NA,NA,2
"1981","12:109930562|109930769",NA,NA,2
"1982","12:110528191|110528343",3,NA,NA
"1983","12:110913095|110913270",NA,NA,2
"1984","12:111063032|111063220",NA,4,NA
"1985","12:111223912|111224079",NA,NA,2
"1986","12:111658735|111659345",NA,5,NA
"1987","12:111882789|111883768",NA,3,NA
"1988","12:111883580|111883768",NA,2,NA
"1989","12:112071894|112078741",NA,NA,2
"1990","12:112297092|112297303",2,NA,NA
"1991","12:112410319|112411442",NA,NA,2
"1992","12:112511014|112511176",NA,3,NA
"1993","12:11268154|11308891",NA,2,NA
"1994","12:112858468|112858628",NA,NA,2
"1995","12:113097416|113097576",NA,2,NA
"1996","12:113103945|113104298",NA,4,NA
"1997","12:113119127|113121638",NA,6,NA
"1998","12:113121508|113130941",NA,NA,2
"1999","12:113267842|113269845",NA,3,NA
"2000","12:113749145|113749343",NA,NA,4
"2001","12:113794378|113794595",NA,4,NA
"2002","12:113824083|113824407",NA,3,NA
"2003","12:114140875|114141029",NA,2,NA
"2004","12:114271980|114272167",NA,4,NA
"2005","12:11438228|11438384",NA,NA,2
"2006","12:114397205|114397383",NA,3,NA
"2007","12:114698794|114698947",NA,NA,2
"2008","12:114720850|114721007",NA,NA,3
"2009","12:115122026|115122438",NA,NA,3
"2010","12:115131124|115131347",NA,NA,2
"2011","12:115706250|115706400",NA,2,NA
"2012","12:115762648|115762815",2,NA,NA
"2013","12:115790631|115790805",NA,2,NA
"2014","12:116230432|116240462",NA,7,NA
"2015","12:116230532|116237705",NA,2,2
"2016","12:116852415|116852784",NA,2,NA
"2017","12:117128172|117128329",2,NA,NA
