"gene_id","new_gene_name","identity","evalue","bitscore","ref_species","ref_gene_id","original_name"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005056100244","LRBA",65.169,4.48e-107,390,"hsa","ENSG00000198589.15","novel_gene_766_627a1eab"
"ENSMPIG00005057400244","UNKNOWN",85.326,3.36e-108,312,"mma","ENSMMUG00000020911.4","novel_gene_1922_627a1eab"
"ENSMPIG00005064400244","SPOCK3",89.744,2.48e-15,79.3,"hsa","ENSG00000196104.11","novel_gene_793_627a1eab"
"ENSMPIG00005065400244","PALLD",97.048,0,564,"mma","ENSMMUG00000007365.4","novel_gene_121_62831269"
"ENSMPIG00005065400244","PALLD",97.048,0,564,"mma","ENSMMUG00000007365.4","novel_gene_121_62831269"
"ENSMPIG00005070500234","PRSS55",81.818,1.15e-15,77.8,"mma","ENSMMUG00000012043.4","novel_gene_280_62831269"
"ENSMPIG00005070500234","PRSS55",81.818,1.15e-15,77.8,"mma","ENSMMUG00000012043.4","novel_gene_280_62831269"
"ENSMPIG00005070500234","PRSS55",81.818,1.15e-15,77.8,"mma","ENSMMUG00000012043.4","novel_gene_280_62831269"
"ENSMPIG00005070600234","PRSS55",81.818,1.15e-15,77.8,"mma","ENSMMUG00000012043.4","novel_gene_818_627a1eab"
"ENSMPIG00005070600234","PRSS55",81.818,1.15e-15,77.8,"mma","ENSMMUG00000012043.4","novel_gene_818_627a1eab"
"ENSMPIG00005070600234","PRSS55",81.818,1.15e-15,77.8,"mma","ENSMMUG00000012043.4","novel_gene_818_627a1eab"
"ENSMPIG00005090100174","UNKNOWN",57.143,5.34e-53,170,"mma","ENSMMUG00000056375.1","novel_gene_2377_627a1eab"
"ENSMPIG00005090100174","UNKNOWN",57.143,3.69e-52,170,"mma","ENSMMUG00000057223.1","novel_gene_2377_627a1eab"
"ENSMPIG00005090100174","UNKNOWN",57.143,3.73e-52,170,"mma","ENSMMUG00000052467.1","novel_gene_2377_627a1eab"
"ENSMPIG00005090100174","UNKNOWN",57.143,4.24e-52,170,"mma","ENSMMUG00000049561.1","novel_gene_2377_627a1eab"
"ENSMPIG00005090100174","UNKNOWN",57.143,4.52e-52,170,"mma","ENSMMUG00000064366.1","novel_gene_2377_627a1eab"
"ENSMPIG00005137500244","ADAMTS2",83.221,1.07e-70,265,"hsa","ENSG00000087116.17","novel_gene_1042_627a1eab"
"ENSMPIG00006012500244","SLIT2",96.179,0,3070,"hsa","ENSG00000145147.20","novel_gene_333_62831269"
"ENSMPIG00006015100244","PCDH7",97.222,0,2503,"hsa","ENSG00000169851.16","novel_gene_1543_627a1eab"
"ENSMPIG00006017000034","UNKNOWN",50.588,2.44e-20,80.9,"mma","ENSMMUG00000060170.1","novel_gene_465_627a1eab"
"ENSMPIG00006018700244","LIMCH1",90.756,0,1906,"hsa","ENSG00000064042.18","novel_gene_1551_627a1eab"
"ENSMPIG00006018801243","LIMCH1",90.756,0,1906,"hsa","ENSG00000064042.18","novel_gene_338_62831269"
"ENSMPIG00006022900044","UNKNOWN",58.163,6.32e-32,110,"mma","ENSMMUG00000060170.1","novel_gene_604_627a1eab"
"ENSMPIG00006024500024","UNKNOWN",62.222,1.51e-29,105,"mma","ENSMMUG00000049528.1","novel_gene_647_627a1eab"
"ENSMPIG00006026700244","ADGRL3",96.861,0,3100,"hsa","ENSG00000150471.17","novel_gene_341_62831269"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027200244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_1789_627a1eab"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006027300244","EPHA5",97.297,2.08e-138,463,"mma","ENSMMUG00000014468.4","novel_gene_385_62831269"
"ENSMPIG00006031600084","UNKNOWN",63.763,4.2e-128,382,"mma","ENSMMUG00000052584.1","novel_gene_726_627a1eab"
"ENSMPIG00006037300244","FRAS1",88.335,0,7342,"mma","ENSMMUG00000002564.4","novel_gene_347_62831269"
"ENSMPIG00006038300224","CFAP299",87.554,1.58e-149,424,"hsa","ENSG00000197826.13","novel_gene_1601_627a1eab"
"ENSMPIG00006041400244","ARHGAP24",93.725,0,1483,"mma","ENSMMUG00000008341.4","novel_gene_351_62831269"
"ENSMPIG00006043700084","UNKNOWN",60,3.88e-57,193,"mma","ENSMMUG00000050512.1","novel_gene_984_627a1eab"
"ENSMPIG00006044900244","CCSER1",89.222,0,1562,"mma","ENSMMUG00000009652.4","novel_gene_1617_627a1eab"
"ENSMPIG00006045300244","GRID2",98.113,0,2076,"mma","ENSMMUG00000002366.4","novel_gene_357_62831269"
"ENSMPIG00006045700174","UNKNOWN",57.857,7.8e-54,172,"mma","ENSMMUG00000056375.1","novel_gene_1698_627a1eab"
"ENSMPIG00006045700174","UNKNOWN",57.857,3.91e-53,172,"mma","ENSMMUG00000057223.1","novel_gene_1698_627a1eab"
"ENSMPIG00006045700174","UNKNOWN",57.857,4.75e-53,172,"mma","ENSMMUG00000052467.1","novel_gene_1698_627a1eab"
"ENSMPIG00006045700174","UNKNOWN",57.857,5.06e-53,172,"mma","ENSMMUG00000064366.1","novel_gene_1698_627a1eab"
"ENSMPIG00006045700174","UNKNOWN",57.857,5.76e-53,172,"mma","ENSMMUG00000049561.1","novel_gene_1698_627a1eab"
"ENSMPIG00006046300244","Unc5c",91.453,8.14e-59,223,"mmu","ENSMUSG00000059921.16","novel_gene_1842_627a1eab"
"ENSMPIG00006046300244","Unc5c",91.453,8.14e-59,223,"mmu","ENSMUSG00000059921.16","novel_gene_1842_627a1eab"
"ENSMPIG00006046300244","UNC5C",93.162,9.39e-59,223,"mma","ENSMMUG00000006309.4","novel_gene_1842_627a1eab"
"ENSMPIG00006046300244","UNC5C",93.162,9.39e-59,223,"mma","ENSMMUG00000006309.4","novel_gene_1842_627a1eab"
"ENSMPIG00006046300244","UNC5C",93.162,1.07e-58,223,"mma","ENSMMUG00000006309.4","novel_gene_1842_627a1eab"
"ENSMPIG00006046300244","UNC5C",93.162,1.07e-58,223,"mma","ENSMMUG00000006309.4","novel_gene_1842_627a1eab"
"ENSMPIG00006050900244","Celf2",93.056,2.88e-30,130,"mmu","ENSMUSG00000002107.20","novel_gene_402_62831269"
"ENSMPIG00006050900244","Celf2",93.056,2.88e-30,130,"mmu","ENSMUSG00000002107.20","novel_gene_402_62831269"
"ENSMPIG00006050900244","Celf2",93.056,2.88e-30,130,"mmu","ENSMUSG00000002107.20","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006050900244","CELF2",93.056,2.88e-30,130,"hsa","ENSG00000048740.19","novel_gene_402_62831269"
"ENSMPIG00006055100244","DIP2C",98.027,0,3301,"hsa","ENSG00000151240.18","novel_gene_1658_627a1eab"
"ENSMPIG00006059600174","UNKNOWN",56.429,1.04e-53,173,"mma","ENSMMUG00000056683.1","novel_gene_1418_627a1eab"
"ENSMPIG00006060900244","GPR158",82.114,0,785,"mma","ENSMMUG00000002930.4","novel_gene_1886_627a1eab"
"ENSMPIG00006060900244","GPR158",82.281,0,785,"mma","ENSMMUG00000002930.4","novel_gene_1886_627a1eab"
"ENSMPIG00006061000244","GPR158",82.114,0,785,"mma","ENSMMUG00000002930.4","novel_gene_413_62831269"
"ENSMPIG00006061000244","GPR158",82.281,0,785,"mma","ENSMMUG00000002930.4","novel_gene_413_62831269"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006061700244","KIAA1217",70.968,0,667,"mma","ENSMMUG00000008376.4","novel_gene_1889_627a1eab"
"ENSMPIG00006063300174","UNKNOWN",50,1.02e-69,221,"mma","ENSMMUG00000049561.1","novel_gene_1359_627a1eab"
"ENSMPIG00006064300244","CACNB2",63.793,3.34e-32,133,"hsa","ENSG00000165995.24","novel_gene_1900_627a1eab"
"ENSMPIG00006064400244","CACNB2",63.793,3.34e-32,133,"hsa","ENSG00000165995.24","novel_gene_417_62831269"
"ENSMPIG00007032900174","UNKNOWN",51.562,8.99e-69,214,"mma","ENSMMUG00000056683.1","novel_gene_1033_627a1eab"
"ENSMPIG00007032900174","UNKNOWN",54.839,2.4e-68,214,"mma","ENSMMUG00000049561.1","novel_gene_1033_627a1eab"
"ENSMPIG00007032900174","UNKNOWN",54.839,2.61e-68,214,"mma","ENSMMUG00000064366.1","novel_gene_1033_627a1eab"
"ENSMPIG00007032900174","UNKNOWN",54.301,2.94e-68,214,"mma","ENSMMUG00000057223.1","novel_gene_1033_627a1eab"
"ENSMPIG00007034300244","PKHD1",73.84,0,806,"hsa","ENSG00000170927.15","novel_gene_2071_627a1eab"
"ENSMPIG00007034300244","PKHD1",73.84,0,806,"hsa","ENSG00000170927.15","novel_gene_2071_627a1eab"
"ENSMPIG00007034300244","PKHD1",73.84,0,806,"hsa","ENSG00000170927.15","novel_gene_2071_627a1eab"
"ENSMPIG00007034300244","PKHD1",73.84,0,806,"hsa","ENSG00000170927.15","novel_gene_2071_627a1eab"
"ENSMPIG00007039104233","Zbed5",78.698,0,545,"mmu","ENSMUSG00000034173.14","novel_gene_1989_627a1eab"
"ENSMPIG00007039800244","KHDRBS2",92.727,2.21e-25,110,"hsa","ENSG00000112232.11","novel_gene_2078_627a1eab"
"ENSMPIG00007039800244","KHDRBS2",92.727,2.21e-25,110,"hsa","ENSG00000112232.11","novel_gene_2078_627a1eab"
"ENSMPIG00007039800244","KHDRBS2",92.727,2.21e-25,110,"hsa","ENSG00000112232.11","novel_gene_2078_627a1eab"
"ENSMPIG00007040900244","ADGRB3",98.62,0,3160,"hsa","ENSG00000135298.15","novel_gene_230_627a1eab"
"ENSMPIG00007040900244","ADGRB3",98.62,0,3160,"hsa","ENSG00000135298.15","novel_gene_230_627a1eab"
"ENSMPIG00007040900244","ADGRB3",98.62,0,3160,"hsa","ENSG00000135298.15","novel_gene_230_627a1eab"
"ENSMPIG00007040900244","ADGRB3",98.62,0,3160,"hsa","ENSG00000135298.15","novel_gene_230_627a1eab"
"ENSMPIG00007042000244","RIMS1",91.017,0,3088,"hsa","ENSG00000079841.20","novel_gene_244_627a1eab"
"ENSMPIG00007042400244","KCNQ5",96.261,0,1853,"hsa","ENSG00000185760.18","novel_gene_99_62831269"
"ENSMPIG00007046000094","UNKNOWN",61.842,7.26e-64,210,"mma","ENSMMUG00000060115.1","novel_gene_466_627a1eab"
"ENSMPIG00007046300244","CNEP1R1",87.912,2.03e-54,166,"hsa","ENSG00000205423.12","novel_gene_1248_627a1eab"
"ENSMPIG00007046300244","Cnep1r1",87.912,5.33e-54,166,"mmu","ENSMUSG00000036810.17","novel_gene_1248_627a1eab"
"ENSMPIG00007046300244","CNEP1R1",87.912,5.33e-54,166,"mma","ENSMMUG00000008365.4","novel_gene_1248_627a1eab"
"ENSMPIG00007046300244","CNEP1R1",87.912,5.33e-54,166,"hsa","ENSG00000205423.12","novel_gene_1248_627a1eab"
"ENSMPIG00007046300244","CNEP1R1",87.912,5.33e-54,166,"hsa","ENSG00000205423.12","novel_gene_1248_627a1eab"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"mma","ENSMMUG00000009856.4","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"mma","ENSMMUG00000009856.4","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"mma","ENSMMUG00000009856.4","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007053800244","GRIK2",99.67,0,1887,"hsa","ENSG00000164418.22","novel_gene_108_62831269"
"ENSMPIG00007060300104","UNKNOWN",66.061,8.8e-77,246,"mma","ENSMMUG00000060086.1","novel_gene_2142_627a1eab"
"ENSMPIG00007061700244","EPM2A",90.984,1.57e-161,466,"mma","ENSMMUG00000045569.2","novel_gene_316_627a1eab"
"ENSMPIG00007061700244","EPM2A",90.984,1.57e-161,466,"mma","ENSMMUG00000045569.2","novel_gene_316_627a1eab"
"ENSMPIG00007062000244","UTRN",60.959,1.71e-37,163,"mma","ENSMMUG00000019438.4","novel_gene_457_62831269"
"ENSMPIG00007064300084","UNKNOWN",67.29,2.64e-40,144,"mma","ENSMMUG00000052584.1","novel_gene_1587_627a1eab"
"ENSMPIG00007064700244","NHSL1",76.199,0,2170,"mma","ENSMMUG00000000123.4","novel_gene_327_627a1eab"
"ENSMPIG00007064900244","Rpl19",100,3.2e-139,388,"mmu","ENSMUSG00000017404.13","novel_gene_1591_627a1eab"
"ENSMPIG00007064900244","RPL19",100,3.2e-139,388,"mma","ENSMMUG00000004235.4","novel_gene_1591_627a1eab"
"ENSMPIG00007064900244","RPL19",100,3.2e-139,388,"hsa","ENSG00000108298.12","novel_gene_1591_627a1eab"
"ENSMPIG00007066500174","UNKNOWN",57.143,5.34e-53,170,"mma","ENSMMUG00000056375.1","novel_gene_1604_627a1eab"
"ENSMPIG00007066500174","UNKNOWN",57.143,3.69e-52,170,"mma","ENSMMUG00000057223.1","novel_gene_1604_627a1eab"
"ENSMPIG00007066500174","UNKNOWN",57.143,3.73e-52,170,"mma","ENSMMUG00000052467.1","novel_gene_1604_627a1eab"
"ENSMPIG00007066500174","UNKNOWN",57.143,4.24e-52,170,"mma","ENSMMUG00000049561.1","novel_gene_1604_627a1eab"
"ENSMPIG00007066500174","UNKNOWN",57.143,4.52e-52,170,"mma","ENSMMUG00000064366.1","novel_gene_1604_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.21e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.21e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.21e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.21e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.21e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.21e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.21e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.57e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.57e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.57e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.57e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.57e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.57e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.57e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.73e-42,177,"mma","ENSMMUG00000022136.4","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.73e-42,177,"mma","ENSMMUG00000022136.4","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.73e-42,177,"mma","ENSMMUG00000022136.4","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.73e-42,177,"mma","ENSMMUG00000022136.4","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.73e-42,177,"mma","ENSMMUG00000022136.4","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.73e-42,177,"mma","ENSMMUG00000022136.4","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,4.73e-42,177,"mma","ENSMMUG00000022136.4","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","Lama2",96.386,4.89e-42,177,"mmu","ENSMUSG00000019899.18","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","Lama2",96.386,4.89e-42,177,"mmu","ENSMUSG00000019899.18","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","Lama2",96.386,4.89e-42,177,"mmu","ENSMUSG00000019899.18","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","Lama2",96.386,4.89e-42,177,"mmu","ENSMUSG00000019899.18","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","Lama2",96.386,4.89e-42,177,"mmu","ENSMUSG00000019899.18","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","Lama2",96.386,4.89e-42,177,"mmu","ENSMUSG00000019899.18","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","Lama2",96.386,4.89e-42,177,"mmu","ENSMUSG00000019899.18","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,5.15e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,5.15e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
"ENSMPIG00007070600244","LAMA2",96.386,5.15e-42,177,"hsa","ENSG00000196569.14","novel_gene_2171_627a1eab"
